Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,Count2,ArrDelay,15minArrDelay
y,2016,6712.0,5.788619119878604,0.2767659543591046,0.055745020498494356,0.3381163153502884,0.0008525922432246128,0.328520117548888,0.11308104886769964,0.0183253873659118,0.0016388557806912992,6715,3.1424237827999395,0.1599404318689501
m,1,443.0,7.115566037735849,0.32526475037821484,0.1464447806354009,0.08532526475037822,0.0,0.44296520423600605,0.10158013544018059,0.04288939051918736,0.002257336343115124,442,3.6808510638297873,0.167420814479638
m,2,456.0,7.846846846846847,0.20822622107969152,0.0631962296486718,0.4967866323907455,0.0,0.23179091688089118,0.1206140350877193,0.02631578947368421,0.0,461,0.9532293986636972,0.13449023861171366
m,3,469.0,5.704496788008566,0.28135675939482674,0.02220595412396291,0.30356271351878966,0.0,0.3928745729624207,0.11513859275053305,0.0042643923240938165,0.0042643923240938165,468,4.253218884120171,0.16025641025641027
m,4,575.0,4.059233449477352,0.46756509821836456,0.03174965737779808,0.3597533120146185,0.0,0.14093193238921883,0.0782608695652174,0.0017391304347826088,0.0,576,-1.2530541012216405,0.1232638888888889
m,5,669.0,1.262368815592204,0.17916093535075653,0.018569463548830812,0.5739339752407153,0.009284731774415406,0.21905089408528197,0.09267563527653214,0.0029895366218236174,0.0014947683109118087,670,0.6332335329341318,0.1373134328358209
m,6,633.0,6.665048543689321,0.32708834651082846,0.028875902371949123,0.24664833276039877,0.0,0.3973874183568237,0.11532385466034756,0.023696682464454975,0.0,632,5.474714518760195,0.1787974683544304
m,7,566.0,11.12781954887218,0.18105178643115213,0.08470493777599358,0.24675498461126724,0.0,0.48748829118158704,0.16607773851590105,0.061837455830388695,0.0035335689045936395,564,10.503703703703703,0.225177304964539
m,8,570.0,7.638146167557932,0.33023920028561227,0.04980364155658693,0.23295251695822922,0.0,0.38700464119957156,0.14385964912280702,0.015789473684210527,0.0017543859649122807,574,7.28698752228164,0.2073170731707317
m,9,600.0,2.5852842809364547,0.22908772952491985,0.0061206645292917515,0.5628096764791606,0.0,0.2019819294666278,0.085,0.0033333333333333335,0.0033333333333333335,600,-1.6956521739130435,0.105
m,10,630.0,4.223113964686998,0.2849517031011693,0.007625826131164209,0.4295882053889171,0.0,0.2778342653787494,0.09365079365079365,0.011111111111111112,0.0,631,-0.28044871794871795,0.12361331220285261
m,11,565.0,4.603202846975089,0.3944130362487529,0.0,0.3235783172597273,0.0,0.2820086464915198,0.10973451327433628,0.005309734513274336,0.0035398230088495575,562,2.323792486583184,0.15302491103202848
m,12,536.0,9.080769230769231,0.19833948339483395,0.13514760147601476,0.36469864698646987,0.003075030750307503,0.2987392373923739,0.14365671641791045,0.029850746268656716,0.0,535,7.360308285163777,0.2130841121495327
