Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,ArrDelay,15minArrDelay
y,2016,108819,4.872908157149838,0.36469566493491806,0.05616374586960523,0.25818651160720624,0.00103688395921269,0.3199171936290578,0.12141262095773717,0.0036390703829294515,0.0033266249460112665,0.7605797513995636,0.1409310846995819
m,1,62,12.17741935483871,0.6336014298480787,0.0,0.11170688114387846,0.0,0.2546916890080429,0.14516129032258066,0.016129032258064516,0.016129032258064516,4.758064516129032,0.22580645161290322
m,2,55,-0.84,0.0,0.0,0.6484018264840182,0.0,0.3515981735159817,0.03636363636363636,0.09090909090909091,0.0,1.4705882352941178,0.14545454545454545
m,3,58,-0.7777777777777778,0.0,0.0,0.13855421686746988,0.0,0.8614457831325302,0.05172413793103448,0.06896551724137931,0.0,2.5555555555555554,0.1724137931034483
m,4,55,11.727272727272727,0.8038507821901324,0.0,0.010830324909747292,0.0,0.18531889290012032,0.12727272727272726,0.0,0.0,-5.709090909090909,0.12727272727272726
m,5,58,9.385964912280702,0.14142857142857143,0.0,0.4785714285714286,0.0,0.38,0.10344827586206896,0.017241379310344827,0.0,-1.5964912280701755,0.13793103448275862
m,6,56,7.160714285714286,0.7915407854984894,0.0,0.1540785498489426,0.0,0.054380664652567974,0.05357142857142857,0.0,0.0,-8.714285714285714,0.08928571428571429
m,7,57,10.185185185185185,0.4623529411764706,0.0,0.1776470588235294,0.0,0.36,0.08771929824561403,0.05263157894736842,0.0,11.037735849056604,0.15789473684210525
m,8,58,20.67241379310345,0.015862944162436547,0.4631979695431472,0.33248730964467005,0.0,0.1884517766497462,0.22413793103448276,0.0,0.0,5.4035087719298245,0.22413793103448276
m,9,56,-3.4,0.0,0.0,0.9565217391304348,0.0,0.043478260869565216,0.03571428571428571,0.017857142857142856,0.0,-10.145454545454545,0.03571428571428571
m,10,57,4.12280701754386,0.863013698630137,0.0,0.0867579908675799,0.0,0.0502283105022831,0.07017543859649122,0.0,0.0,-8.368421052631579,0.08771929824561403
m,11,55,-2.418181818181818,0.0,0.0,0.6407766990291263,0.0,0.3592233009708738,0.03636363636363636,0.0,0.0,-4.351851851851852,0.10909090909090909
m,12,56,24.346938775510203,0.5556374355195284,0.0,0.29918938835666914,0.0,0.1451731761238025,0.17857142857142858,0.125,0.0,2.625,0.19642857142857142
d,1,104,7.901960784313726,0.38785425101214577,0.0,0.2631578947368421,0.0,0.34898785425101214,0.10576923076923077,0.019230769230769232,0.0,-1.0192307692307692,0.14423076923076922
d,2,104,-1.7352941176470589,0.0589622641509434,0.0,0.9033018867924528,0.0,0.03773584905660377,0.028846153846153848,0.028846153846153848,0.0,-5.333333333333333,0.09615384615384616
d,3,104,4.67,0.549266247379455,0.016771488469601678,0.2348008385744235,0.0,0.19916142557651992,0.08653846153846154,0.038461538461538464,0.0,4.091836734693878,0.14423076923076922
d,4,103,9.36734693877551,0.0013986013986013986,0.4993006993006993,0.12377622377622377,0.0,0.37552447552447554,0.10679611650485436,0.04854368932038835,0.0,1.91,0.17475728155339806
d,5,106,15.264705882352942,0.6505558240695989,0.0,0.17158047365877235,0.0,0.17786370227162882,0.16037735849056603,0.03773584905660377,0.0,-0.5098039215686274,0.18867924528301888
d,6,59,1.6896551724137931,1.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.01694915254237288,0.01694915254237288,-11.614035087719298,0.1016949152542373
d,7,103,14.4,0.5175936435868331,0.0,0.32179341657207716,0.0,0.16061293984108968,0.10679611650485436,0.02912621359223301,0.0,1.2121212121212122,0.13592233009708737
h,0001-0559,304,6.756756756756757,0.7120515179392825,0.22385771235817234,0.06409076970254524,0.0,0.0,0.04276315789473684,0.02631578947368421,0.0,-0.9253246753246753,0.13479623824451412
h,0600-0659,62,3.6440677966101696,0.9601990049751243,0.0,0.03980099502487562,0.0,0.0,0.03225806451612903,0.06451612903225806,0.0,-27.0,0.0
h,1400-1459,317,9.42671009771987,0.1519194756554307,0.0,0.4208801498127341,0.0,0.4272003745318352,0.1608832807570978,0.031545741324921134,0.0031545741324921135,-0.8510028653295129,0.15193370165745856
