Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,Count2,ArrDelay,15minArrDelay
y,2016,17967.0,6.194931005350606,0.36523854771256864,0.04554285264693244,0.21738919923258024,0.0,0.37182940040791873,0.12968219513552623,0.012133355596371125,0.002560249346023265,17972,2.674138904573687,0.16542399287780993
m,1,1409.0,6.484195402298851,0.47504505753500625,0.03271870234299182,0.1808540135865798,0.0,0.31138222653542214,0.1242015613910575,0.0120652945351313,0.0014194464158978,1414,2.571326164874552,0.16195190947666196
m,2,1269.0,7.922575387123064,0.4053329246801011,0.1534748295149797,0.19347176461573826,0.0,0.2477204811891809,0.10717100078802207,0.03467297084318361,0.003940110323089046,1270,-1.373061224489796,0.12440944881889764
m,3,1526.0,2.665560716655607,0.40226596475165943,0.02414740215152209,0.1961547264820325,0.0,0.377431906614786,0.08387942332896461,0.012450851900393184,0.001965923984272608,1528,0.4535809018567639,0.14136125654450263
m,4,1429.0,1.7347949080622347,0.24416017797552836,0.040600667408231365,0.21913236929922136,0.0,0.4961067853170189,0.0986703988803359,0.010496850944716585,0.0034989503149055285,1429,-0.19078014184397163,0.1364590622813156
m,5,1499.0,5.688128772635815,0.2956968329312894,0.05929499649832698,0.22379581355536535,0.0,0.4212123570150183,0.12741827885256837,0.00533689126084056,0.0020013342228152103,1499,2.8012088650100737,0.15743829219479652
m,6,1476.0,10.396303901437372,0.3348352741529639,0.025689039733161684,0.17303528585639885,0.0,0.4664404002574756,0.18495934959349594,0.01016260162601626,0.0047425474254742545,1473,8.796296296296296,0.2328581126951799
m,7,1517.0,12.596373404969778,0.3490574712643678,0.01342528735632184,0.19816091954022988,0.0,0.43935632183908047,0.1905075807514832,0.01911667765326302,0.0032959789057350032,1517,11.981029810298104,0.24258404746209625
m,8,1517.0,8.03083109919571,0.2978159038320447,0.04588295050510751,0.23263163835430894,0.0,0.42366950730853886,0.14765985497692816,0.017139090309822018,0.003955174686882004,1519,8.72856178257934,0.21988150098749176
m,9,1576.0,3.426564495530013,0.43070344596294124,0.12668734803387272,0.21094994550180263,0.0,0.2316592605013834,0.09581218274111675,0.006979695431472081,0.0012690355329949238,1578,-2.305927342256214,0.11723700887198986
m,10,1599.0,2.5658720200752825,0.3632792829086514,0.012085809245644072,0.3221875314734616,0.0,0.30244737637224295,0.09505941213258287,0.00375234521575985,0.0006253908692933083,1600,-2.0614420062695924,0.120625
m,11,1557.0,4.231511254019293,0.45694276327165834,0.0,0.22021442158049456,0.0,0.32284281514784713,0.10661528580603725,0.0012845215157353885,0.002569043031470777,1553,-3.275728155339806,0.11268512556342562
m,12,1593.0,9.144862795149969,0.34300458111737137,0.03212047812121531,0.26159759886261913,0.0,0.3632773418987942,0.19083490269930947,0.016321406151914627,0.0018832391713747645,1592,6.028864656831302,0.21419597989949749
d,1,2674.0,4.156025689459765,0.3129719314690413,0.014633130240066657,0.21137322293391658,0.0,0.46102171535697545,0.12415856394913986,0.010471204188481676,0.0033657442034405387,2677,2.572080639026246,0.1710870377288009
d,2,2610.0,6.278318411833398,0.42696363922556274,0.11030221942389422,0.2082874232645994,0.0,0.25444671808594366,0.1206896551724138,0.01685823754789272,0.0026819923371647508,2621,1.136046511627907,0.15909958031285767
d,3,2687.0,6.247356495468278,0.3485935984481086,0.037827352085354024,0.21462657613967023,0.0,0.3989524733268671,0.13248976553777447,0.0148864905098623,0.002232973576479345,2680,2.0562951692658804,0.15858208955223882
d,4,2655.0,7.554161915621437,0.3122903998525889,0.017505067256311038,0.24330200847613784,0.0,0.42690252441496224,0.14613935969868172,0.00903954802259887,0.0018832391713747645,2653,4.674463190184049,0.18017338861666038
d,5,2733.0,7.590892262125139,0.37644145737530954,0.028970640254686948,0.24085603112840467,0.0,0.3537318712415989,0.14452982070984266,0.012074643249176729,0.0018294914013904135,2748,4.506788990825688,0.17576419213973798
d,6,2105.0,6.066218809980806,0.41022779158845313,0.08411546852011567,0.19106082897874282,0.0,0.31459591091268835,0.1154394299287411,0.009976247030878859,0.0014251781472684087,2069,1.79345703125,0.14693088448525857
d,7,2503.0,5.372929292929293,0.3701769507681387,0.026060944075444913,0.19560918724332,0.0,0.4081529179130964,0.12025569316819816,0.011186576108669596,0.0043947263284059125,2524,1.6519470092332396,0.16164817749603805
h,0001-0559,1131.0,4.340501792114695,0.7785657998423956,0.1146009231115614,0.10683327704604301,0.0,0.0,0.0645446507515473,0.014146772767462422,0.0017683465959328027,2,-34.0,0.0
h,0600-0659,2636.0,2.803688052247407,0.7024476724236532,0.07972091959281712,0.1429715200732014,0.0,0.07485988791032826,0.05538694992412747,0.01251896813353566,0.0015174506828528073,109,-6.64,0.11926605504587157
h,0700-0759,1775.0,1.4506242905788875,0.6331653602090332,0.15490854796565884,0.2032474804031355,0.0,0.008678611422172453,0.05971830985915493,0.007323943661971831,0.0016901408450704226,469,1.109442060085837,0.15778251599147122
h,0800-0859,703.0,1.7153179190751444,0.6210325856961489,0.06220905628438426,0.29665679221328817,0.0,0.020101565806178587,0.06543385490753911,0.015647226173541962,0.004267425320056899,1621,-3.768703241895262,0.08821714990746453
h,0900-0959,871.0,3.571263035921205,0.5018705035971223,0.0,0.24474820143884893,0.0,0.2533812949640288,0.1251435132032147,0.010332950631458095,0.003444316877152698,1137,-4.5630550621669625,0.08443271767810026
h,1000-1059,655.0,3.1797235023041477,0.49305730876041404,0.0,0.07573844988639232,0.0,0.43120424135319363,0.08396946564885496,0.0061068702290076335,0.004580152671755725,1294,-0.8969555035128806,0.11205564142194745
h,1100-1159,1347.0,7.069538926681783,0.21149229458685045,0.006737396422210176,0.3667621776504298,0.0,0.41500813134050957,0.15219005196733482,0.017817371937639197,0.002969561989606533,724,-0.44692737430167595,0.1132596685082873
h,1200-1259,508.0,7.833001988071571,0.27770833333333333,0.0016666666666666668,0.15541666666666668,0.0,0.5652083333333333,0.18503937007874016,0.00984251968503937,0.0,821,3.04320987654321,0.1607795371498173
h,1300-1359,1296.0,5.336186770428015,0.2626606613204438,0.044820388882785896,0.10161485224651214,0.0,0.5909040975502582,0.11805555555555555,0.008487654320987654,0.0007716049382716049,1049,4.21868978805395,0.16396568160152525
h,1400-1459,1244.0,2.8051948051948052,0.25529685681024444,0.02421420256111758,0.4828870779976717,0.0,0.23760186263096625,0.08842443729903537,0.01045016077170418,0.0008038585209003215,999,0.2532795156407669,0.14114114114114115
h,1500-1559,1063.0,10.584761904761905,0.18434982738780206,0.04165707710011508,0.20398925968546222,0.0,0.5700038358266206,0.18250235183443086,0.01317027281279398,0.004703668861712135,1848,3.0930616740088106,0.17803030303030304
h,1600-1659,583.0,9.902097902097902,0.2548125633232016,0.02313407632556569,0.2512664640324215,0.0,0.4707868963188112,0.18181818181818182,0.02058319039451115,0.005145797598627788,738,4.41838134430727,0.22764227642276422
h,1700-1759,2012.0,7.793086172344689,0.27177334732423925,0.009157683869121434,0.1695125441190499,0.0,0.5495564246875895,0.16401590457256462,0.007952286282306162,0.002982107355864811,1120,5.8936936936936934,0.19464285714285715
h,1800-1859,789.0,16.530559167750326,0.15203246344364374,0.07108374728888267,0.23563982368991815,0.0,0.5412439655775555,0.2864385297845374,0.026615969581749048,0.0063371356147021544,1379,5.743740795287187,0.19434372733865118
h,1900-1959,1051.0,16.85920925747348,0.27060830017055143,0.025944493255465398,0.23841025375988423,0.0,0.4650369528140989,0.2949571836346337,0.013320647002854425,0.0028544243577545195,1386,5.07007299270073,0.2113997113997114
h,2000-2059,281.0,8.956989247311828,0.086558975921975,0.017677537336177995,0.19871990246875954,0.0,0.6970435842730874,0.21352313167259787,0.0071174377224199285,0.0,1621,9.273130544993663,0.229487970388649
h,2100-2159,20.0,12.8,0.17209302325581396,0.0,0.0,0.0,0.827906976744186,0.3,0.0,0.0,1100,6.223364485981309,0.21454545454545454
h,2200-2259,2.0,32.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,533,2.774378585086042,0.1575984990619137
h,2300-2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,11.909090909090908,0.3181818181818182
