Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,Count2,ArrDelay,15minArrDelay
y,2016,4706.0,6.573376623376624,0.3930974543007738,0.09193114276101828,0.15251766289110688,0.0,0.36245374004710107,0.1345091372715682,0.01827454313642159,0.0027624309392265192,4708,4.780958577315116,0.17693288020390824
m,1,381.0,3.9857142857142858,0.37915176290240166,0.054675523760858456,0.2958610117526827,0.0,0.2703117015840572,0.09448818897637795,0.08136482939632546,0.0,382,-1.398860398860399,0.1256544502617801
m,2,346.0,6.097633136094674,0.33391547327977644,0.20957038071952497,0.1840726510653161,0.0,0.27244149493538244,0.13005780346820808,0.023121387283236993,0.002890173410404624,346,1.4744744744744744,0.13872832369942195
m,3,406.0,8.238805970149254,0.5170484816196057,0.007725093233883857,0.15876398508257858,0.0,0.3164624400639318,0.16502463054187191,0.009852216748768473,0.0,407,5.370646766169155,0.18181818181818182
m,4,431.0,2.8932714617169375,0.3773148148148148,0.09490740740740741,0.29305555555555557,0.0,0.23472222222222222,0.1136890951276102,0.0,0.004640371229698376,431,4.002320185614849,0.16009280742459397
m,5,445.0,3.214446952595937,0.2662878787878788,0.0,0.2515151515151515,0.0,0.4821969696969697,0.13707865168539327,0.0044943820224719105,0.006741573033707865,444,4.501128668171558,0.17792792792792791
m,6,397.0,12.576923076923077,0.4476118557674155,0.14781952048329242,0.05701340381347933,0.0,0.34755521993581273,0.1561712846347607,0.017632241813602016,0.0,397,11.652849740932643,0.22921914357682618
m,7,407.0,19.817948717948717,0.374984239061909,0.14348758038078427,0.09796999117387467,0.0,0.3835581893834321,0.19901719901719903,0.04176904176904177,0.002457002457002457,407,18.309462915601024,0.28501228501228504
m,8,376.0,7.212765957446808,0.3540840602696273,0.028152260111022998,0.041237113402061855,0.0,0.5765265662172878,0.1702127659574468,0.0,0.007978723404255319,376,7.879032258064516,0.2579787234042553
m,9,352.0,2.4843304843304845,0.255549539794261,0.06280454791553872,0.3194369247428262,0.0,0.36220898754737413,0.11079545454545454,0.002840909090909091,0.002840909090909091,352,0.5397727272727273,0.14488636363636365
m,10,367.0,3.425352112676056,0.5318428184281843,0.05894308943089431,0.11991869918699187,0.0,0.28929539295392953,0.09264305177111716,0.0326975476839237,0.0027247956403269754,367,-1.497175141242938,0.10354223433242507
m,11,384.0,3.7734375,0.6223709369024857,0.0,0.06022944550669216,0.0,0.3173996175908222,0.11458333333333333,0.0,0.0026041666666666665,385,1.3020833333333333,0.12987012987012986
m,12,414.0,4.992682926829269,0.33011494252873563,0.06574712643678161,0.1967816091954023,0.0,0.40735632183908044,0.12318840579710146,0.00966183574879227,0.0,414,3.4441747572815533,0.17391304347826086
