Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,Count2,ArrDelay,15minArrDelay
y,2016,7787.0,7.5116913484021826,0.3755202284165699,0.039839818041037554,0.23750241966705382,0.006303232675183895,0.34083430120015484,0.13740850134840119,0.012328239373314499,0.002953640683189932,7788.0,2.8332466857291396,0.16846430405752438
m,1,656.0,6.873088685015291,0.27253957329662765,0.08947006194081211,0.23296627666896078,0.0010323468685478321,0.4039917412250516,0.14939024390243902,0.006097560975609756,0.001524390243902439,659.0,0.5403348554033486,0.15174506828528073
m,2,636.0,8.12540192926045,0.2694723618090452,0.07399497487437186,0.285678391959799,0.0,0.3708542713567839,0.12735849056603774,0.0220125786163522,0.0015723270440251573,638.0,-0.6130573248407644,0.13793103448275862
m,3,671.0,3.683257918552036,0.3514222311882187,0.06717772846479726,0.30361105507363323,0.0,0.27778898527335083,0.11177347242921014,0.011922503725782414,0.0014903129657228018,672.0,0.7740963855421686,0.15178571428571427
m,4,633.0,4.34185303514377,0.4446688206785137,0.03776252019386107,0.21849757673667206,0.0,0.29907108239095315,0.10900473933649289,0.011058451816745656,0.0,631.0,-0.7952,0.12995245641838352
m,5,682.0,11.017673048600884,0.4492321796928719,0.009168003667201467,0.25785010314004125,0.0,0.2837497134998854,0.17302052785923755,0.004398826979472141,0.001466275659824047,683.0,4.152716593245228,0.18887262079062958
m,6,614.0,8.776859504132231,0.4520884520884521,0.0044804162451221275,0.2633328515681457,0.0,0.2800982800982801,0.17263843648208468,0.016286644951140065,0.004885993485342019,614.0,5.981848184818482,0.21335504885993486
m,7,773.0,11.594488188976378,0.37355561436005996,0.02266913645585252,0.28005645232424803,0.0,0.32371879685983945,0.17852522639068563,0.016817593790426907,0.0038809831824062097,773.0,8.932539682539682,0.22897800776196636
m,8,711.0,6.949712643678161,0.21341879176326198,0.01881903722896495,0.21028228555843448,0.0,0.5574798854493386,0.1490857946554149,0.02109704641350211,0.008438818565400843,710.0,7.001436781609195,0.20985915492957746
m,9,600.0,0.1939799331103679,0.4036317298502708,0.009875756610385472,0.25262822554953807,0.0,0.33386428798980566,0.07166666666666667,0.0033333333333333335,0.005,601.0,-1.9279731993299833,0.1480865224625624
m,10,637.0,-0.06466876971608833,0.4311959654178674,0.0,0.43047550432276654,0.0,0.138328530259366,0.0565149136577708,0.004709576138147566,0.0,635.0,-3.1426307448494453,0.10393700787401575
m,11,612.0,3.9819967266775778,0.3563329312424608,0.03570566948130278,0.13510253317249699,0.0,0.47285886610373945,0.09803921568627451,0.0016339869281045752,0.004901960784313725,613.0,-0.602291325695581,0.11419249592169657
m,12,562.0,25.812043795620436,0.4504794520547945,0.06705479452054794,0.1423972602739726,0.03527397260273973,0.3047945205479452,0.2491103202846975,0.028469750889679714,0.0017793594306049821,559.0,13.34870848708487,0.23076923076923078
d,1,1155.0,6.115183246073299,0.30099628503883824,0.044832826747720364,0.24088145896656535,0.0,0.41328942924687606,0.12294372294372294,0.007792207792207792,0.003463203463203463,1156.0,2.9773519163763065,0.16349480968858132
d,2,1172.0,8.71837088388215,0.3748679298443333,0.04416426005494119,0.27829823202084947,0.0,0.30266957807987604,0.14675767918088736,0.016211604095563138,0.0008532423208191126,1163.0,1.4660869565217391,0.15563198624247634
d,3,1125.0,5.69702434625789,0.2617801047120419,0.029852117204004776,0.25783043997428123,0.0,0.45053733810967206,0.1368888888888889,0.015111111111111112,0.0044444444444444444,1143.0,3.7386666666666666,0.1889763779527559
d,4,1200.0,7.061976549413735,0.38852876015426274,0.022565028308853697,0.239271354722245,0.0,0.3496348568146386,0.13166666666666665,0.005833333333333334,0.0016666666666666668,1193.0,3.7679932260795934,0.17183570829840739
d,5,1160.0,7.178416013925152,0.3535263812400071,0.004885414816130752,0.27349440397939245,0.04014922721620181,0.3279445727482679,0.1456896551724138,0.009482758620689655,0.0017241379310344827,1170.0,3.836221837088388,0.18376068376068377
d,6,874.0,8.674418604651162,0.700369645575125,0.027940856707979994,0.13992172211350293,0.0,0.13176777560339203,0.13729977116704806,0.016018306636155607,0.004576659038901602,776.0,-0.8381201044386423,0.12242268041237113
d,7,1101.0,9.482504604051565,0.31677493312953764,0.0934658005349637,0.2092472296522736,0.005273213603362629,0.37523882307986245,0.1407811080835604,0.01725703905540418,0.004541326067211626,1187.0,3.635897435897436,0.17775905644481887
h,0001-0559,715.0,7.419034090909091,0.6738525730180807,0.0933240611961057,0.17204450625869264,0.060778859527121004,0.0,0.0965034965034965,0.015384615384615385,0.0013986013986013986,5.0,2.2,0.2
h,0600-0659,922.0,4.365426695842451,0.6319433759039852,0.1050930912448069,0.2580396984151408,0.004923834436067087,0.0,0.10629067245119306,0.008676789587852495,0.0010845986984815619,0.0,0.0,0.0
h,0700-0759,430.0,12.898104265402843,0.6612133605998637,0.07211997273346966,0.14042263122017723,0.0,0.12624403544648943,0.11162790697674418,0.023255813953488372,0.004651162790697674,141.0,1.4820143884892085,0.14184397163120568
h,0800-0859,436.0,6.518604651162791,0.6562944885092536,0.03376042302216799,0.28879398006914786,0.0,0.021151108399430546,0.10550458715596331,0.013761467889908258,0.0022935779816513763,237.0,-6.642553191489362,0.08438818565400844
h,0900-0959,313.0,1.1318327974276527,0.27717391304347827,0.15838509316770186,0.3827639751552795,0.0,0.18167701863354038,0.10223642172523961,0.006389776357827476,0.003194888178913738,1118.0,-3.1107110711071106,0.09391771019677997
h,1000-1059,121.0,0.7916666666666666,0.39331210191082805,0.011146496815286623,0.1337579617834395,0.0,0.46178343949044587,0.10743801652892562,0.01652892561983471,0.0,499.0,-0.4819277108433735,0.12224448897795591
h,1100-1159,1048.0,6.48565965583174,0.21852126869629787,0.013259785721862734,0.25405749443089,0.003500583430571762,0.5106608677203777,0.12404580152671756,0.0019083969465648854,0.004770992366412214,126.0,-2.129032258064516,0.10317460317460317
h,1200-1259,98.0,11.391752577319588,0.3448773448773449,0.007215007215007215,0.22655122655122656,0.0,0.4213564213564214,0.22448979591836735,0.01020408163265306,0.0,826.0,1.2371638141809291,0.14285714285714285
h,1300-1359,519.0,1.265625,0.18487394957983194,0.042817126850740295,0.19367747098839536,0.0,0.5786314525810324,0.09826589595375723,0.01348747591522158,0.0019267822736030828,717.0,0.7050561797752809,0.10739191073919108
h,1400-1459,737.0,6.350828729281768,0.37442062572421786,0.030272305909617613,0.1993047508690614,0.0,0.39600231749710313,0.13704206241519673,0.018995929443690638,0.004070556309362279,138.0,1.2608695652173914,0.15942028985507245
h,1500-1559,121.0,10.233333333333333,0.12732919254658384,0.05341614906832298,0.36024844720496896,0.0,0.45900621118012425,0.17355371900826447,0.008264462809917356,0.0,710.0,2.985652797704448,0.14507042253521127
h,1600-1659,361.0,8.633053221288515,0.2957566462167689,0.0015337423312883436,0.19325153374233128,0.0,0.5094580777096115,0.1440443213296399,0.0110803324099723,0.002770083102493075,449.0,8.90950226244344,0.26057906458797325
h,1700-1759,1027.0,8.922549019607843,0.3369228385497366,0.0254880694143167,0.19840409048652,0.001471955376510691,0.437713046172916,0.14118792599805258,0.006815968841285297,0.0029211295034079843,378.0,6.905405405405405,0.2222222222222222
h,1800-1859,522.0,10.222879684418146,0.11904761904761904,0.011505273250239693,0.2665388302972196,0.0,0.6029082774049217,0.19348659003831417,0.034482758620689655,0.0038314176245210726,314.0,8.639871382636656,0.24522292993630573
h,1900-1959,300.0,16.21812080536913,0.08821525885558583,0.014475476839237058,0.36580381471389645,0.0,0.5315054495912807,0.33,0.006666666666666667,0.006666666666666667,707.0,9.466472303206997,0.2446958981612447
h,2000-2059,113.0,29.517857142857142,0.2032828282828283,0.00101010101010101,0.35555555555555557,0.0,0.4401515151515151,0.36283185840707965,0.008849557522123894,0.0,582.0,7.725694444444445,0.24742268041237114
h,2100-2159,4.0,12.75,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,694.0,3.03056768558952,0.207492795389049
h,2200-2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5.963235294117647,0.21014492753623187
h,2300-2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.22222222222222,0.4444444444444444
