Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,211,1558,1573,755,479,221,0,0
ABQ,899,5998,6367,2421,1656,543,0,1112
ABR,347,3681,4320,3242,64,479,28,11
ABY,259,1628,1818,1510,0,104,0,0
ACT,309,3766,3858,3269,0,169,0,221
ACV,36,589,538,519,0,0,0,0
AEX,100,670,777,342,239,130,0,0
AGS,257,3369,3349,2381,117,155,0,581
ALB,671,4153,4113,2786,154,559,0,269
AMA,115,210,289,150,0,1,0,0
ANC,3313,17631,20735,8042,142,3675,0,4906
APN,266,3457,3291,2001,744,283,13,0
ATL,1189,3958,3852,2156,8,581,126,0
ATW,683,6009,6970,3039,543,3016,0,0
AUS,1802,7483,7884,5136,243,1295,0,0
AVL,222,2610,2402,2149,0,42,0,165
AVP,163,2271,2250,1514,393,169,0,31
AZO,112,1370,1371,1252,0,49,0,0
BDL,709,2509,2712,1368,490,562,0,0
BFL,362,1836,1977,1239,137,355,0,6
BGM,115,1527,1836,1311,68,306,6,0
BGR,44,506,514,488,0,26,0,0
BHM,599,2153,2146,996,79,361,0,443
BIL,375,1737,2383,1623,0,484,0,0
BIS,245,3455,3762,2919,408,268,0,0
BJI,348,2654,3390,2053,49,534,21,235
BMI,79,427,512,292,61,105,0,0
BNA,1534,8866,10102,5830,1119,1919,15,0
BOI,370,1811,1898,1354,76,207,0,0
BOS,4927,21111,23195,11057,732,7262,103,751
BQN,1423,22493,20073,1488,148,2400,28,14615
BRD,80,984,1002,573,325,26,0,0
BRO,300,3369,3428,1520,367,1473,0,0
BTR,436,4485,4229,3651,23,369,0,0
BTV,675,6912,7529,5688,67,1081,0,0
BUF,1065,3136,3715,2394,31,602,16,94
BWI,823,4273,4466,3443,0,557,0,0
BZN,361,4205,4196,3495,199,291,0,0
CAE,276,1672,1666,1374,0,27,0,170
CAK,161,1022,1623,969,0,437,0,0
CHA,236,1530,1775,1409,0,208,0,0
CHO,560,10622,10746,8826,717,685,17,145
CHS,81,276,325,223,0,46,0,0
CID,353,1266,1389,861,95,216,0,0
CIU,279,6517,6498,3054,2923,272,0,0
CLE,622,5752,6105,4725,80,688,2,72
CLL,150,1624,1770,645,0,894,0,195
CLT,682,8189,8109,5509,127,370,20,1724
CMH,869,3620,4087,2313,287,1149,0,0
CMX,205,3596,3683,2705,384,322,53,18
COS,262,2220,2354,1005,399,639,0,95
CRP,123,641,647,406,120,93,0,27
CRW,35,865,962,730,57,173,0,0
CSG,56,45,125,31,0,44,0,0
CVG,279,1955,1917,1250,99,385,0,0
CWA,235,1443,1585,1062,0,366,0,0
DAB,95,1540,1662,1495,0,152,0,0
DAY,302,2165,2091,1550,0,420,0,0
DCA,990,2138,2495,1051,41,795,3,0
DEN,3519,25382,26139,11528,2958,4806,36,4157
DFW,2074,14451,15750,8351,1224,2508,0,1434
DHN,268,2009,2145,1840,0,154,0,0
DLH,155,536,583,393,25,77,0,0
DRO,17,44,62,,,,,
DSM,729,7685,8049,4898,671,1282,437,0
DTW,988,7741,8388,4765,23,1719,96,755
DVL,339,3825,3824,1690,1597,303,0,0
EAU,304,3338,3434,2322,730,209,0,0
ECP,98,723,912,683,0,206,0,0
EKO,100,100,113,0,59,35,0,0
ELM,23,35,44,0,0,33,0,0
ELP,503,1925,2376,1623,0,319,52,0
ESC,50,566,630,500,36,45,0,0
EUG,405,3887,4444,2687,260,746,7,277
EVV,96,1266,1432,1132,0,220,0,0
EWN,180,1814,2130,1678,0,211,0,78
EWR,1375,6848,6656,4101,263,1210,0,34
FAI,503,2440,2605,944,143,519,0,605
FAR,344,5185,5386,3928,693,391,0,160
FAT,501,8874,9062,7080,760,727,0,35
FAY,57,560,566,475,0,85,0,0
FCA,70,460,552,208,145,59,0,0
FLL,1167,3152,3481,2046,392,354,14,0
FNT,289,2310,2346,2015,17,117,0,0
FSD,225,2216,2521,1539,96,339,0,349
FSM,57,451,416,416,0,0,0,0
GCC,91,1435,1466,697,0,748,0,0
GEG,1099,4113,5556,2186,516,797,13,610
GFK,172,2794,2708,1863,644,53,0,102
GPT,94,656,640,577,0,48,0,0
GRB,597,3551,4157,2517,195,1062,0,0
GRK,444,3368,3509,1955,89,1304,0,0
GRR,608,2718,2693,1517,176,494,0,145
GSO,258,1423,1483,1264,0,98,0,0
GSP,323,1759,1718,1234,14,300,0,0
GTF,224,2786,3389,2106,464,646,0,0
HLN,314,2639,2816,2266,0,185,0,0
HNL,2067,904,1599,635,24,21,0,0
