Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,716,5871,6934,3837,285,2091,0,5
ABQ,2312,7977,9054,3967,1038,1844,32,472
ABY,9,461,434,433,0,0,0,0
ACV,330,2439,2430,1234,811,156,0,0
ACY,688,2695,4470,787,0,3047,16,0
AEX,470,5922,6426,5410,0,590,0,0
AGS,314,3449,3419,2805,0,181,0,221
ALB,1422,9052,8240,5218,113,1806,0,168
AMA,386,1874,2678,1479,54,789,0,46
ANC,1161,2849,4443,1282,894,1222,0,21
ATL,4583,22521,23246,10412,988,6315,22,1471
ATW,328,1793,2159,965,461,602,0,0
AUS,4766,22902,24628,14139,429,4470,205,1835
AVL,305,3023,3108,1296,655,461,0,471
AVP,548,4712,5473,3603,297,993,1,220
AZO,414,4073,5328,1729,824,2406,0,0
BDL,3131,15763,19479,10153,1111,5383,143,271
BFL,690,4668,5363,4306,0,561,14,0
BGM,219,3400,3759,2925,254,321,0,1
BGR,125,2049,1851,1429,0,101,0,260
BHM,1815,12493,13626,8147,210,3568,0,169
BIL,663,3394,4112,1936,447,1029,0,298
BIS,469,7012,7265,6265,3,399,0,238
BJI,8,70,56,47,0,0,0,0
BLI,193,1764,2267,790,774,393,0,0
BMI,455,4636,5683,4218,104,866,0,0
BNA,4684,32934,39223,20087,4493,8214,59,1108
BOI,1939,10944,13363,7459,282,2567,16,1582
BOS,11147,47424,59692,28100,1709,18331,169,2617
BPT,244,3465,4652,3300,0,990,0,0
BQK,285,2246,2516,2081,0,269,0,0
BQN,126,850,946,44,0,154,0,598
BRD,20,18,22,,,,,
BRO,156,732,802,640,0,77,0,0
BTM,355,2176,2360,1907,176,168,0,0
BTR,988,13519,14308,9963,114,3013,0,250
BTV,406,4200,4609,2639,180,1509,0,0
BUF,2611,12740,14489,8344,1135,2887,150,0
BUR,16,72,61,44,0,4,0,0
BWI,7004,31803,35436,15894,2326,10340,48,1284
BZN,607,3819,4652,2576,191,949,0,411
CAE,279,1708,2367,1234,0,888,0,0
CAK,964,7904,7784,4870,490,1684,0,1
CHA,534,4248,5650,3328,118,1041,0,255
CHO,288,2858,3306,2608,68,396,0,0
CHS,1573,12046,13128,7916,559,2959,0,594
CID,507,6506,6845,4468,931,707,0,166
CIU,68,1353,1379,392,38,124,0,773
CLE,4485,35052,35751,23132,819,6105,32,2122
CLL,18,12,66,12,0,29,0,0
CLT,2013,11085,12197,6433,741,2329,16,798
CMH,2236,9695,12084,5320,816,3629,6,627
CMX,160,1711,2255,488,126,1285,11,77
COD,298,1872,2003,1376,319,212,0,0
COS,1938,18861,20888,13842,519,3818,2,647
CPR,251,2818,3008,536,1956,428,1,0
CRP,479,1840,2538,954,223,932,0,0
CRW,506,4772,5309,2230,1058,1254,0,378
CSG,208,1050,1339,936,0,275,0,0
CVG,809,6781,8524,3212,78,2990,0,1486
DAB,105,491,575,464,0,50,0,0
DAL,4754,11295,13252,5103,509,3226,145,5
DAY,1167,8845,9400,6573,282,1850,0,20
DCA,7330,24220,31597,15691,764,8829,46,1147
DEN,8062,39023,41590,21279,2781,9345,0,2124
DFW,5670,38658,44893,19125,3342,13171,228,2868
DHN,55,1691,1634,1545,0,17,0,0
DLH,611,7613,8302,4857,1172,1329,0,590
DRO,297,2990,3903,2435,45,910,0,0
DSM,922,7380,7356,4107,683,1677,32,0
DTW,3904,24370,28814,13095,450,10079,266,1442
DVL,1,8,0,,,,,
EAU,62,598,637,579,0,24,0,0
ECP,635,4398,5079,1813,924,1760,0,130
EGE,1,0,0,,,,,
EKO,254,1633,2177,1358,170,387,21,5
ELM,365,4061,4257,3277,0,503,0,230
ELP,1880,10508,10456,7170,907,1081,64,2
ERI,381,4734,5225,2179,960,1497,0,256
ESC,12,0,0,,,,,
EUG,888,5860,7496,4005,971,1496,0,152
EVV,835,5916,8507,3974,243,3139,0,109
EWN,96,489,526,447,0,4,0,0
EWR,9897,59051,61516,34040,2713,13227,15,3512
FAI,732,2460,3516,1821,45,758,94,0
FAR,608,9943,10269,7218,774,1306,0,560
FAT,2171,19473,20734,15940,626,2273,33,7
FAY,288,1193,1305,740,0,137,0,97
FCA,672,4865,5390,2906,1250,856,28,19
FLG,23,275,393,249,0,124,0,0
FLL,4382,12477,16449,6615,988,4396,197,872
FNT,953,3734,5222,2745,0,1594,0,0
FSD,552,6152,6636,3626,1338,1106,0,109
FSM,255,3037,3049,2818,0,58,0,0
FWA,807,7215,8469,3736,456,2778,0,722
GCC,274,2395,2599,2134,26,351,0,0
GCK,17,367,467,367,0,100,0,0
GEG,1411,5194,7101,3385,622,1520,21,22
GFK,41,1182,1409,1060,54,265,0,0
GGG,40,795,963,731,0,128,0,0
GJT,469,1148,1115,475,283,125,0,128
GNV,312,1578,1517,789,0,422,0,153
GPT,979,7489,9049,5178,666,2321,0,0
GRB,404,2282,2609,1819,235,375,0,0
GRK,328,1656,1772,1284,0,142,0,0
GRR,1042,5842,6931,4113,519,1656,0,107
GSO,519,4222,4690,3474,2,650,0,331
GSP,1511,13404,14526,10203,204,2682,18,0
GTF,472,5559,5608,4631,184,153,11,444
GTR,363,3421,3829,3019,0,514,0,0
GUC,2,6,20,,,,,
GUM,240,2803,2380,1404,74,273,0,408
HDN,30,398,386,0,0,386,0,0
HLN,361,992,1088,769,144,67,0,0
HNL,1835,2028,2099,1510,0,103,0,0
HOB,306,3713,3490,1659,320,1351,0,0
HOU,2903,6790,7788,3581,774,1364,16,0
HPN,1112,12882,13516,7913,198,4299,0,0
HRL,281,725,946,428,0,233,0,63
HSV,862,7523,8117,5021,454,1775,0,4
IAD,2363,18797,19181,13180,828,2246,0,1471
IAH,1951,17007,18487,8887,629,4991,65,1940
ICT,857,4408,5004,3075,152,1295,0,0
IDA,92,637,777,153,407,169,0,0
ILM,442,4709,4844,4373,0,302,0,0
IMT,251,3196,2303,964,897,306,0,0
IND,3238,13983,15970,7307,1284,3590,21,1279
INL,247,4865,5385,3689,976,485,0,0
ISN,311,4349,4365,4052,43,168,0,0
ISP,806,3403,3762,2730,8,470,0,0
ITH,349,4720,5848,4185,242,957,0,0
ITO,320,404,693,127,7,0,0,273
JAN,486,2688,3157,796,343,1455,0,262
JAX,2375,13942,14526,8607,304,2908,15,784
JFK,4865,24561,30043,13320,1392,8394,112,2404
JLN,219,1406,1650,1300,0,196,0,0
JMS,339,5747,5689,1391,58,397,0,3594
JNU,146,1257,1430,214,718,171,0,157
KOA,406,465,781,373,15,0,10,77
LAN,433,4908,5769,4099,20,1339,0,0
LAR,364,2700,2750,1160,403,840,39,0
LAS,8870,30614,35777,18539,877,8040,25,2426
LAX,11232,47220,50136,24095,619,12091,136,3904
LBB,178,364,485,211,107,70,0,0
LCH,125,1858,1924,1467,0,80,0,323
LEX,740,7143,7692,5230,0,2014,0,0
LFT,381,5223,5744,3295,927,1005,0,0
LGA,6796,30221,38594,20368,1369,10182,177,723
LIH,434,148,363,34,0,0,0,60
LIT,1169,7561,8883,3548,720,3581,0,174
LNK,672,6012,6628,3906,1549,687,2,9
LRD,454,4180,4640,2521,224,1628,0,8
LSE,94,6,223,1,5,171,0,0
LWS,8,4,32,0,0,29,0,0
MAF,961,3859,4320,2945,69,830,32,0
MBS,49,729,697,662,0,0,0,0
MCI,3842,22740,25020,11864,2584,5652,177,1672
MCO,7486,31105,33821,18251,737,6185,60,2940
MDT,488,4612,5034,3230,795,710,0,0
MDW,4866,11482,14851,5811,1018,3949,0,685
MEM,1862,11258,13617,8227,135,3651,6,7
MFE,505,3161,3069,2001,204,185,0,442
MFR,655,2565,2798,1509,48,722,0,1
MGM,270,3804,3851,3286,0,237,0,0
MHT,1103,5746,6907,3640,293,1976,0,235
MIA,3000,21677,23473,12737,901,4130,0,3070
MKE,3584,24189,27453,14961,1024,5570,15,2884
MLB,243,672,795,527,0,48,0,0
MLI,690,12445,12974,10705,178,801,0,708
MLU,729,6536,8042,5110,0,2325,0,25
MOB,713,5725,6515,3178,173,2534,0,17
MOT,430,2700,2918,1955,0,745,5,0
MQT,240,6451,7354,4836,1453,726,0,31
MRY,698,3392,4058,2515,265,844,2,0
MSN,609,4025,5131,3025,14,1557,0,0
MSO,614,4916,5587,4395,21,518,0,0
MSP,6025,31967,40093,15459,2035,12887,48,4409
MSY,4004,22491,23770,13627,928,4768,0,1853
MTJ,86,935,930,487,0,440,0,0
MYR,272,1285,1372,1046,1,142,0,131
OAJ,181,1874,2046,1818,0,71,0,0
OAK,4511,10754,12238,5290,536,2209,85,658
OGG,511,263,515,113,0,26,0,78
OKC,2089,9144,10058,6082,554,809,327,561
OMA,2636,17990,19194,12283,1394,2500,0,1309
ONT,2875,10319,11384,5507,1008,1866,58,761
ORD,9868,75421,75137,34573,6128,15234,50,10929
ORF,1567,15900,16306,11809,659,2176,8,407
PAH,366,3821,4152,2803,515,537,0,11
PBI,2277,9154,9416,4589,809,1164,23,1422
PDX,6824,24780,31356,12267,1784,9166,0,1058
PHF,154,343,439,191,22,145,0,0
PHL,4513,29455,35477,18451,387,10460,9,1928
PHX,5795,20246,21311,10584,239,4349,108,2124
PIA,649,4492,5443,3152,608,908,0,0
PIB,271,3735,4237,3565,0,332,0,0
PIH,63,439,411,307,79,8,0,0
PIT,2601,13556,16168,10049,882,2979,2,355
PLN,362,6063,5618,1709,310,155,0,3290
PNS,507,3670,4138,2455,442,989,4,5
PSC,560,3588,4055,2836,97,473,0,2
PSE,126,1228,1331,95,0,185,0,906
PSP,1810,14266,14248,11509,187,1225,23,0
PVD,1967,8480,9763,4236,895,2978,0,312
PWM,617,5970,6524,4203,283,1229,0,236
RAP,456,2407,2902,1699,84,503,0,0
RDD,196,1715,1942,1179,0,641,0,0
RDM,849,9570,11781,6865,1701,2069,0,258
RDU,4211,26047,26435,17901,147,4100,31,1648
RIC,1963,13280,14100,9604,178,2917,22,36
RKS,355,2119,2389,547,689,945,0,0
RNO,2138,15373,16612,9249,2077,2228,0,1375
ROA,282,1965,2390,1241,34,867,0,0
ROC,1014,7518,8330,3923,1084,1529,0,1090
RST,181,1148,1126,670,376,38,0,0
RSW,2246,6990,7608,4132,494,1525,2,239
SAF,306,5322,6245,4752,0,754,0,351
SAN,8902,34300,39785,19090,1063,9445,35,1648
SAT,3990,18226,20448,12807,407,3695,10,221
SAV,1029,10087,11095,7672,305,1968,0,202
SBA,863,8293,9318,6677,698,1290,0,0
SBN,1371,10089,11757,6763,613,3119,18,127
SBP,684,4649,5062,3294,414,694,12,2
SCE,154,1849,2188,292,1257,479,0,0
SDF,789,3757,3984,2081,165,849,50,329
SEA,8867,29448,41684,16225,489,12596,0,2108
SFO,10465,43197,48820,24647,1398,9065,40,5593
SGF,442,2811,3168,2242,18,532,0,0
SGU,354,1436,1594,1022,220,147,0,0
SHV,493,3630,4478,3309,0,661,0,0
