Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,102,1707,1844,307,31,703,0,682
ABQ,1507,9243,8633,1812,226,1461,14,3504
ABR,3,80,98,0,0,12,0,80
ABY,163,1957,1930,1059,0,77,0,683
ACK,48,326,351,183,0,36,0,94
ACV,134,3309,3372,84,0,1533,0,1683
AEX,167,940,925,50,0,246,0,495
AGS,1,0,0,,,,,
ALB,571,5631,5130,1457,125,1519,0,1663
AMA,391,3180,3218,762,341,766,0,1115
ANC,962,1848,2792,682,191,428,0,476
ASE,434,8846,8496,1183,813,1645,0,4430
ATL,17185,135805,124661,58497,2906,22594,18,25108
ATW,245,1719,1852,183,0,263,0,1221
AUS,2545,21528,20896,5035,63,4387,0,9108
AVL,22,131,103,12,0,0,0,84
AVP,45,370,318,7,0,3,0,238
AZO,29,678,708,470,11,52,0,159
BDL,833,6484,5656,2181,103,962,0,1771
BFL,5,26,4,,,,,
BGM,25,532,532,219,0,2,0,297
BGR,19,308,533,42,0,454,0,0
BHM,1069,11108,10420,4158,224,1426,45,3767
BIL,20,155,207,0,119,54,0,33
BIS,209,1680,1739,521,0,147,0,896
BLI,34,50,116,22,0,49,0,0
BMI,282,2663,2586,475,0,340,0,1584
BNA,1817,17776,18136,4450,85,3718,0,8014
BOI,671,7615,7186,2213,173,1762,0,2585
BOS,7003,59626,59349,17570,3751,17235,0,14338
BPT,125,3096,3090,382,0,291,0,2317
BQK,120,1615,1614,298,0,151,0,1132
BQN,9,223,234,62,0,44,0,123
BRO,240,2890,2754,541,0,162,0,1862
BRW,229,1025,1137,24,16,76,75,817
BTR,345,4400,4568,1729,347,505,0,1604
BTV,324,2889,2960,679,0,963,0,1074
BUF,941,7316,6996,2048,54,1431,0,2710
BUR,1312,8228,9140,1369,189,3105,0,3048
BWI,4598,41444,38575,14354,872,8407,106,10962
BZN,265,2561,2521,369,41,1021,0,954
CAE,293,3797,3370,1125,0,586,0,1442
CAK,426,2349,1828,640,6,376,0,643
CDC,11,97,94,86,0,0,0,8
CHA,118,1459,1356,309,0,46,0,930
CHO,4,4,20,0,0,20,0,0
CHS,1162,10825,10729,3300,67,2626,17,3881
CID,521,7314,7676,1968,59,1479,0,3661
CLE,2217,20365,20072,5648,383,5773,0,6614
CLL,114,893,876,59,0,170,0,630
CLT,11291,74373,78717,24850,725,19565,130,22566
CMH,1542,12448,12732,3214,175,3153,13,4798
COD,32,29,49,8,0,27,0,0
COS,1038,16747,17230,3225,497,4407,0,7807
CPR,213,679,757,332,0,93,0,187
CRP,181,1016,960,60,0,205,0,582
CRW,373,5910,5580,1249,0,480,0,3552
CSG,243,2169,2152,444,0,136,0,1399
CVG,794,7896,7745,1960,0,1727,0,3365
CWA,4,17,18,4,0,1,0,13
DAB,495,6639,5838,1655,35,704,0,3118
DAL,3083,22163,22444,6098,1241,4412,137,6670
DAY,376,3961,4273,665,186,1824,0,1234
DCA,5829,38090,43557,9682,1905,11221,6,14973
DEN,22882,204912,194396,54912,10439,43416,271,62095
DFW,9258,116123,119904,42962,2113,20776,55,42709
DLH,631,9339,10236,1075,310,2449,0,5728
DSM,1048,10488,10327,2060,125,2395,33,4814
DTW,3185,28934,28725,8162,551,8179,6,8899
ECP,249,2550,2260,827,0,361,0,929
EGE,94,1177,1107,167,216,254,0,401
ELM,286,2134,2123,369,0,158,0,1427
ELP,483,3846,3136,362,123,686,0,1503
EUG,2,42,38,0,0,34,0,4
EVV,124,1121,1105,76,0,77,0,845
EWN,1,35,56,35,0,21,0,0
EWR,5349,55045,49514,17424,1165,9003,0,17601
EYW,8,17,0,,,,,
FAR,427,3663,4125,589,48,1559,0,1632
FAT,571,5407,5776,642,0,1132,0,3374
FAY,3,13,6,,,,,
FCA,13,250,408,0,196,197,0,0
FLG,127,672,862,165,54,195,0,324
FLL,4768,50070,46896,11713,1565,14806,151,14524
FSD,446,5030,5565,481,68,1821,0,2800
FWA,326,4880,4508,1672,0,340,0,2280
GEG,562,5721,5314,2142,131,617,0,1748
GFK,213,2978,3095,1813,0,162,0,940
GGG,63,483,497,46,0,37,0,354
GJT,159,782,840,296,20,120,0,330
GNV,37,186,125,0,0,0,0,91
GPT,14,0,0,,,,,
GRB,235,1758,1691,142,0,269,0,1151
GRR,676,9045,9496,4692,5,1648,0,2441
GSO,82,422,429,6,0,124,0,242
GSP,609,6549,6209,1720,0,2112,0,1893
GTF,128,180,149,0,0,9,0,9
HDN,13,373,270,64,0,0,0,192
HNL,2687,8858,9244,3141,115,741,16,2298
HOU,2503,28129,27414,10776,1304,5793,13,6606
HPN,364,4499,4750,1550,0,1375,0,1460
HRL,268,1660,1553,189,0,114,0,1054
HSV,171,920,862,194,0,259,0,279
IAD,837,6136,4841,1669,1,824,0,1976
IAG,45,583,413,232,0,134,0,5
IAH,7011,65047,57044,16857,2824,12685,0,19610
ICT,1135,11706,10190,2307,1193,2287,0,3552
IDA,68,14,29,,,,,
ILM,242,2331,2181,1185,17,47,0,783
IND,1627,12669,13179,3443,609,2701,0,4887
ISP,331,2090,2233,463,261,600,0,624
ITH,97,1643,1556,219,0,94,0,1156
ITO,205,702,957,340,20,73,0,211
JAC,70,2255,2105,1246,0,203,0,625
JAN,556,6663,6014,1288,741,1020,0,2575
JAX,1427,16515,14906,5197,0,2693,0,6013
JFK,6881,77449,81931,32716,5851,23334,586,13818
KOA,818,2736,3151,590,49,203,255,1089
LAN,5,15,20,15,0,5,0,0
LAS,10983,114565,118505,29333,1018,37287,39,37398
LAW,2,9,8,,,,,
LAX,12720,196626,191845,50868,1636,54096,405,66061
LBB,140,1143,1235,13,0,262,0,765
LBE,150,2037,2017,64,0,1315,0,586
LCH,83,344,387,0,0,205,0,147
LEX,448,4401,4619,1942,0,873,0,1500
LFT,492,5044,5048,1076,12,466,0,3169
LGA,6648,75140,70486,20352,941,15784,20,28217
LGB,833,7084,7590,2185,78,2199,21,2312
LIH,607,1689,2371,563,82,96,0,590
LIT,596,5056,5150,456,354,1339,0,2538
LNK,437,5312,5555,961,93,1424,0,2634
LRD,231,1768,1620,270,0,69,0,1153
LSE,129,1407,1292,448,0,113,0,639
LWS,59,356,350,6,0,5,0,287
MAF,312,1409,1516,270,91,104,65,739
MCI,2138,15031,15325,2905,178,4397,0,5989
MCO,9836,92242,92989,29417,3724,19756,41,30493
MDT,60,585,507,2,0,53,0,416
MDW,3863,30712,28827,8092,1843,5155,0,9352
MEM,1167,11012,10476,1682,535,2732,0,4440
MFE,237,3807,3887,470,28,992,0,2281
MFR,42,1434,1587,602,0,824,0,131
MGM,119,2022,1765,660,0,168,0,877
MHK,1,0,0,,,,,
MHT,302,2870,3039,1031,0,1147,0,603
MIA,3640,35572,36034,12420,1027,7221,58,11869
MKE,2005,17810,17526,3181,892,5431,0,6223
MKG,334,4213,4334,426,42,704,0,2877
MLB,339,2514,2146,821,0,259,0,863
MLI,375,4124,4047,926,0,401,0,2429
MLU,179,2684,2693,1087,0,164,0,1321
MOB,327,4774,5025,942,0,859,0,2871
MOT,113,1109,1167,147,0,115,0,823
MRY,329,6230,7148,759,65,1610,0,4350
MSN,460,6055,5945,1285,0,1489,0,2871
MSO,46,604,759,0,0,319,0,397
MSP,12858,107862,116343,40321,5155,26581,0,32300
MSY,2575,19302,18409,4344,618,3911,0,7503
MTJ,26,139,126,19,0,33,0,24
MYR,955,8381,7770,1937,0,1900,0,3228
OAJ,126,1136,1313,518,0,126,0,425
OAK,2911,26560,25335,7594,0,3985,45,8597
OGG,1905,10484,10153,4620,41,573,0,2949
OKC,886,5395,5096,724,198,463,0,2971
OMA,1347,14275,14087,2731,87,4736,0,5359
OME,7,11,7,,,,,
ONT,859,5854,5871,1178,552,915,30,2019
ORD,8062,104861,101655,31708,2756,24126,48,36330
ORF,937,11143,10488,2631,160,2111,0,4830
ORH,51,115,151,25,0,105,0,0
PAH,1,0,0,,,,,
PBI,2301,24381,23294,6533,226,5390,77,8506
PDX,4199,32655,32218,7313,649,6411,7,12786
PHF,49,879,794,198,0,51,0,535
PHL,5111,43556,45233,12966,1031,12208,0,14536
PHX,9639,87868,90636,24926,861,27058,389,24618
PIA,123,996,758,227,0,37,0,417
PIT,1463,10976,10601,3444,249,1371,0,4434
PLN,2,56,38,0,0,0,0,38
PNS,585,6339,5800,1408,74,931,28,3069
PSC,3,0,0,,,,,
PSP,1010,12897,13690,3428,22,4547,5,4639
PVD,711,2728,2982,588,19,928,0,889
PWM,153,1069,1069,197,62,428,0,247
RAP,431,2070,1790,283,65,124,0,1001
RDM,49,1040,865,153,0,6,0,582
RDU,1925,15590,16993,3965,423,4044,0,6300
RIC,490,6415,5775,2682,0,721,0,2060
RNO,411,5578,5219,1278,252,917,0,2265
ROA,141,701,653,131,0,47,0,366
ROC,496,3373,3083,701,20,744,0,1228
ROW,18,190,164,11,0,0,0,106
RSW,2170,21885,20453,4355,269,5507,0,8632
SAF,28,412,584,125,0,170,0,188
SAN,5579,58904,57548,11706,1917,16260,149,20466
SAT,1312,13293,13238,2175,109,2612,0,6894
SAV,583,6189,6015,1918,115,1759,0,1743
SBA,248,3017,3341,39,0,944,0,2022
SBN,307,2378,3105,365,16,926,0,1337
SDF,492,3397,3534,445,123,856,0,1655
SEA,12144,116914,124866,31614,3159,34599,29,35823
SFO,11015,193393,191202,55182,1574,38389,23,81294
SGF,358,4758,4758,1170,14,1343,0,1834
SGU,348,1111,1313,601,0,111,0,384
SHV,344,2775,2802,344,0,526,0,1700
SIT,210,1137,1312,74,126,98,0,781
SJC,1888,15932,16116,3873,111,2890,56,6668
SJU,1118,10499,9843,3690,77,1133,19,3865
SLC,15265,115084,125500,41727,8744,31812,19,26784
SMF,2667,27507,27985,6452,19,5623,2,12078
SNA,2741,28245,28223,4985,611,8132,7,10817
SRQ,445,3259,2790,500,35,538,16,1315
STL,2522,24093,24273,6693,462,4918,0,9363
STT,2,0,0,,,,,
STX,45,106,131,83,0,23,0,0
SYR,656,8050,7882,1100,110,1996,0,4092
TLH,18,141,105,1,0,0,0,90
TPA,4577,36998,35981,6825,631,7709,11,16911
TRI,194,1834,1542,287,0,43,0,1076
TTN,13,613,549,84,0,264,0,193
TUL,890,6111,6367,994,110,1688,64,2889
TUS,1434,15496,15878,3281,379,2881,0,7901
TVC,269,3101,3318,950,88,1002,0,1031
TWF,123,435,522,235,0,24,0,110
TYS,1048,10910,11427,3598,11,1873,0,5021
VLD,309,4692,4889,1933,0,240,0,2176
VPS,391,3386,3052,720,77,1129,0,948
WRG,364,3554,3425,658,172,296,0,2097
XNA,743,8062,8274,1417,0,1512,0,4750
YAK,363,1743,1710,137,58,175,0,1101
YUM,363,2069,2504,908,0,439,0,782
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
