Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABQ,755,16510,17033,1971,315,2684,0,11017
ACV,106,1175,1052,199,0,5,0,766
ACY,61,1219,1346,291,0,807,0,137
AGS,1,7,4,,,,,
ALB,35,376,361,66,0,18,0,244
ANC,464,10691,10614,4488,0,870,17,4665
ASE,98,1262,1374,48,93,645,0,539
ATL,15532,249908,224124,76981,14829,34309,192,82940
AUS,1556,22843,22548,3411,736,4284,6,12449
AVL,54,1465,1327,319,0,72,0,899
BDL,127,2056,1742,238,90,136,0,1225
BHM,71,2416,2390,106,0,140,0,2072
BIS,70,1217,1183,542,39,129,0,454
BNA,2662,47399,43348,7990,402,2376,0,28988
BOI,190,3981,3714,471,96,592,0,2280
BOS,4604,109579,101948,23273,1282,20883,285,51651
BRW,210,1082,1030,114,30,37,9,656
BTR,1,858,826,250,0,0,0,576
BTV,3,18,7,,,,,
BUF,620,15179,14400,1980,381,3990,0,7674
BUR,1930,30531,30193,1946,880,5885,0,19275
BWI,6204,93562,82248,20517,3575,10880,868,39991
BZN,92,1990,2358,51,1,889,0,1382
CAE,30,378,377,20,0,85,0,264
CAK,7,38,42,1,0,0,0,36
CDC,16,121,116,0,0,0,0,103
CHA,75,2006,1961,926,0,212,0,790
CHS,263,8136,7619,1217,0,1485,0,4642
CID,40,956,1063,247,0,207,0,570
CLE,359,5165,5159,1264,7,1867,0,1668
CLL,1,4,0,,,,,
CLT,9744,178732,187193,54742,16736,34920,539,67803
CMH,633,10402,10626,733,498,2617,0,6178
COS,7,46,29,0,9,0,0,16
CPR,10,115,107,0,0,0,0,107
CVG,1769,33688,33659,11868,1402,5068,0,13849
DAL,3403,63922,62250,14706,1737,6665,0,33331
DAY,137,1291,1372,0,46,357,0,834
DCA,3731,67599,65835,10650,2247,10771,0,38515
DEN,10421,180338,167575,33568,6854,29976,9,87078
DFW,18510,340837,331210,103228,18538,36283,107,152196
DLH,1,,,,,,,
DRO,1,3,4,,,,,
DSM,113,3652,4073,805,4,1408,0,1743
DTW,17178,248912,248554,103923,9263,53439,133,67696
ECP,18,271,241,52,0,20,0,141
ELP,260,3654,3522,85,0,189,0,2939
EUG,86,2013,2105,96,0,517,0,1425
EWR,6915,198598,173433,48195,7233,21814,0,90191
FAI,68,1967,1800,963,0,140,0,649
FAR,13,227,432,9,0,186,0,210
FAT,15,228,235,0,0,31,0,153
FLL,6879,154656,145992,38675,3874,44161,1432,49413
FNT,59,1241,1039,21,0,31,0,927
FSD,6,26,13,,,,,
FWA,1,0,0,,,,,
GEG,189,1907,1849,203,66,290,0,1165
GRR,417,9691,9724,1828,17,2767,0,4757
GSO,24,145,119,0,0,0,0,119
GSP,1,0,0,,,,,
HDN,1,105,88,0,0,0,0,88
HNL,2475,19662,18068,8289,354,1110,0,6404
HOU,3596,59702,54601,14822,1081,4009,0,29711
HPN,188,3204,3238,888,11,433,0,1709
HRL,196,2616,2633,21,0,317,0,2088
HSV,4,25,5,,,,,
IAD,750,12827,12838,1190,429,4645,232,5799
IAH,3094,42861,36940,8832,2348,6757,0,16436
ICT,65,826,900,500,0,142,0,199
ILM,2,21,20,0,0,0,0,20
IND,752,14566,14207,2247,429,2473,0,8319
ISP,58,1877,1728,268,274,37,0,1107
ITO,578,2567,3060,979,63,1,0,1259
JAX,569,11088,10499,1202,516,1328,0,6848
JFK,5352,147138,142092,43183,9317,27146,498,55511
JNU,493,2916,3056,1041,126,258,0,1243
KOA,696,7738,6855,3242,51,139,0,2588
KTN,335,1979,1901,658,21,53,0,966
LAN,3,8,21,3,0,13,0,5
LAS,5587,109042,109627,19861,1694,24729,89,55580
LAX,6182,130002,124953,28743,1265,16202,664,71208
LBB,79,692,624,16,0,20,0,501
LEX,20,1028,838,64,0,0,0,748
LGA,4456,121635,104780,21787,1633,10504,35,67603
LGB,539,13403,13249,2010,8,2680,0,7979
LIH,683,3233,2805,635,18,122,0,1720
LNK,3,0,0,,,,,
MAF,130,2046,2110,77,14,138,0,1712
MCI,1448,22874,21773,3237,577,3317,0,13551
MCO,5005,103475,95785,21782,3631,12952,45,52105
MDW,4531,77782,62044,16012,3662,6070,82,30584
MEI,217,4636,4831,1976,0,273,0,2450
MEM,62,688,645,96,0,120,0,408
MFE,1,0,0,,,,,
MFR,251,5214,5323,112,0,2365,0,2683
MIA,9110,173401,179932,64090,13434,36036,103,52904
MKE,632,12459,11811,1790,894,1592,0,7017
MLB,45,1814,1701,945,0,20,0,702
MOB,39,491,424,104,0,18,0,295
MSN,20,915,1366,34,0,567,0,740
MSO,115,1886,2224,245,0,761,0,1131
MSP,9342,120190,132993,41351,13969,32308,42,35915
MSY,904,13267,12450,1700,310,1235,0,8384
MTJ,25,190,157,0,0,2,0,124
MYR,67,1087,1100,3,0,908,0,130
OAK,1967,33807,32542,6890,383,2856,0,19403
OGG,1064,8105,7265,3363,66,479,0,2422
OKC,520,8721,8470,891,31,925,0,6078
OMA,281,3494,3538,284,58,652,0,2287
