Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
BWI,7181,56618,48742,18009,730,7692,90,14596
BZN,269,2263,2327,748,0,497,0,714
CAE,427,5807,5628,2445,0,908,0,1925
CAK,493,7117,6641,3195,0,988,0,2107
CDC,51,391,521,86,0,188,0,180
CDV,60,322,327,43,0,8,0,276
CHA,343,4983,4967,2450,26,372,0,1688
CHO,170,3084,2913,1864,0,165,0,781
CHS,1015,9057,8528,2703,217,1338,12,3622
CID,242,3430,3482,1208,5,996,0,1105
CIU,58,755,830,279,0,83,0,420
CLE,2680,27238,25871,8368,1372,6077,23,8035
CLL,54,232,302,0,0,288,0,0
CLT,9213,81740,82354,36259,621,15028,164,19231
CMH,1774,14930,15168,4647,392,3372,13,4986
CMX,62,2082,2334,792,0,737,0,730
COD,33,1921,2024,1334,0,111,0,550
COS,628,7659,8425,3391,289,1535,0,2542
CPR,139,732,1004,29,7,365,0,463
CRP,248,882,887,101,0,151,0,479
CRW,196,2573,2731,623,218,622,0,1060
CSG,81,1191,1285,144,0,149,0,942
CVG,1253,12284,13517,4037,198,3316,0,4803
CWA,57,788,875,384,0,224,0,178
DAB,147,2325,2166,347,1269,129,0,348
DAL,5795,48845,40534,14503,1456,4625,125,13261
DAY,572,8116,8335,3007,27,1291,0,3451
DCA,6447,53822,55644,16194,1130,11756,42,21235
DEN,17519,153568,150078,47770,4600,34332,40,46002
DFW,16565,147209,143146,57755,2940,22732,182,42182
DHN,116,2365,2235,623,0,106,0,1394
DLH,173,3120,3321,1491,0,401,0,1164
DRO,105,1476,1894,599,59,436,0,680
DSM,656,6693,6667,1584,520,1354,6,2348
DTW,9489,118262,120571,40419,9255,27230,198,35663
DVL,48,560,619,215,0,72,0,300
EAU,62,1106,1164,709,0,125,0,285
ECP,323,1905,2156,451,18,648,0,749
EGE,309,5224,5644,2673,269,770,0,1678
EKO,53,783,1044,379,0,225,0,395
ELM,179,1901,1885,555,0,590,0,611
ELP,879,6807,6736,2304,49,900,64,2372
ERI,58,478,665,191,13,147,0,237
ESC,52,727,744,184,36,59,0,447
EUG,291,6195,7069,1226,0,3005,0,2531
EVV,220,3534,3915,1197,243,803,0,1275
EWN,55,249,350,34,0,86,0,129
EWR,8526,106740,87543,31223,4144,15136,12,30496
EYW,184,3136,2923,1179,198,62,0,1429
FAI,174,471,662,253,0,132,0,81
FAR,374,8764,9170,3264,2049,1586,0,1924
FAT,598,9913,9729,4399,0,2418,0,2387
FAY,154,1696,1621,780,0,172,0,547
FCA,138,1555,1961,969,15,361,28,356
FLG,157,1088,1271,540,53,129,0,376
FLL,7678,119587,109331,36675,2110,21105,482,41053
FNT,296,2174,2227,607,159,547,0,645
FSD,343,4230,5811,822,206,1627,0,2729
FSM,148,1205,1177,659,0,51,0,382
FWA,308,4169,4569,1866,10,842,0,1628
GCC,88,322,306,70,26,17,0,124
GEG,857,8855,9711,2605,1249,1379,0,3533
GFK,94,918,1073,276,0,96,0,512
GJT,188,1743,1793,653,359,207,0,391
GNV,194,2310,2182,733,49,199,0,1042
GPT,264,2791,3104,1068,0,664,0,1053
GRB,241,2887,3214,1229,117,446,0,1194
GRK,214,1144,1114,376,0,407,0,231
GRR,753,7481,8207,3474,64,1667,0,2216
GSO,427,4294,4527,1761,599,783,0,1138
GSP,536,4548,4590,1768,74,620,0,1790
GTF,151,1887,2116,922,0,389,11,684
GTR,83,1485,1607,982,0,126,0,400
GUC,48,379,528,11,0,175,0,297
GUM,31,230,205,174,0,0,0,0
HDN,185,1911,1987,585,251,420,8,557
HIB,83,3155,3563,1019,362,373,0,1706
HLN,118,446,669,64,0,265,0,239
HNL,3870,18878,13659,4684,406,589,0,5174
HOB,49,407,426,67,220,118,0,0
HOU,4540,34252,28878,9476,948,2956,115,10603
HPN,548,6905,8382,2479,20,2199,0,2891
HRL,244,940,905,122,0,133,0,517
HSV,314,3420,3395,1409,286,1080,0,403
HYS,52,571,616,49,28,182,0,290
IAD,2537,22213,16950,5971,243,3771,0,5524
IAG,31,328,276,6,0,108,0,159
IAH,11660,102992,96712,29008,3571,24794,11,28344
ICT,688,6318,6983,2745,33,1647,0,1763
IDA,208,1371,1990,525,0,694,0,596
ILM,196,2568,2644,1065,0,256,0,1070
IMT,57,1018,809,75,44,12,0,664
IND,2209,17380,18151,4198,1701,4753,0,5721
INL,54,1268,1522,1110,0,169,0,118
ISN,169,1790,1673,340,810,75,0,343
ISP,381,2201,2375,742,107,579,0,529
ITH,59,581,564,73,0,68,0,359
ITO,492,1222,1463,319,48,0,0,516
JAC,403,7784,8023,1629,425,1573,0,3974
JAN,429,3484,3606,1155,318,646,0,1220
JAX,1500,13460,12923,3981,48,2019,0,5516
JFK,8027,108934,105962,38552,8814,25631,646,24456
JLN,62,759,877,427,0,103,0,279
JMS,74,1341,1125,431,0,110,0,499
JNU,345,3326,3316,760,1054,135,0,1161
KOA,990,8896,6933,2427,34,233,44,2945
KTN,186,1236,1170,153,21,48,0,798
LAN,249,3703,4204,1864,21,732,0,1357
LAR,52,564,606,465,0,38,0,41
LAS,12246,147504,147862,37654,1551,28589,114,65247
LAW,87,293,337,27,0,44,0,240
LAX,16427,202755,210619,63751,4075,46307,318,75085
LBB,399,1877,2080,298,0,541,0,854
LBE,93,1303,1707,375,153,512,0,504
LCH,75,253,277,0,0,17,0,213
LEX,365,5829,5647,2638,34,604,0,2050
LFT,269,3040,3113,1038,24,498,0,1388
LGA,8028,98941,95344,30868,1925,19766,14,36392
LGB,755,14454,14877,3211,192,3752,0,6858
LIH,1005,5226,3669,1020,313,61,0,1383
LIT,614,4565,4892,1263,72,1195,0,1803
LNK,231,2596,2993,934,123,576,0,1150
LRD,162,2453,2353,962,224,821,0,240
LSE,49,617,662,4,0,57,0,549
LWS,55,1158,1224,1131,0,34,0,12
MAF,471,2560,2625,661,437,135,0,1029
MBS,189,3560,3726,1048,0,412,0,2103
MCI,3320,24377,23560,5778,1166,4420,11,9151
MCO,10739,129467,115391,39988,3850,17521,327,42663
MDT,189,2111,2168,1093,14,372,0,536
MDW,6679,57865,42034,14047,1632,4870,0,14558
MEI,83,984,1032,123,0,91,0,776
MEM,1151,7198,7755,2069,356,2156,0,2169
MFE,194,880,979,470,0,179,0,266
MFR,235,4274,4402,1478,0,1272,0,1522
MGM,191,3669,3503,2169,0,167,0,1011
MHT,443,4254,3613,1075,484,282,0,1464
MIA,6083,101662,92787,32758,6959,14873,15,31118
MKE,2703,29272,28547,8716,744,5360,15,11411
MKG,62,1050,1441,4,26,402,0,956
MLB,117,450,438,13,0,168,0,175
MLI,216,3047,3119,1767,17,253,0,934
MLU,247,2344,2504,392,93,187,0,1607
MMH,32,328,367,4,0,254,0,81
MOB,353,3224,3983,1381,173,1369,0,680
MOT,151,2552,2681,517,0,207,0,1792
MQT,54,2592,2733,1748,0,183,0,729
MRY,210,1341,1680,532,0,492,0,504
MSN,576,4914,5147,1369,48,1254,0,2003
MSO,181,2201,2425,1551,0,344,0,353
MSP,9581,94746,105487,39428,3189,27526,46,23931
MSY,3507,29949,27448,7052,667,4449,0,12702
MTJ,153,2177,2403,1171,0,333,4,796
MYR,228,3092,3349,380,25,1073,3,1681
OAJ,90,1165,1245,557,0,92,0,497
OAK,3654,38390,38108,10342,920,6479,12,15317
OGG,1909,16137,11827,5446,230,254,0,3960
OKC,1322,7729,7726,2141,328,1551,0,2618
OMA,1409,14746,15667,6853,472,2609,0,4492
OME,61,281,376,78,18,40,0,172
ONT,1598,18690,18859,3120,60,4816,0,8946
ORD,18610,263338,238885,80409,23313,44420,268,71692
ORF,846,9718,9341,2971,1490,1398,0,2874
ORH,60,1161,1216,172,0,205,0,789
OTH,17,449,471,0,0,163,0,276
OTZ,61,212,255,40,73,16,0,82
PAH,62,1218,1260,629,0,43,0,518
PBG,31,327,424,65,0,296,0,33
PBI,2436,39208,32125,8643,1289,3956,13,15826
PDX,4136,34082,41265,9760,3052,13226,0,10590
PHF,88,490,452,117,22,39,0,189
PHL,5664,52932,50298,21136,362,12158,57,11676
PHX,13024,109691,117674,38853,1451,26040,824,32258
PIA,249,3633,4102,1534,22,770,0,1522
PIB,52,794,964,569,0,160,0,197
PIH,56,351,665,60,18,235,0,255
PIT,1887,13486,13030,4183,938,2235,0,4067
PLN,54,1132,1177,260,36,70,0,751
PNS,443,4484,4169,1341,0,606,0,1954
PPG,10,11,52,15,0,0,6,0
PSC,298,4775,5452,1793,2,785,0,2511
PSE,73,723,723,16,0,62,0,569
PSG,62,196,222,13,0,11,0,171
PSP,978,16796,17096,4648,37,5699,0,5716
PVD,996,9467,9739,3097,926,1986,0,2769
PWM,377,3469,3682,1453,192,806,0,923
RAP,218,2919,2871,714,46,460,0,1448
RDD,61,923,972,141,0,291,0,460
RDM,183,2454,2728,222,226,681,0,1461
RDU,2569,22078,22160,6714,697,4446,5,8021
RHI,88,652,987,31,120,210,0,450
RIC,1155,11875,12377,5370,255,2136,1,3648
RKS,57,858,994,0,642,126,0,181
RNO,1001,11397,12747,3149,404,4071,0,3983
ROA,183,1526,1837,485,0,394,0,758
ROC,585,4309,4122,1804,119,733,0,1058
ROW,4,63,48,6,0,0,0,27
RST,77,1326,1394,399,0,85,0,804
RSW,3294,43653,35974,12402,687,3291,73,17039
SAF,58,839,855,512,0,71,0,188
SAN,6016,63936,64463,14809,1215,17304,197,24045
SAT,2342,13629,12227,2714,592,1436,0,5725
SAV,531,4141,4099,925,1,1501,0,1315
SBA,500,8101,8681,977,0,3974,0,3357
SBN,396,5334,6043,2502,292,1338,0,1489
SBP,221,2535,2710,125,0,968,0,1432
SCC,80,149,193,38,0,54,0,68
SCE,58,449,547,258,63,146,0,38
SDF,746,9376,9731,4264,259,2138,0,2461
SEA,9749,87549,99408,31599,4658,28521,254,21555
SFO,13207,211212,211360,56847,2593,26838,45,110350
SGF,231,2647,3086,223,80,672,0,1907
SGU,153,787,1161,41,0,321,0,467
SHV,481,4821,5015,1823,0,1389,0,1374
SIT,92,947,970,519,167,114,0,155
SJC,3214,29681,29241,9887,331,3781,49,11782
SJU,2408,37169,32702,11756,735,3245,85,14241
SLC,8684,75331,92958,27881,3449,26962,29,22691
SMF,3152,33466,33676,9969,552,5187,24,14639
SMX,61,1206,1333,140,0,471,0,678
SNA,3465,26290,25399,5153,717,7459,0,8084
SPI,142,1495,1552,664,8,237,0,561
SRQ,327,4146,3703,1212,0,713,0,1506
STL,4321,40336,35847,11797,1232,5894,2,12905
STT,448,9045,8602,3227,1193,933,5,2747
STX,98,1667,1659,699,0,152,50,680
SUN,115,1521,1583,426,0,301,20,725
SWF,67,1633,1686,711,20,291,0,579
SYR,458,5829,7056,1959,944,1922,0,1642
TLH,208,3262,3163,1441,70,153,0,1288
TPA,6006,57733,50738,14019,2149,7162,0,22333
TRI,162,1525,1735,594,216,348,0,426
TTN,168,1532,1689,426,0,525,0,600
TUL,1199,7747,7898,1625,1,1925,8,3424
TUS,1419,12490,13242,2879,916,3667,0,4573
TVC,95,1274,1566,203,64,346,0,820
TWF,122,1468,1746,568,44,444,0,520
TXK,83,664,575,108,0,7,0,419
TYR,170,847,857,52,0,224,0,461
TYS,525,5060,5411,1307,294,1261,0,2024
UST,3,0,0,,,,,
VLD,84,1851,1797,1151,0,27,0,549
VPS,360,2819,2998,977,207,776,0,811
WRG,62,199,263,0,0,48,0,176
XNA,367,3258,3542,609,40,649,0,1826
YAK,60,323,342,4,0,20,0,307
YUM,177,1535,1686,539,0,242,0,730
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
