Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,237,1768,1955,856,101,146,0,561
ABI,3,331,334,0,0,3,0,331
ABQ,2243,21511,21261,6991,195,2866,17,8929
ABR,106,801,990,336,0,164,15,386
ABY,104,1615,1623,1173,0,68,0,346
ACK,90,994,972,374,0,365,0,204
ACT,159,1889,2006,1058,0,142,0,628
ACV,204,2667,2704,434,0,670,0,1449
ACY,536,6680,6869,773,67,4140,135,1268
ADQ,54,311,404,81,0,53,118,85
AEX,319,3320,3439,1516,0,251,0,1405
AGS,301,3496,3472,2022,0,389,0,838
AKN,9,79,98,33,0,19,18,0
ALB,1270,12225,11468,3295,1157,3082,0,3110
AMA,327,1484,1612,469,45,361,0,453
ANC,2454,14990,16176,7154,291,2670,2,3614
APN,61,630,694,196,46,133,0,279
ASE,739,13916,13631,4172,350,1869,0,6287
ATL,45282,392196,355411,151963,22984,62204,185,80554
ATW,349,3385,3780,1918,0,898,0,726
AUS,5667,57264,54198,17767,1685,8744,50,20884
AVL,478,5426,5051,1643,5,629,0,2363
AVP,181,966,1205,507,0,335,0,217
AZO,241,3339,3716,1388,196,1015,0,974
BDL,2605,26221,25669,7623,1556,6175,40,8332
BET,104,432,554,37,4,46,0,284
BFL,303,2375,2331,1068,0,454,0,579
BGM,84,1011,1195,724,0,184,0,186
BGR,77,1062,1020,858,0,124,0,0
BHM,1291,14492,14502,6062,722,2302,45,4451
BIL,423,1166,1465,274,0,314,0,563
BIS,253,1942,2109,1426,42,150,0,264
BJI,106,712,826,460,0,94,5,127
BLI,75,890,755,237,0,92,0,364
BMI,144,1394,1441,769,0,127,0,378
BNA,5917,62567,59788,17215,2853,8407,8,25506
BOI,1848,16247,18379,6534,296,4755,0,5033
BOS,13697,155638,147246,45555,10792,39988,906,40096
BPT,76,1088,1334,725,0,299,0,242
BQK,111,1113,1291,635,0,235,0,380
BQN,269,5259,4910,530,43,512,28,3554
BRD,60,557,527,354,0,0,0,133
BRO,216,2835,2921,1844,0,206,0,764
BRW,159,895,904,64,2,41,9,671
BTM,54,368,391,271,81,19,0,0
BTR,742,7582,7747,4969,18,993,0,1102
BTV,541,7062,6529,2193,128,1513,0,2272
BUF,2373,24523,23659,7037,1389,4170,6,9396
BUR,2416,18640,18367,3566,576,2813,0,9040
BWI,12136,155404,142301,44329,16248,27850,972,41335
BZN,630,6626,6529,1754,643,1584,0,1990
CAE,394,2692,2811,1132,41,733,0,586
CAK,650,6838,7520,2228,597,2468,0,1670
CDC,53,187,244,89,0,53,0,50
CDV,106,1025,1176,360,20,110,23,518
CHA,423,5454,6135,3428,14,864,0,1458
CHO,300,6006,5765,3465,135,512,0,1356
CHS,1873,19511,18869,4926,744,3730,44,7888
CID,468,3965,4537,2105,39,666,0,1282
CIU,65,821,815,590,0,64,0,103
CLE,3805,45014,43867,13965,1753,10649,0,14657
CLL,117,689,700,184,0,84,0,360
CLT,13629,151950,150653,48735,8013,31035,869,47946
CMH,2637,27922,28144,7604,2033,5384,6,10799
CMX,107,1364,1507,610,0,257,53,501
COD,162,1580,1656,921,99,98,0,411
COS,1056,18168,18934,9643,1446,2698,0,4084
CPR,195,684,732,144,7,189,0,328
CRP,345,1777,1783,266,10,577,0,792
CRW,244,2668,2797,290,399,385,0,1498
CSG,117,1131,1140,730,0,29,0,276
CVG,1442,14732,14657,5209,208,4298,0,3696
CWA,99,997,1081,448,0,314,0,237
DAB,260,5345,4944,1827,1093,242,0,1664
DAL,7691,78493,73047,22636,2274,9530,921,28270
DAY,696,8918,9123,3543,1438,2321,0,1341
DCA,8434,79253,81990,19029,9084,20714,9,28172
DEN,28003,317669,304743,89259,24312,58502,205,105484
DFW,25017,341407,335227,128156,18157,49542,102,115185
DHN,154,3800,3785,2931,0,67,0,638
DLG,12,40,57,37,0,0,0,0
DLH,292,4276,4569,562,289,617,0,2900
DRO,231,2809,3162,1252,168,290,0,951
DSM,886,11154,10283,6665,282,1301,0,1215
DTW,13353,140088,143721,53922,7478,37241,226,33452
DVL,53,204,266,169,0,39,0,0
EAU,59,349,287,262,0,0,0,0
ECP,713,6180,5641,1645,139,645,0,2659
EGE,306,5433,4711,345,1299,581,0,2306
EKO,53,70,164,0,49,94,0,0
ELM,216,1548,1715,672,119,310,0,482
ELP,1276,9081,8755,2732,206,1327,0,3386
ERI,65,649,734,31,122,229,0,258
ESC,53,518,498,31,0,28,0,409
EUG,451,5486,6068,1395,103,2268,7,1855
EVV,276,3272,3545,1997,0,397,0,809
EWN,85,742,841,454,0,103,0,213
EWR,13025,197346,173474,58928,16328,32131,18,56058
EYW,270,3180,2937,1125,90,104,0,1464
FAI,330,1908,1864,915,45,282,0,364
FAR,452,3880,4115,1239,74,750,0,1684
FAT,1084,11819,11918,5855,0,2014,0,3118
FAY,206,2094,1808,692,0,41,0,869
FCA,323,3835,3978,1330,571,488,0,1337
FLG,261,1331,1566,319,141,322,0,458
FLL,12182,179263,172213,43775,6518,43632,301,66255
FNT,463,3813,4171,1123,498,1048,0,1076
FSD,523,4528,5033,2869,261,660,0,839
FSM,170,2185,2152,1039,0,137,0,879
FWA,437,4586,4898,2444,73,840,0,1156
GCC,106,1026,1038,938,0,25,0,35
GCK,62,1877,2015,1663,0,123,0,155
GEG,1268,10457,11271,4247,84,1744,16,4027
GFK,173,2089,2019,766,0,82,0,1050
GGG,40,395,400,25,0,7,0,306
GJT,353,1563,1617,854,37,224,0,183
GNV,260,3520,3538,2010,49,356,0,873
GPT,400,3682,3794,1555,0,471,0,1486
GRB,413,2093,2299,821,60,756,0,460
GRI,26,795,904,768,0,94,0,0
GRK,222,1631,1584,739,0,50,0,607
GRR,1028,9207,10131,3111,383,3595,0,2406
GSO,599,4776,4772,1213,592,1008,0,1611
GSP,774,7132,7090,2546,254,1597,0,1996
GST,12,227,223,99,0,3,18,92
GTF,230,2978,3039,1955,45,137,0,743
GTR,105,576,680,339,0,125,0,126
GUC,62,1339,1301,582,0,46,0,613
GUM,53,1300,1219,488,0,92,0,600
HDN,194,3327,3101,1347,0,412,0,1204
HIB,107,2105,2213,801,0,217,0,1125
HLN,213,650,775,330,79,83,0,53
HNL,6901,47948,44653,21389,413,2255,16,13039
HOB,54,347,457,230,0,198,0,0
HOU,6159,66470,63591,20262,4266,7394,195,23804
HPN,834,13236,12752,5306,829,2251,0,3608
HRL,360,2302,2230,354,147,303,0,1217
HSV,443,2368,2353,467,282,598,0,761
HYA,17,398,381,255,0,31,0,74
HYS,53,214,146,16,20,0,0,90
IAD,4154,55359,51136,13469,8004,10068,28,16981
IAG,60,661,526,120,0,177,0,181
IAH,16367,165552,147323,49933,6267,30157,158,46856
ICT,907,6378,6438,2337,278,1512,0,1873
IDA,301,2892,3466,1790,129,660,0,649
ILM,302,2459,2756,1755,61,407,0,360
IMT,106,312,355,14,73,96,0,102
IND,3074,28168,27088,7066,1145,6775,0,9621
INL,66,792,823,11,471,133,0,162
ISN,180,2362,2345,1890,0,58,0,311
ISP,657,6122,5981,1614,1291,1095,0,1531
ITH,93,764,908,209,0,258,0,370
ITO,808,2984,3429,1022,16,60,0,1414
JAC,678,14498,14795,5838,1498,2262,0,4592
JAN,547,5189,5435,2386,409,1051,0,1243
JAX,2230,21821,21543,5618,118,5379,0,8993
JFK,12951,208947,203373,68090,23959,46597,764,52627
JLN,62,330,453,83,0,93,0,222
JMS,80,343,358,57,0,41,0,212
JNU,602,5590,5253,1431,977,463,0,1903
KOA,1966,16105,15781,4572,255,1058,24,7683
KTN,332,3081,3126,534,138,143,0,2050
LAN,267,1791,2213,598,22,469,0,899
LAR,53,98,156,5,0,80,0,0
LAS,19929,218389,205936,57874,4226,39644,286,84129
LAW,156,2884,2976,1603,0,202,0,1055
LAX,26823,328849,311346,103745,3421,59538,1025,113446
LBB,551,3549,3759,741,95,718,0,1870
LBE,147,1923,1970,276,40,1219,0,320
LCH,139,2213,2187,540,0,85,0,1467
LEX,532,5471,5383,2329,19,922,0,1682
LFT,324,3135,3070,1004,0,335,0,1467
LGA,9611,131985,120941,45770,9727,26102,227,33428
LGB,1511,15483,15251,4210,52,2484,0,7011
LIH,1874,10948,11004,4039,185,634,0,3904
LIT,926,7582,7632,3041,324,1094,0,2712
LNK,346,2620,3118,1196,5,700,2,982
LRD,245,1908,2108,383,81,415,0,1043
LSE,83,368,356,3,161,37,0,126
LWS,103,430,430,15,158,9,0,163
MAF,590,5670,5661,3134,2,408,65,1654
MBS,234,2171,2308,539,168,240,0,1185
MCI,4992,45674,45693,15328,2250,8648,187,14631
MCO,19183,271846,259430,69353,11546,41168,364,119538
MDT,265,3504,3464,1885,20,431,0,964
MDW,10907,110370,93590,32212,6454,12163,48,31195
MEI,106,1524,1645,1083,0,149,0,342
MEM,1571,14568,14284,5028,1218,2252,0,4613
MFE,274,1094,1002,512,0,97,0,270
MFR,382,3583,3731,1224,0,1072,0,1148
MGM,250,2712,2460,1503,0,83,0,661
MHT,902,6625,6444,1046,1352,1420,0,2051
MIA,10316,184631,183974,60620,19755,25500,195,66314
MKE,3564,32152,33572,8786,962,8784,0,12106
MKG,59,909,894,104,16,390,0,367
MLB,161,1262,1213,348,33,158,0,629
MLI,298,5305,5201,3984,0,215,0,843
MLU,320,3569,3865,1980,0,1091,0,652
MMH,24,1225,1204,979,0,22,0,190
