Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
MOB,504,4096,4184,1492,173,788,0,1338
MOT,189,2008,2142,1510,0,243,0,297
MQT,70,2524,2753,1875,369,189,0,227
MRY,310,2889,3171,1077,265,400,2,1117
MSN,789,5970,6734,2368,293,1742,0,1861
MSO,356,2980,3105,1136,23,475,0,1189
MSP,14332,123576,128796,49864,6243,33022,32,28204
MSY,5259,48260,46412,12907,1907,7575,37,19618
MTJ,223,3828,3576,1892,18,269,0,1263
MVY,35,657,535,13,0,259,14,192
MYR,884,9138,8948,1427,47,3524,10,3050
OAJ,135,1849,2088,1181,0,219,0,544
OAK,5685,50818,50129,16260,574,7875,13,18095
OGG,3675,29624,29292,12522,230,2240,10,9814
OKC,1742,16156,16487,6142,874,2207,0,5832
OMA,2122,21125,21494,8113,1658,3834,0,6201
OME,106,656,808,80,104,115,0,417
ONT,2387,20176,19805,4299,501,3549,0,9044
ORD,29458,379352,348841,115130,23252,66944,138,117767
ORF,1348,21499,21415,8035,1242,4371,0,6715
ORH,104,1531,1530,426,0,397,0,660
OTH,22,335,317,0,0,20,0,293
OTZ,106,263,253,57,57,1,0,45
PAH,59,212,201,140,0,9,0,0
PBG,60,886,860,125,7,488,0,176
PBI,3214,44163,41817,13704,1315,6998,0,17177
PDX,7441,53731,53531,16276,561,12171,14,17534
PGD,9,38,74,0,18,33,0,13
PHF,142,560,475,90,22,46,0,163
PHL,9399,109326,115401,39770,5106,32715,246,29945
PHX,21546,195134,190017,65735,2430,31928,542,64497
PIA,344,3247,3564,1576,162,596,0,907
PIB,53,133,232,91,0,67,0,0
PIH,94,693,694,449,0,49,0,127
PIT,3088,31012,31384,8846,1925,6527,18,11626
PLN,109,1822,1626,883,0,55,0,623
PNS,858,5891,5733,1945,64,1203,28,2046
PSC,498,5038,5571,1417,95,1117,0,2486
PSE,127,1379,1339,64,0,91,0,1077
PSG,106,1047,993,79,38,23,0,788
PSP,1480,19593,19501,7337,573,3900,0,6434
PVD,1596,14547,14653,3294,1627,3940,19,4708
PWM,794,9057,9070,3507,373,1791,0,2772
RAP,386,3226,3375,1450,32,482,0,1108
RDD,138,1122,1122,150,0,484,0,435
RDM,349,3746,4363,987,440,1293,0,1261
RDU,4014,42465,41724,12981,2016,9342,28,13803
RHI,106,1624,1702,541,23,80,0,926
RIC,1598,17176,17166,7875,693,3611,0,3537
RKS,53,38,90,14,0,43,0,0
RNO,1811,15518,15761,4461,312,3305,11,5779
ROA,229,1686,1602,229,14,530,0,632
ROC,906,8709,8508,2929,1240,1378,0,2352
ROW,94,1285,1303,37,25,31,0,1013
RST,142,2411,2348,1538,0,133,0,568
RSW,4529,64612,61436,16661,1161,9734,24,30966
SAF,178,2857,2994,1138,0,304,0,1345
SAN,9922,83460,81073,20103,1241,19872,293,30000
SAT,3623,34813,33925,10895,478,5157,69,13828
SAV,1023,11853,11184,3674,605,2248,20,3657
SBA,744,7740,8055,1366,142,2889,0,3083
SBN,548,5979,5843,3248,300,758,19,1139
SBP,508,6152,6301,1777,0,1019,0,2966
SCC,132,857,619,0,166,45,0,321
SCE,98,1200,1293,64,335,284,0,568
SDF,1136,10083,9204,3176,791,1630,32,2709
SEA,17341,144411,148695,51373,2832,31603,45,42142
SFO,21002,264860,245815,74302,2567,29321,242,120059
SGF,341,3814,4364,1644,212,1100,0,1197
SGU,254,1029,1120,545,61,113,0,204
SHV,669,7752,7858,3757,0,1174,0,2398
SIT,200,2038,1855,1046,146,32,0,466
SJC,4501,40179,38478,14926,1006,4771,205,12758
SJT,133,1715,1762,634,0,95,0,890
SJU,4420,56441,54970,14869,307,6608,35,28547
SLC,13233,96405,100517,34225,6389,20930,64,25666
SMF,4703,43761,42846,14101,244,6084,0,16723
SMX,80,1208,1299,422,0,469,0,336
SNA,4872,40443,37927,9749,1104,7792,0,14781
SPI,226,2891,2904,719,0,248,0,1861
SPS,118,759,748,187,0,110,0,429
SRQ,467,8561,7907,2999,76,800,0,3669
STL,6471,69056,66930,18973,3881,12074,313,24353
STT,987,13907,14057,5363,58,2544,5,5292
STX,227,2161,2196,690,0,526,59,736
SUN,212,2004,2419,636,0,502,11,1113
SWF,106,1693,1700,475,9,465,0,590
SYR,692,6559,6901,2287,401,1366,0,2287
TLH,291,1431,1561,314,84,294,0,552
TPA,9434,113330,107038,23293,4025,15579,19,56065
TRI,218,1780,1609,745,0,145,0,607
TTN,310,5182,5436,733,403,1768,0,2336
TUL,1565,14304,15085,5424,689,2623,64,5082
TUS,2248,22348,21354,8342,384,3447,15,7214
TVC,330,5291,5119,1621,18,812,0,2295
TWF,124,866,881,57,299,108,0,292
TXK,97,1135,1200,520,0,95,0,473
TYR,52,316,281,75,0,0,0,183
TYS,749,7952,7983,3912,0,1383,0,2194
UST,29,448,448,9,0,21,0,369
VLD,106,1060,1113,320,0,114,0,617
VPS,566,5537,5152,1999,291,820,0,1695
WRG,106,1034,1004,38,51,70,0,809
WYS,35,267,233,23,0,0,0,142
XNA,499,7111,7306,4339,0,1067,0,1560
YAK,106,707,814,19,0,114,0,610
YUM,246,1402,1529,574,0,231,1,459
,,,,,,,,
,,,,,,,,
,,,,,,,,
