Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABQ,7,52,60,0,39,8,0,6
ACY,1,0,3,,,,,
AEX,3,0,10,,,,,
ALB,5,22,1,,,,,
AMA,2,0,0,,,,,
ANC,655,6673,6286,2512,94,843,0,2175
ATL,26225,339946,293167,121071,24612,29158,100,95415
AUS,484,7041,6925,409,552,588,27,4812
BDL,147,3131,2903,415,228,310,0,1888
BET,356,1335,1759,87,88,177,61,897
BHM,1,0,0,,,,,
BIL,4,67,29,0,0,0,0,23
BNA,1712,28945,26401,4315,388,1589,0,17730
BOI,77,819,800,102,0,57,0,528
BOS,1641,33699,31525,7299,214,7803,15,14624
BTR,9,173,225,54,0,40,0,109
BTV,1,28,11,,,,,
BUF,103,1897,1757,405,0,133,0,1128
BUR,1318,18150,16903,1685,0,1588,0,12003
BWI,2944,62998,52559,15391,1156,3381,208,28863
BZN,18,212,272,18,0,117,0,124
CAE,2,0,0,,,,,
CHO,1,0,0,,,,,
CHS,5,31,13,,,,,
CLE,728,15729,15519,2389,776,4458,0,7280
CLT,227,4908,4582,575,290,1305,17,2156
CMH,391,4429,4523,565,14,1033,0,2452
CRP,4,0,0,,,,,
CVG,3,80,54,0,0,0,0,54
DAL,2695,51026,45972,10158,1267,2840,27,27977
DAY,57,706,603,14,0,47,0,512
DCA,666,10694,10401,2291,631,1474,1,5431
DEN,5230,79881,73403,17998,1533,12356,132,35100
DFW,1649,18285,18768,7430,1681,2527,0,5368
DRO,2,74,52,0,0,0,0,52
DSM,4,73,63,42,0,0,0,21
DTW,2858,31854,32285,12628,860,5547,18,10872
ELP,50,608,558,57,0,4,0,434
EWR,4438,114472,100424,25401,3072,10837,0,57082
FAI,99,3235,2683,876,0,66,0,1613
FAT,4,91,89,0,0,89,0,0
FLG,68,1092,915,177,0,30,0,637
FLL,3136,77932,70370,15868,431,22785,69,27556
FSD,4,0,1,,,,,
GEG,78,943,915,28,0,26,0,814
GRR,24,388,257,9,0,20,0,188
GSO,6,1,3,,,,,
GSP,2,1,0,,,,,
HIB,328,3976,4432,2326,106,564,0,1163
HNL,2548,19791,19414,9743,153,1455,0,5379
HOU,2441,30726,27555,7728,379,2241,12,14183
HPN,127,4361,4429,1294,0,329,65,2551
IAD,120,2524,2306,371,0,671,0,1176
IAH,10239,130540,114417,35698,7506,18028,0,45250
ICT,3,10,16,,,,,
IDA,4,7,6,,,,,
ILM,1,0,0,,,,,
IND,215,4708,4196,1167,91,404,0,2298
ISP,1,0,0,,,,,
ITO,213,1993,1875,942,11,86,0,717
JAN,3,0,0,,,,,
JAX,106,441,329,0,0,0,0,277
JFK,4150,117812,114076,36448,4443,15953,587,51845
KOA,961,11866,9628,4629,143,570,77,3462
LAS,5330,98303,95324,22520,1103,16874,54,48631
LAX,9572,170150,160443,43192,1402,27256,1828,75147
LBB,64,1111,1037,89,7,109,0,745
LFT,2,0,0,,,,,
LGA,3306,117510,108812,36647,1215,15197,0,52900
LGB,662,9870,9521,2624,0,1899,0,4373
LIH,702,6012,5244,2213,351,271,8,1935
LIT,5,4,0,,,,,
LNK,4,68,86,10,0,18,0,58
LWS,1,0,22,0,0,22,0,0
MAF,66,1940,1994,34,0,78,0,1813
MCI,465,6959,6686,541,179,751,0,4737
MCO,3694,97012,87603,17414,1195,12780,187,51868
MDW,6716,80762,69585,19402,2699,6141,8,31921
MEI,91,3313,3357,1897,0,140,0,1261
MEM,8,86,64,9,0,3,0,52
MFE,7,319,291,24,0,48,0,216
MHT,16,337,272,22,0,23,0,227
MIA,6869,136439,119220,53671,9025,10664,52,38191
MKE,150,2547,2606,344,52,345,0,1694
MLI,1,0,0,,,,,
MOB,4,162,143,41,0,0,0,102
MSN,3,44,30,0,0,0,0,30
MSO,22,680,724,4,0,81,0,615
MSP,2071,17947,18191,6510,1204,3722,0,5066
MSY,666,10578,10394,1029,689,821,0,7076
MYR,366,11172,10886,708,0,6085,3,3870
OAK,2311,36512,37892,6786,83,8035,16,18882
OGG,1955,18934,16856,6033,2020,1006,47,6127
OKC,26,510,458,9,0,9,0,422
OMA,20,320,223,37,0,0,0,178
ONT,487,8270,8264,1492,73,1401,0,4760
ORD,9371,173720,156062,43925,11105,29413,58,63453
ORF,87,1236,814,165,48,97,0,471
PBI,209,8045,7081,1214,5,282,0,5331
PDX,1020,10378,11287,940,74,2231,0,6745
PHL,936,17754,16314,4107,377,3972,0,6898
