Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
PHX,6353,90624,85753,29277,1730,11892,172,34664
PIT,95,1370,1207,196,0,44,0,884
PLN,235,3697,3677,2456,0,155,0,920
PNS,4,48,42,0,0,0,0,38
PSP,3,0,0,,,,,
PVD,115,1523,1406,78,33,128,0,1016
PWM,3,0,0,,,,,
RDU,171,4027,3964,1292,0,305,0,2159
RHI,281,3431,3398,2038,0,223,0,1070
RIC,7,4,3,,,,,
RNO,109,1711,1722,114,19,177,0,1301
ROC,2,20,0,,,,,
RSW,444,10333,9062,722,0,3623,0,4395
SAN,3271,37742,36139,7361,134,4488,27,20663
SAT,317,6132,6232,905,0,837,0,4102
SAV,5,72,61,0,0,0,0,61
SBA,102,2718,2713,606,0,790,0,1241
SCC,104,310,356,15,43,59,0,212
SDF,156,1892,1697,86,31,207,0,1206
SEA,5506,52323,52109,13344,376,11046,52,19859
SFO,6751,98249,94765,18987,646,11956,43,56020
SGF,1,0,0,,,,,
SHV,7,6,7,,,,,
SJC,1716,26121,22320,3773,0,1304,0,15134
SJU,441,10949,9976,2628,0,263,0,6644
SLC,4074,27782,30211,9127,1721,6878,160,8725
SMF,1067,15101,14336,1436,136,1444,0,9918
SNA,1142,6898,6164,607,0,1474,0,2825
STL,2815,53133,46659,10023,803,3068,0,28670
TLH,1,125,,,,,,
TPA,1313,28932,25876,3346,365,3583,0,17297
TUL,127,1660,1436,70,123,177,0,958
TUS,2,1,30,0,0,18,0,0
TYS,8,315,332,75,0,41,0,204
UST,40,643,945,19,5,624,0,263
XNA,1,0,0,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
