Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,124,3304,2811,129,0,247,0,2332
ABQ,813,14330,14641,2303,795,2674,0,7447
ABY,13,475,482,9,0,27,0,434
ACK,22,478,515,124,0,117,0,244
ACT,281,5360,5402,1449,0,308,0,3330
ACV,81,1313,1330,1,0,94,0,1169
ACY,394,11191,10742,1705,2,5529,33,3117
ADK,79,471,466,82,66,58,86,92
AEX,182,5029,5178,1707,0,356,0,2867
AGS,81,999,1041,202,0,160,0,554
AKN,63,457,508,89,0,59,190,138
ALB,435,5495,4620,2066,326,521,0,1361
AMA,298,3284,3452,152,82,447,0,2542
ANC,515,2544,3500,1157,0,609,0,785
ASE,202,3135,3243,17,80,786,0,2150
ATL,14329,225888,216210,70942,7362,47785,77,74035
ATW,140,1307,1512,9,46,705,0,559
AUS,3628,59155,55268,9881,1532,7600,19,31006
AVL,60,2198,2088,431,0,212,0,1419
AVP,4,0,0,,,,,
AZO,353,4547,5710,594,486,3206,0,1100
BDL,1352,23465,21816,5033,446,4743,13,10152
BFL,1,34,47,0,0,13,0,34
BHM,1346,20906,20003,2618,339,4702,0,10869
BIL,1,0,0,,,,,
BLI,75,650,730,149,0,59,0,443
BNA,3495,56888,54088,8455,1501,9467,54,30655
BOI,739,7247,7571,1322,5,1058,0,4426
BOS,7289,150369,135081,29331,3633,38225,321,56324
BPT,46,1439,1383,911,0,18,0,410
BRW,208,1397,1358,67,4,43,0,1182
BTR,26,164,144,9,0,14,0,109
BTV,125,2238,2300,44,0,973,0,1165
BUF,1257,25603,23958,3214,986,7176,0,11421
BUR,887,10351,10072,865,198,1180,0,6498
BWI,4726,94591,92138,22030,5468,27300,6,31870
BZN,45,55,71,0,0,17,0,0
CAE,265,4609,4097,1300,0,369,0,2302
CAK,304,5349,5529,1822,91,888,0,2376
CDC,296,2105,2460,1038,80,287,0,856
CHA,239,2484,2422,378,112,231,0,1457
CHO,372,10492,11124,2487,58,3156,0,4993
CHS,1318,21991,20493,3186,410,5127,0,10655
CID,92,989,1222,350,0,509,0,309
CLE,2538,50373,49811,7718,561,20564,0,18152
CLL,89,359,309,0,0,0,0,292
CLT,9334,144930,157962,43474,13141,43538,426,45906
CMH,1574,24247,23508,4699,856,3792,0,12291
COD,103,525,647,27,146,109,3,198
COS,68,601,929,51,0,335,0,459
CRP,104,1702,1528,90,121,100,0,1079
CRW,112,1821,1904,469,9,600,0,710
CSG,66,1026,1071,85,0,224,0,738
CVG,827,13518,13980,2229,609,4356,0,5966
CWA,9,999,1025,999,0,18,0,0
DAB,11,40,52,0,0,26,0,12
DAL,4641,91701,89161,18958,3828,12805,141,45304
DAY,1029,16828,16477,2180,1380,5162,0,6885
DCA,4954,95723,99093,12883,6182,25019,107,50741
DEN,16106,268455,263863,67224,11631,45726,44,120091
DFW,19074,347566,348262,100068,20665,46805,324,155409
DHN,203,2927,2467,265,0,224,0,1644
DLH,149,4233,4112,118,193,767,0,2934
DRO,277,1887,3007,12,68,1269,0,1014
DSM,522,7090,6768,745,72,1668,0,3773
DTW,2202,39652,41156,5434,2426,12622,19,17815
ECP,251,3340,3012,620,77,209,0,1936
EFD,1,7,56,5,0,49,0,2
EGE,15,457,417,35,0,203,0,175
ELM,1,0,7,,,,,
ELP,75,1615,1579,112,86,194,12,1057
ERI,1,0,0,,,,,
ESC,50,648,531,73,0,0,0,405
EUG,174,3776,3744,318,0,1353,0,1992
EVV,1,,,,,,,
EWR,6575,180928,160697,35835,5075,26669,0,86609
EYW,1,0,0,,,,,
FAR,250,3635,3815,262,0,1497,0,1884
FAT,365,4582,4893,1536,0,1222,0,1819
FAY,193,2793,2669,449,0,247,0,1812
FLG,82,461,658,0,0,235,0,274
FLL,6261,130583,125750,29889,4548,40172,359,43574
FNT,237,2662,3035,240,206,506,0,1714
FSD,315,7421,7584,709,254,1726,0,4629
FSM,62,443,355,0,0,0,0,329
FWA,444,6409,7144,464,21,2475,0,3706
GEG,412,5051,4592,1655,0,281,0,2137
GGG,171,3490,3784,616,0,382,0,2632
GJT,240,3320,3140,1183,57,1079,0,587
GNV,30,1674,1649,1020,0,48,0,550
GPT,81,1904,1783,195,0,170,0,1366
GRB,182,2314,2743,9,10,1151,0,1387
GRK,39,454,512,38,0,43,0,375
GRR,979,12234,13312,1558,313,3231,0,7237
GSO,479,7869,7900,1017,7,2750,0,3827
GSP,558,12315,12409,2721,196,3052,0,5801
GTF,92,369,473,15,0,109,0,244
HDN,59,961,786,178,0,56,0,527
HLN,4,11,6,,,,,
HNL,1908,7934,9096,4240,259,307,25,1893
HOU,4146,73397,69987,16102,4673,10991,104,31742
HPN,370,12714,12197,3089,316,1459,35,6910
HRL,9,120,160,0,39,40,0,81
HSV,534,6383,5788,517,94,1118,0,3705
IAD,2703,52737,50609,8207,4741,14418,57,21064
IAG,27,521,490,90,0,248,0,124
IAH,5391,92146,78793,18954,5179,17725,114,32120
