Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,286,3542,3478,1086,0,472,0,1660
ABI,29,570,670,175,0,109,0,319
ABQ,2712,31060,31083,6675,775,5489,439,14781
ABR,103,949,993,564,24,57,0,191
ABY,137,700,749,276,0,68,0,306
ACK,114,2223,2306,1153,62,434,49,477
ACT,214,2007,2133,456,0,163,0,1275
ACV,206,3989,3879,1411,281,620,0,1401
ACY,525,8095,8149,1418,0,4163,3,2011
ADK,52,415,435,115,25,37,166,31
ADQ,83,177,221,33,0,20,45,27
AEX,408,5721,6109,2561,169,1013,0,2063
AGS,351,3825,3518,745,0,984,0,1523
AKN,9,22,21,0,0,0,19,0
ALB,1299,11544,10162,3176,101,2383,0,3560
AMA,452,4560,4986,1550,268,1287,0,1542
ANC,2409,11896,13527,5145,218,2215,0,3135
APN,59,903,892,11,0,33,0,794
ASE,732,12677,13867,3075,1093,3762,0,5154
ATL,53289,549601,507803,209925,29146,82277,164,140965
ATW,444,2951,3441,215,86,863,0,1902
AUS,6429,75156,73969,20747,2848,14780,27,28610
AVL,456,9400,8987,3329,63,1666,0,3641
AVP,226,1879,2381,815,0,1021,0,303
AZO,277,1910,2437,263,155,634,0,1219
BDL,2745,27256,26639,8803,552,5565,63,9712
BET,99,107,168,23,0,13,17,57
BFL,339,3911,3942,1032,137,551,0,1987
BGM,125,1732,1735,1081,41,98,0,416
BGR,96,887,1168,453,24,362,0,237
BHM,1723,20351,20211,6820,453,4000,0,7664
BIL,480,4067,4482,2666,119,525,0,898
BIS,365,4396,4296,1947,53,591,0,1469
BJI,103,1323,1322,82,37,105,16,975
BLI,103,311,496,72,16,148,0,103
BMI,219,2393,2595,1174,35,357,0,877
BNA,7048,77439,77515,19844,4163,15071,0,31692
BOI,2057,19970,20546,7020,242,5173,0,6432
BOS,16251,207120,196731,54191,7936,51109,269,69174
BPT,80,2182,2231,1141,0,304,0,700
BQK,147,2338,2399,830,0,196,0,1318
BQN,283,3912,3532,316,41,372,0,2567
BRD,59,1654,1617,835,673,53,0,16
BRO,303,2504,2515,811,298,257,0,994
BRW,103,826,786,69,46,11,0,606
BTM,103,2048,2058,1652,157,55,0,154
BTR,950,14542,14945,6814,112,2787,0,4418
BTV,564,7241,7030,2614,134,2101,0,1715
BUF,2369,26904,26888,7437,958,5990,47,10766
BUR,3007,33578,34094,4459,713,6810,0,18231
BWI,13111,127815,117990,39652,2533,24105,660,38369
BZN,704,7214,7405,1818,58,2324,0,2712
CAE,598,9888,9515,3578,0,2616,0,2956
CAK,714,6315,6803,998,520,2805,0,2000
CDC,53,1355,1363,1025,0,39,0,274
CDV,102,589,620,169,6,95,111,197
CHA,592,10585,10630,4199,260,1211,0,4358
CHO,313,5458,5590,2749,0,770,17,1823
CHS,2109,24502,23460,5616,203,6488,12,9589
CID,650,9760,9957,3476,757,1543,0,3511
CIU,101,1099,1028,440,318,77,0,128
CLE,4566,50811,51252,16004,2390,14196,0,14736
CLL,167,984,1278,219,0,571,0,353
CLT,15293,164905,166352,55161,10540,33974,814,48856
CMH,3148,30887,32801,8521,1538,7385,34,12506
CMX,104,3052,3095,789,292,993,0,929
COD,156,2407,2642,1394,211,199,0,622
COS,1127,12583,13460,5832,781,3170,0,2554
