Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,32,179,140,0,0,0,0,136
ABQ,670,13775,14338,3695,739,2003,160,6798
ABY,6,0,0,,,,,
ACK,125,2044,2029,405,611,290,30,609
ACT,60,407,425,96,0,0,0,271
ACV,242,5299,4906,375,0,390,24,3994
AEX,477,5775,6185,1167,178,1323,0,3162
AGS,26,161,110,24,0,0,0,67
ALB,1002,7932,8154,1973,150,2243,0,2856
AMA,209,995,944,90,15,118,0,456
ANC,1076,4611,4834,1412,30,871,0,1381
ASE,200,4697,4456,451,8,1029,0,2739
ATL,19463,192962,188130,66931,9653,44218,150,50212
ATW,167,1232,1159,300,0,194,0,537
AUS,2828,33817,33664,7376,755,6501,0,15637
AVL,411,9124,9493,1139,0,4624,0,3282
AVP,47,164,261,40,0,131,0,59
AZO,322,3106,3742,759,389,997,0,1379
BDL,691,7552,6541,1414,213,1704,0,2586
BFL,136,2708,2654,106,0,743,0,1694
BGR,28,1008,834,57,0,19,0,745
BHM,997,10938,11240,2626,38,3330,0,4185
BIL,104,306,309,24,0,161,0,100
BIS,43,758,731,153,0,73,0,429
BMI,26,24,29,,,,,
BNA,2967,37045,39067,7424,1550,11508,0,15512
BOI,1038,13221,13391,3324,200,2060,0,6967
BOS,6402,87321,84817,21001,2491,26718,31,27905
BPT,118,3205,3352,954,0,481,0,1689
BQK,2,0,7,,,,,
BRO,86,2794,2758,776,0,252,0,1680
BTM,105,1047,948,575,77,17,0,235
BTR,565,11885,12453,3855,525,2215,0,5355
BTV,679,15210,15393,1985,71,8145,0,4677
BUF,828,11221,11054,3031,159,3704,0,3467
BUR,1294,16833,16777,3254,96,2127,0,9662
BWI,4947,56573,53190,18744,3354,12171,39,12821
BZN,270,2613,2273,670,59,458,0,963
CAE,40,752,691,398,0,19,0,267
CAK,150,1529,1430,310,78,287,0,603
CHA,56,2141,2210,519,42,1492,0,123
CHO,35,305,200,95,0,0,0,72
CHS,833,9783,9762,2408,29,3489,0,3166
CID,98,945,839,37,0,51,0,667
CIU,31,622,648,153,0,23,0,438
CLE,2191,37877,38883,6901,69,13495,9,16213
CLL,16,60,40,0,0,0,0,39
CLT,9439,85212,93929,27394,4876,29682,278,20066
CMH,959,9566,10420,1661,359,3515,0,3801
COS,52,592,630,37,42,235,0,285
CPR,5,0,0,,,,,
CRP,246,1069,1224,103,0,165,0,763
CRW,309,4724,4558,734,0,521,0,3014
CSG,281,4096,3948,472,0,447,0,2720
CVG,1001,15183,15818,2705,563,6520,0,5096
CWA,89,1429,1594,17,0,525,0,940
DAB,380,4421,4015,1014,1093,655,0,1099
DAL,4467,52460,54391,14933,2911,11013,804,17509
DAY,375,3634,3386,648,101,934,0,1484
DCA,4833,51779,58948,9947,4077,21279,46,18956
DEN,12357,139306,140022,38627,8211,29716,17,50216
DFW,12481,175566,188870,59427,8901,44025,99,62631
DHN,350,6364,6246,1931,0,328,0,3768
DLH,480,6110,6764,1188,1,2106,0,3015
DRO,12,464,379,0,0,0,0,379
DSM,768,8112,7521,2603,254,1425,0,2756
DTW,3754,41733,41438,12955,1034,14352,16,10343
DVL,194,2702,2453,298,64,337,0,1591
EAU,317,4289,4467,649,0,1798,0,1825
ECP,678,5221,4908,1415,127,1640,0,1297
EGE,194,3991,4035,401,17,756,0,2697
EKO,275,2095,2536,6,0,199,0,1950
ELP,730,11260,10953,2371,878,1283,0,5341
ESC,15,439,429,5,0,13,0,410
EUG,37,186,179,0,0,33,0,129
EVV,4,112,113,0,0,1,0,112
EWN,266,3839,4097,641,0,614,0,2544
EWR,6602,110688,105148,34858,4672,23770,8,34951
EYW,233,3273,3057,1119,121,535,0,1216
FAI,445,3547,3434,1030,0,213,0,1838
FAR,275,3438,3657,265,22,1832,0,1143
FAT,1,0,0,,,,,
FAY,18,218,211,6,0,10,0,183
FCA,607,6017,6547,1249,294,873,0,3590
FLG,95,519,533,18,61,61,0,321
FLL,4280,65107,68710,16040,3157,21904,58,23056
FNT,182,1551,1254,64,144,368,0,548
FSD,431,4494,4976,616,36,2065,0,1791
FSM,146,2071,2310,327,0,347,0,1455
FWA,40,253,173,119,0,2,0,31
GEG,311,4335,4075,702,309,713,0,1718
GFK,11,29,7,,,,,
GGG,2,7,1,,,,,
GJT,1,5,3,,,,,
GNV,175,3638,3586,1506,0,450,0,1505
GPT,161,3131,3176,729,0,277,0,1997
GRB,173,2099,2178,37,0,157,0,1882
GRK,25,216,197,0,0,165,0,29
GRR,309,5975,6266,901,158,2929,0,1885
GSO,400,4093,3460,1140,12,777,0,1245
GSP,857,9490,8646,1705,35,2687,0,3373
GTF,114,1276,1355,440,0,108,0,729
GUC,33,339,175,73,0,5,0,58
HDN,114,1421,1241,201,0,192,0,774
HLN,1,0,20,0,0,20,0,0
HNL,4629,38178,38338,17762,229,3508,81,9371
HOU,4211,58644,60372,20269,3253,10785,14,19279
HPN,375,5474,5905,2518,0,1394,23,1572
HRL,25,231,195,19,0,2,0,128
HSV,324,3924,3593,538,245,683,0,2015
IAD,1094,10852,10980,2351,144,3942,13,3779
IAH,9783,120197,112204,28761,10562,29177,1,35468
ICT,497,4231,4163,1381,42,534,0,1726
IDA,60,60,74,0,0,6,0,27
ILM,254,3386,3237,709,0,148,0,2132
IND,1773,20339,21742,4225,760,8361,0,6565
ISN,52,325,129,0,0,24,0,100
ISP,227,2502,2304,491,226,500,0,582
ITO,203,657,853,79,9,0,0,302
JAC,163,3941,3837,1480,8,455,0,1765
JAN,37,388,376,36,0,45,0,281
JAX,759,8014,6733,1845,464,1114,0,2739
JFK,4761,86850,85884,28492,6162,21725,383,24806
JLN,217,4079,3709,997,0,432,0,2148
JMS,27,536,613,9,0,93,0,475
JNU,547,4615,4508,2333,30,459,0,1108
KOA,822,7493,6922,2226,65,566,24,2868
LAN,83,1660,1616,1033,0,42,0,476
LAS,8768,139222,131063,34266,4831,23185,107,56528
LAW,28,37,39,18,0,7,0,2
LAX,9754,169461,155913,44559,1500,28609,145,67033
LBB,335,3842,3573,463,806,426,0,1516
LBE,210,1961,2002,6,17,884,0,1012
LCH,378,4603,4835,1649,320,1015,0,1615
LEX,399,5296,5194,1295,0,1825,0,1694
LFT,451,5358,4993,505,0,696,0,3400
LGA,5839,97020,99188,27759,4063,26531,72,36310
LGB,661,9447,8453,2053,36,1294,0,4161
LIH,1221,11009,11297,2917,78,1469,0,5041
LIT,681,7160,7165,921,517,1978,0,3056
LNK,275,3422,3505,753,0,1130,0,1440
LRD,344,6150,6447,3264,0,691,0,2267
LSE,21,878,890,4,0,69,0,792
MAF,145,1473,1530,285,69,187,0,743
MCI,2864,27139,26704,7325,959,5444,13,10228
MCO,7000,115031,113810,25861,5933,33912,27,40556
MDT,14,0,0,,,,,
MDW,5114,66491,60100,23675,2587,11886,123,15077
MEI,220,3832,3878,1255,0,110,0,2416
MEM,1039,15651,15360,2638,1364,5826,0,4776
MFE,10,257,326,5,0,222,0,97
MFR,91,2292,2356,448,0,529,0,1261
MGM,275,4960,4669,1803,0,434,0,2169
MHT,408,4113,3721,1151,119,557,27,1377
MIA,6426,115420,130053,46199,6053,33967,412,34996
MKE,1121,8915,8655,1468,433,2340,0,3522
MLB,317,3115,2937,514,63,698,0,1461
MLI,31,64,64,0,0,23,0,38
MLU,370,6849,6625,2400,93,657,0,3178
MOB,453,5783,6227,961,21,1215,0,3660
MRY,269,3158,3803,406,0,962,0,2138
MSN,415,4182,3807,462,16,985,0,2139
MSO,157,1445,1423,243,210,153,0,684
MSP,6918,70698,73997,19202,3919,18586,10,24924
MSY,2459,32758,32169,7043,1333,7343,9,13279
MTJ,125,479,618,11,0,213,0,295
MVY,29,227,260,32,0,140,0,53
MYR,739,10321,10499,913,22,6115,18,2749
OAJ,126,814,908,284,0,204,0,325
OAK,2226,26276,25250,5862,727,3631,215,10528
OGG,2384,20214,20228,6615,237,1745,6,7543
OKC,731,9935,9715,1714,1101,1678,214,4273
OMA,1300,9520,9681,2305,208,4211,0,2074
ONT,1173,16171,15603,2171,977,2044,0,8480
ORD,10069,155893,151129,40985,7886,39963,0,52251
ORF,614,10504,9326,2488,451,1826,0,4088
OTH,194,4257,4271,195,0,736,0,3141
PBI,1541,35347,34791,7404,1415,13163,0,11020
PDX,1800,22586,19709,6324,255,3047,0,7537
PHF,79,2151,2108,269,0,351,0,1418
PHL,3562,36986,44974,13624,841,14367,0,12276
PHX,9733,106136,105999,34175,1372,20955,520,35181
PIT,1251,12251,12822,1901,690,3549,6,5298
PNS,474,5442,4636,1777,51,815,0,1707
PSC,182,4843,4768,252,0,847,0,3559
PSP,321,4576,4443,1260,34,604,0,2225
PVD,575,5784,5365,1191,136,1218,0,2316
PWM,387,5906,6262,738,0,3452,0,1688
RAP,80,1004,1062,27,0,269,0,733
RDM,65,2438,2630,21,0,1162,0,1414
RDU,1702,23144,24105,5254,268,6951,15,9398
RIC,1233,19053,19039,3402,146,8758,0,5728
RNO,511,8102,7420,1489,198,1056,0,3956
ROA,262,3137,2635,262,0,382,0,1804
ROC,348,8632,8842,2121,77,3427,0,2911
RST,240,4037,4276,1080,0,1030,0,1995
RSW,1682,22863,22392,5808,403,3862,0,10595
SAN,5056,66845,63812,11884,787,15369,0,28279
SAT,1849,20180,20238,3604,881,3318,0,10027
SAV,637,8286,7731,1565,723,1924,0,2947
SBA,476,7125,7516,1273,0,1676,0,4021
SBN,19,174,171,96,30,38,0,0
SBP,295,5105,5190,671,78,868,0,3236
SDF,810,11440,11043,2800,244,4187,0,2936
SEA,7323,79260,73791,22850,1300,12679,41,27372
SFO,9123,175107,164972,34599,1882,25103,35,92179
SGF,281,3905,3641,419,16,217,0,2762
SHV,277,3818,4081,1326,0,361,0,2086
SIT,98,615,604,52,0,87,22,324
SJC,2261,25060,23634,6726,545,4126,19,8849
SJU,3084,34460,33524,8947,233,5876,0,14853
SLC,3371,39473,39544,10418,1005,10111,179,14384
SMF,2336,32175,29714,7423,348,3977,18,13476
SMX,167,4584,4697,364,0,748,0,3407
SNA,2363,29652,28035,4438,1309,4715,91,13778
SPI,96,994,1114,545,0,151,0,332
SRQ,237,5161,4650,1140,49,918,0,2280
STL,3408,42487,40628,10128,2324,8434,0,15126
STT,925,19852,19270,6222,1282,2054,164,8808
SUN,106,1346,1752,43,0,1076,0,506
SWF,1,269,255,129,0,0,0,126
SYR,298,3847,3645,89,28,1559,0,1732
TLH,18,74,47,0,0,0,0,16
TPA,3533,52205,51402,13151,1863,11327,0,21351
TRI,188,2259,1845,233,0,118,0,1446
TTN,210,4251,4186,340,44,1275,0,2410
TUL,916,10250,10171,1685,921,1851,2,4816
TUS,1303,16696,16041,3498,303,2636,0,8114
TVC,79,1216,1229,25,0,367,0,783
TWF,22,900,779,207,47,195,0,325
TYR,68,575,592,18,0,30,0,463
TYS,326,6057,6040,1303,58,1472,0,3016
VLD,48,605,609,35,0,52,0,499
VPS,435,5142,3904,1639,22,1139,0,810
XNA,84,907,990,329,0,407,0,193
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
