Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,593,8482,8648,759,124,2353,0,4590
ABQ,1445,22899,21383,4828,398,3181,16,11083
ABR,5,0,37,0,0,33,0,0
ABY,272,4273,4050,529,0,300,0,2945
ACT,1,27,24,24,0,0,0,0
ACV,41,548,548,0,0,53,0,452
ACY,352,10170,10039,502,65,7057,141,1892
ADK,25,330,351,72,62,67,127,0
ADQ,362,1371,1696,176,35,214,234,712
AEX,393,6206,5934,1479,53,393,0,3617
AGS,223,2788,2668,581,0,317,0,1594
ALB,968,13009,11443,1164,416,2976,0,6132
AMA,68,446,404,2,40,46,0,259
ANC,330,1475,1922,532,34,390,0,506
APN,61,2048,2053,938,0,86,0,1002
ASE,181,3535,3403,44,278,1078,0,1894
ATL,20202,293899,284799,99269,14134,66889,7,84987
ATW,413,5355,6610,1861,223,1626,0,2234
AUS,3072,57469,50864,7696,2751,11113,21,25021
AVL,452,6501,7310,934,232,2663,0,3118
AVP,561,8880,9545,1309,32,3970,0,3499
AZO,116,1480,1732,65,0,292,0,1275
BDL,1784,24125,23521,4210,832,5783,8,11035
BFL,19,818,914,3,0,250,0,631
BGM,327,4862,4860,987,128,423,0,2976
BGR,18,180,339,100,0,202,0,31
BHM,506,7400,7049,1126,409,1597,0,3593
BIL,600,4824,5416,1519,112,969,0,2360
BIS,410,4076,4534,954,362,1533,0,1251
BJI,2,0,0,,,,,
BLI,32,213,169,0,16,39,0,93
BMI,163,2798,3059,551,18,521,0,1741
BNA,3534,49976,45524,7659,2604,6684,52,24624
BOI,620,11016,10771,2126,218,2634,0,5273
BOS,9085,180239,172421,36960,4772,52570,229,68401
BQK,19,441,438,48,0,59,0,321
BRD,5,4,20,,,,,
BRO,269,3258,3468,885,0,341,0,2046
BTR,735,11522,11383,4019,722,1210,0,4701
BTV,357,7470,7183,661,0,3429,0,2765
BUF,1065,12811,11836,1584,777,2903,0,5476
BUR,1683,24216,24426,3754,438,4323,0,13658
BWI,6055,102455,101954,22508,6899,27849,68,37318
BZN,587,3163,3738,143,5,869,0,2178
CAE,561,9791,10310,2536,228,4033,0,2891
CAK,464,7781,6615,1363,54,969,0,3938
CDV,110,662,792,42,129,175,0,326
CHA,313,8117,7870,2266,0,1400,0,3960
CHO,145,4486,4459,2750,0,295,0,1293
CHS,1372,26988,26505,4150,612,10101,0,10334
CID,444,5029,5554,870,74,1038,0,3075
CIU,129,1711,1581,555,0,128,0,852
CLE,2520,40361,39479,7204,1449,13756,44,14407
CLL,17,216,221,2,0,0,0,190
CLT,5303,85764,91765,19940,7070,27896,641,29447
CMH,2096,27900,28256,5745,507,7614,6,12185
COS,447,4332,4575,1232,354,696,0,1883
CPR,302,1637,1772,1063,198,137,0,330
CRP,258,2922,2683,87,46,951,0,1415
CRW,601,9047,9722,1706,402,3605,0,3357
CSG,172,1750,1682,349,0,73,0,1021
CVG,937,13930,15622,4585,142,4882,0,5146
CWA,72,513,798,58,0,562,0,94
DAB,320,3488,3123,585,63,610,0,1743
DAL,4172,79271,78701,16628,4577,12668,156,37800
DAY,305,5588,5938,817,1193,926,0,2695
DCA,7614,136528,155165,25341,10373,52615,95,58372
DEN,15821,238209,229463,55978,11306,46264,200,97552
DFW,9144,165519,165360,43353,9187,29646,148,73374
DHN,100,2814,2171,430,0,113,0,1500
DLH,212,2185,2930,1021,182,752,12,748
DRO,76,1459,1455,395,80,658,0,302
DSM,1027,13195,14022,4349,329,2561,19,5650
DTW,9166,138970,138485,47487,6398,39724,15,36810
ECP,341,3903,3751,652,46,479,0,2192
EGE,6,1,0,,,,,
ELM,379,5472,4799,972,0,485,0,3083
ELP,629,8493,8217,1183,210,776,21,5380
ERI,59,1322,1544,133,0,849,0,486
ESC,212,2947,2898,1021,200,199,0,1278
EUG,17,275,289,79,0,51,0,148
EVV,292,8861,8118,3410,0,896,0,3573
EWR,8337,195818,187428,39784,6314,39036,158,94117
EYW,358,4904,4512,1326,2020,456,0,617
FAI,365,2325,2681,907,69,381,0,738
FAR,467,6145,7315,716,1350,2159,0,2588
FAT,669,8029,8086,1717,9,1849,0,4020
FCA,363,1288,1369,135,0,344,0,626
FLG,228,1580,1739,547,93,163,0,667
FLL,4648,85039,82646,20183,3659,23952,86,29808
FNT,277,1860,2084,465,96,349,0,969
FSD,463,4219,5650,781,109,2038,0,2298
FWA,265,3205,3120,576,403,545,0,1440
GCC,272,1828,2062,213,19,194,0,1447
GCK,155,3944,3964,2121,0,169,0,1577
GEG,599,6879,6188,1391,11,590,0,3340
GFK,306,2833,2997,237,462,401,0,1616
GJT,44,455,641,0,0,441,0,169
GNV,106,2559,2523,1253,0,127,0,1012
GPT,515,5909,6078,1745,18,1204,0,2619
GRB,247,3736,3958,167,602,1126,0,1864
GRI,106,1072,1172,73,0,184,0,877
GRK,115,975,1105,27,17,383,0,568
GRR,835,6186,7273,1142,246,2333,0,2890
GSO,703,10838,10766,2584,914,2303,0,4383
GSP,527,7511,8192,1037,220,2553,0,3731
GST,84,649,660,165,0,25,210,152
GTF,294,1776,1992,404,0,512,0,861
HDN,36,307,338,66,0,43,0,198
HLN,249,854,983,2,15,154,0,700
HNL,2266,11035,10337,4173,45,232,0,2934
HOU,3290,52889,51588,10716,3183,6949,23,25664
HPN,595,14536,14437,3671,194,4526,0,5384
HRL,77,1417,1629,13,0,362,0,1105
HSV,82,953,847,0,0,130,0,700
HYS,311,2857,3211,191,102,812,0,1926
IAD,6899,114483,119870,24583,15653,38676,12,34554
IAH,10716,166968,160881,40891,6622,38650,38,63966
ICT,822,12087,11972,4977,681,1715,0,3834
IDA,276,2811,3200,329,178,840,0,1636
ILM,63,957,861,11,0,118,0,726
IND,1598,28297,27728,6208,992,6350,0,12469
INL,145,2241,2992,426,130,975,0,1323
ISN,178,1930,2409,569,13,792,0,822
ISP,330,3381,2785,348,354,303,0,1408
ITH,333,5346,5225,1196,72,459,0,3146
ITO,543,2591,2851,449,40,0,0,1574
JAC,202,3391,3991,200,805,1623,0,1151
JAN,197,3399,3075,230,18,560,0,2094
JAX,836,14299,14202,2423,564,4070,0,6158
JFK,6577,130985,130797,43481,14106,37310,563,28939
KOA,437,2162,2675,386,55,31,0,1211
KTN,364,2824,3194,549,56,330,0,1942
LAN,210,3640,3912,1594,0,551,0,1725
LAS,8700,147502,139655,34315,2531,29061,22,61716
LAW,76,1377,1358,324,0,111,0,866
LAX,12135,184190,182127,46273,1744,36190,205,81261
LBB,221,2063,1934,523,73,48,0,1098
LBE,121,1598,1823,318,5,1099,0,260
LEX,446,7864,8987,627,42,4476,0,3244
LFT,382,8833,8511,3992,42,443,0,3674
LGA,5959,149484,151548,34057,4196,34471,27,73190
LGB,841,11779,11587,2690,111,2085,0,5600
LIH,682,2157,2593,248,76,3,0,1430
LIT,579,5741,5497,798,174,980,0,3120
LNK,469,5181,6213,1190,206,1735,0,2611
LRD,162,3132,3120,1042,0,774,0,1251
LSE,3,43,39,0,0,0,0,39
MAF,262,3260,3250,173,347,660,0,1878
MBS,190,1786,1913,354,45,266,0,1167
MCI,3840,52928,52634,10789,1934,8932,14,26029
MCO,9060,166434,161032,33302,12873,43692,450,60399
MDT,584,9385,9263,1193,151,2765,0,4547
MDW,5264,90087,84485,22905,6556,17566,13,30045
MEM,719,11236,10801,1920,399,2486,0,5200
MFE,376,7590,7408,1421,7,1082,0,4588
MFR,4,249,257,0,0,111,0,146
MGM,85,2687,2685,1624,0,289,0,705
MHT,659,13758,13822,666,79,8134,0,4292
MIA,4740,99456,105413,31072,5672,34466,119,28895
MKE,2298,27325,30292,5873,1603,8996,0,11544
MLB,288,3627,3545,762,2,893,0,1766
MLI,393,6298,6183,1011,0,629,0,4344
MLU,358,4818,4688,632,0,293,0,3483
MMH,97,2173,2177,999,0,596,0,505
MOB,409,6140,6894,1252,0,1309,0,3649
MOT,281,4204,4529,836,223,876,0,2282
MQT,315,5856,5796,2197,86,378,0,2928
MRY,289,4025,4517,16,0,1094,0,3172
MSN,738,9523,10192,1786,213,3052,0,4643
MSO,622,5547,5425,1085,22,1266,0,2669
MSP,12424,177034,190943,59762,10701,53772,54,53656
MSY,3422,62261,59748,8648,1531,18990,0,26978
MTJ,68,1129,1229,7,6,297,0,885
MVY,15,112,61,11,0,0,14,14
MYR,804,9233,9105,1011,0,5054,0,2273
OAJ,77,1563,1603,249,0,170,0,1110
OAK,2239,35782,35075,6927,316,5404,34,18392
OGG,735,5288,5596,1076,56,157,474,2587
OKC,1868,23150,21808,2810,714,3858,65,12397
OMA,2012,23511,22871,5698,192,3554,0,11522
ONT,1074,19002,18046,1392,177,3059,141,11694
ORD,19546,403558,393751,96718,30463,79414,157,167483
ORF,837,17081,17392,2149,565,7259,0,6498
ORH,114,1825,1829,609,0,263,0,910
PAH,30,829,916,5,0,371,0,479
PBI,1361,26456,26803,5615,1049,7188,81,11106
PDX,2140,24804,24836,3441,146,8108,0,10489
PHF,228,2174,1847,278,0,549,0,823
PHL,6266,114142,124176,28941,5066,38979,248,44400
PHX,7707,93919,90987,27381,2013,11564,274,40185
PIA,4,0,1,,,,,
PIT,2502,33023,33036,7121,891,9382,0,12812
PLN,15,1489,1453,1407,0,0,0,46
PNS,49,230,175,0,0,18,0,109
PSC,80,355,321,0,62,26,0,179
PSP,566,8224,8459,1680,26,2002,0,4297
PVD,1186,19808,19947,2566,1195,7978,15,7010
PWM,627,12037,12076,1125,244,4872,26,5234
RAP,122,773,937,231,105,295,0,210
RDD,4,41,33,0,0,0,0,33
RDM,5,0,0,,,,,
RDU,3067,50550,52786,7160,2941,18077,39,20256
RHI,21,0,36,,,,,
RIC,2068,53731,52921,14896,524,14560,0,21010
RKS,121,1156,1393,134,144,173,0,789
RNO,689,10116,9063,1526,356,1136,11,5434
ROA,366,6156,6412,1773,1,1621,0,2634
ROC,1163,17427,16611,3573,612,3576,0,7866
RST,8,1,0,,,,,
RSW,1688,32237,31486,7524,800,8063,0,13459
SAN,3879,52920,52252,7128,788,13379,332,25704
SAT,2321,33019,31631,4853,800,6633,0,16229
SAV,624,16298,16096,4037,372,4709,0,6309
SBA,374,5593,5924,482,0,1234,0,3779
SBN,562,11962,12260,2664,73,3796,0,5115
SBP,223,3160,3514,362,101,976,0,1801
SCC,364,1284,1313,63,177,166,0,764
SCE,335,5902,6224,670,69,2652,0,2536
SDF,801,14148,12873,4011,428,2662,0,4818
SEA,5204,60211,59417,14503,1467,11835,9,25109
SFO,8272,149150,145886,29424,1489,14950,43,91706
SGF,297,4328,4157,1331,137,501,0,1988
SHV,574,6062,5845,733,1208,1102,0,2287
SJC,1739,28011,27506,5098,537,3514,127,15959
SJU,1914,26241,26111,6240,110,3649,34,14000
SLC,9012,88686,85548,26928,6724,15395,89,28487
SMF,2332,33171,32887,5953,89,5789,0,17847
SNA,2003,22784,21977,3978,291,3718,0,11411
SPI,359,5902,6212,1116,179,1739,0,2898
SPN,1,24,15,15,0,0,0,0
SRQ,276,8432,8120,1124,51,3799,0,2842
STL,2639,43075,40951,6840,654,10271,210,19829
STT,609,6102,7446,1109,237,1960,17,3419
STX,257,4171,4293,2109,0,334,55,1468
SUN,13,698,716,55,0,61,11,581
SWF,184,3426,3324,831,52,669,0,1571
SYR,440,6291,6614,1066,61,1870,0,3215
TLH,127,1605,1765,669,13,700,0,343
TPA,4704,77098,73430,13315,2814,17063,0,34627
TRI,158,2060,2040,376,0,255,0,1278
TTN,281,4104,4527,923,38,1486,0,1941
TUL,936,7208,7313,1382,373,2164,8,2631
TUS,213,2226,1959,136,0,347,0,1063
TVC,200,2752,2509,344,178,307,0,1506
TWF,2,527,496,0,389,3,0,104
TYS,439,6866,7543,678,269,2096,0,3943
VPS,252,4421,4308,1074,73,578,0,2358
WRG,99,775,829,432,0,28,0,275
XNA,308,10320,11042,4546,0,2817,0,3440
YUM,2,0,0,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
