Origin,Dest
PHL,LAS
PHL,MSY
PHL,MYR
PHL,CVG
PHL,AUS
PHL,ILM
PHL,SAV
PHL,SLC
PHL,CHS
PHL,PBI
PHL,RSW
PHL,ORD
PHL,DCA
PHL,PHX
PHX,HNL
PHX,LIH
PHX,EWR
PHX,PSP
PHX,FLG
PHX,AUS
PHX,DSM
PHX,FAT
PHX,PHL
PHX,KOA
PHX,CLE
PHX,CLT
PHX,ORD
PHX,SEA
PHX,ABQ
PHX,JFK
PHX,SAN
PHX,EUG
PHX,ROW
PHX,ICT
PHX,DRO
PHX,SBA
PHX,LAS
PHX,CVG
PHX,STL
PHX,YUM
PHX,TUS
PHX,MIA
PHX,IAD
PHX,COS
PHX,RDM
PHX,LGB
PHX,MAF
PHX,SGU
PHX,LBB
PHX,MEM
PHX,SAF
PHX,EGE
PHX,DFW
PHX,IAH
PHX,ANC
PHX,SAT
PHX,OGG
PHX,ATL
PHX,SJC
PHX,MCI
PHX,GEG
PHX,TPA
PHX,MCO
PHX,MKE
PHX,RNO
PHX,BWI
PHX,FLL
PHX,CMH
PHX,BOS
PHX,DCA
PHX,OAK
PHX,LAX
PHX,PIT
PHX,MSP
PHX,IND
PHX,SLC
PHX,BOI
PHX,SMF
PHX,DEN
PHX,OMA
PHX,SNA
PHX,DTW
PHX,PDX
PHX,SFO
PHX,ONT
PHX,BHM
PHX,OKC
PHX,BFL
PHX,MDW
PHX,BUR
PHX,BUF
PHX,TUL
PHX,MSY
PHX,ELP
PHX,MRY
PHX,RDU
PHX,GJT
PHX,SDF
PHX,BNA
PHX,LIT
PHX,DAL
PHX,SBP
PHX,HOU
PHX,MTJ
PIA,ORD
PIA,MSP
PIA,DFW
PIA,DTW
PIA,IAH
PIA,ATL
PIB,MEI
PIB,DFW
PIH,SLC
PIT,JFK
PIT,DAL
PIT,BWI
PIT,LGA
PIT,MSP
PIT,CLT
PIT,EWR
PIT,RSW
PIT,TPA
PIT,FLL
PIT,ORD
PIT,PHX
PIT,DCA
PIT,DTW
PIT,SFO
PIT,DFW
PIT,STL
PIT,LAS
PIT,MCO
PIT,ATL
PIT,BOS
PIT,PHL
PIT,DEN
PIT,IAH
PIT,LAX
PIT,HOU
PIT,PBI
PIT,BNA
PIT,MDW
PLN,DTW
PLN,APN
PLN,MSP
PLN,CIU
PNS,MCI
PNS,IAH
PNS,ATL
PNS,DAL
PNS,ECP
PNS,DFW
PNS,ORD
PNS,BNA
PNS,MDW
PNS,HOU
PPG,HNL
PSC,SEA
PSC,DEN
PSC,SLC
PSC,SFO
PSC,MSP
PSE,MCO
PSE,JFK
PSG,WRG
PSG,JNU
PSP,SEA
PSP,LAX
PSP,SFO
PSP,JFK
PSP,IAH
PSP,DFW
PSP,ORD
PSP,PDX
PSP,DEN
PSP,PHX
PSP,SLC
PSP,MSP
PVD,FLL
PVD,PBI
PVD,DTW
PVD,RSW
PVD,DCA
PVD,MCO
PVD,TPA
PVD,BWI
PVD,ATL
PVD,EWR
PVD,MDW
PVD,ORD
PVD,PHL
PVD,CLT
PWM,IAD
PWM,ORD
PWM,ATL
PWM,JFK
PWM,CLT
PWM,BWI
PWM,DCA
PWM,MCO
PWM,MDW
PWM,DTW
PWM,LGA
PWM,EWR
RAP,ORD
RAP,DEN
RAP,SLC
RAP,MSP
RAP,ATL
RAP,IAH
RDD,SFO
RDM,DEN
RDM,PHX
RDM,SFO
RDM,LAX
RDM,SLC
RDU,CLT
RDU,DEN
RDU,TPA
RDU,LAX
RDU,BDL
RDU,MDW
RDU,STL
RDU,MIA
RDU,SFO
RDU,DTW
RDU,EWR
RDU,PHX
RDU,SLC
RDU,LGA
RDU,IAH
RDU,SEA
RDU,CMH
RDU,TTN
RDU,MSN
RDU,PHL
RDU,DFW
RDU,BNA
RDU,ATL
RDU,LAS
RDU,BOS
RDU,IAD
RDU,BWI
RDU,MSP
RDU,HOU
RDU,CVG
RDU,IND
RDU,MCO
RDU,FLL
RDU,DAL
RDU,JFK
RDU,CLE
RDU,ORD
RHI,MSP
RHI,IMT
RIC,BOS
RIC,LGA
RIC,JFK
RIC,MSP
RIC,PHL
RIC,DEN
RIC,CLT
RIC,ORD
RIC,IAH
RIC,DTW
RIC,ATL
RIC,DFW
RIC,EWR
RIC,FLL
RIC,MCO
RKS,DEN
RNO,SFO
RNO,SLC
RNO,ATL
RNO,JFK
RNO,DEN
RNO,LAX
RNO,SAN
RNO,DFW
RNO,OAK
RNO,ORD
RNO,LGB
RNO,IAH
RNO,LAS
RNO,MSP
RNO,MDW
RNO,PHX
ROA,ATL
ROA,ORD
ROC,ATL
ROC,EWR
ROC,MCO
ROC,DTW
ROC,ORD
ROC,BWI
ROC,CLT
ROC,MSP
ROC,LGA
ROC,JFK
ROC,TPA
ROW,DFW
ROW,PHX
RST,MSP
RST,ATL
RSW,CLT
RSW,DFW
RSW,LGA
RSW,TTN
RSW,STL
RSW,ORD
RSW,IAH
RSW,ALB
RSW,HPN
RSW,DTW
RSW,ATL
RSW,EWR
RSW,LBE
RSW,BOS
RSW,MSP
RSW,MKE
RSW,PHL
RSW,IND
RSW,PVD
RSW,DCA
RSW,FNT
RSW,CLE
RSW,BWI
RSW,BNA
RSW,CAK
RSW,CMH
RSW,MDW
RSW,PIT
RSW,DAL
RSW,GRR
RSW,BDL
RSW,ACY
RSW,DEN
RSW,JFK
RSW,BUF
RSW,MCI
RSW,CVG
SAF,PHX
SAF,DFW
SAN,FAT
SAN,BOI
SAN,OAK
SAN,RNO
SAN,SAT
SAN,KOA
SAN,SJC
SAN,SMF
SAN,PHL
SAN,TUS
SAN,CLT
SAN,LIH
SAN,PHX
SAN,DEN
SAN,MSY
SAN,BNA
SAN,SFO
SAN,LAS
SAN,OGG
SAN,AUS
SAN,IAH
SAN,SLC
SAN,LAX
SAN,MIA
SAN,DFW
SAN,IAD
SAN,ORD
SAN,BOS
SAN,ATL
SAN,ABQ
SAN,DTW
SAN,SEA
SAN,MSN
SAN,BWI
SAN,HNL
SAN,MKE
SAN,JFK
SAN,FLL
SAN,MDW
SAN,STL
SAN,MCO
SAN,HDN
SAN,EWR
SAN,HOU
SAN,DAL
SAN,PDX
SAN,MCI
SAN,MSP
SAT,IAH
SAT,DFW
SAT,MIA
SAT,LRD
SAT,SLC
SAT,MCO
SAT,PHL
SAT,DEN
SAT,MDW
SAT,LAS
SAT,LAX
SAT,MSY
SAT,HOU
SAT,SAN
SAT,STL
SAT,TPA
SAT,SFO
SAT,ATL
SAT,ELP
SAT,PHX
SAT,MSP
SAT,MCI
SAT,JFK
SAT,DTW
SAT,DAL
SAT,ORD
SAT,BWI
SAT,SEA
SAT,CLT
SAT,BNA
SAT,EWR
SAV,JFK
SAV,ORD
SAV,PHL
SAV,DTW
SAV,ATL
SAV,EWR
SAV,BOS
SAV,IAH
SAV,LGA
SAV,MSP
SBA,DEN
SBA,SFO
SBA,PDX
SBA,SEA
SBA,LAX
SBA,PHX
SBN,MSP
SBN,LGA
SBN,ATL
SBN,EWR
SBN,IAH
SBN,DTW
SBN,ORD
SBP,SFO
SBP,PHX
SBP,LAX
SCC,BRW
SCC,ANC
SCE,ORD
SCE,ATL
SCE,DTW
SDF,ATL
SDF,TPA
SDF,PHX
SDF,MDW
SDF,LAS
SDF,BWI
SDF,MSP
SDF,DFW
SDF,IAH
SDF,MCO
SDF,LGA
SDF,DTW
SDF,ORD
SDF,CLT
SDF,IAD
SDF,DEN
SDF,LAX
SDF,EWR
SEA,DAL
SEA,BIL
SEA,SBA
SEA,OMA
SEA,JFK
SEA,MKE
SEA,MSO
SEA,SUN
SEA,COS
SEA,LWS
SEA,CLE
SEA,BOI
SEA,MIA
SEA,PSC
SEA,ORD
SEA,SIT
SEA,DFW
SEA,MDW
SEA,HDN
SEA,HOU
SEA,MCO
SEA,SAN
SEA,JNU
SEA,SMF
SEA,CHS
SEA,LAX
SEA,CLT
SEA,BWI
SEA,TPA
SEA,MSY
SEA,DTW
SEA,KOA
SEA,LIH
SEA,ABQ
SEA,JAC
SEA,FAI
SEA,CVG
SEA,PHX
SEA,OGG
SEA,PSP
SEA,ONT
SEA,BUR
SEA,PHL
SEA,KTN
SEA,LAS
SEA,TUS
SEA,PDX
SEA,RDU
SEA,DEN
SEA,BOS
SEA,MSP
SEA,HNL
SEA,LGB
SEA,IAD
SEA,ANC
SEA,FLL
SEA,SLC
SEA,FAT
SEA,IAH
SEA,SAT
SEA,BLI
SEA,DCA
SEA,OKC
SEA,BZN
SEA,GEG
SEA,ATL
SEA,STL
SEA,SJC
SEA,SNA
SEA,EWR
SEA,MCI
SEA,SFO
SEA,AUS
SEA,BNA
SEA,OAK
SFO,DCA
SFO,BOS
SFO,PSP
SFO,PDX
SFO,MCO
SFO,SEA
SFO,DTW
SFO,ABQ
SFO,FLL
SFO,EWR
SFO,MSY
SFO,RDU
SFO,IND
SFO,XNA
SFO,MDW
SFO,BUR
SFO,SLC
SFO,SMX
SFO,OMA
SFO,IAH
SFO,CLT
SFO,SAT
SFO,MFR
SFO,KOA
SFO,CLE
SFO,RDD
SFO,OTH
SFO,BWI
SFO,BNA
SFO,MCI
SFO,MMH
SFO,OKC
SFO,LIH
SFO,PHX
SFO,IAD
SFO,SUN
SFO,MKE
SFO,RNO
SFO,AUS
SFO,PSC
SFO,RDM
SFO,TUS
SFO,PHL
SFO,ANC
SFO,STL
SFO,ATL
SFO,JAC
SFO,HNL
SFO,MRY
SFO,LAX
SFO,BZN
SFO,MIA
SFO,CVG
SFO,EUG
SFO,ACV
SFO,MSN
SFO,BFL
SFO,SBP
SFO,MTJ
SFO,SAN
SFO,DAL
SFO,PIT
SFO,FAT
SFO,MSP
SFO,OGG
SFO,ASE
SFO,HDN
SFO,ORD
SFO,SMF
SFO,DFW
SFO,FCA
SFO,SNA
SFO,MSO
SFO,BOI
SFO,LAS
SFO,JFK
SFO,SJC
SFO,DEN
SFO,ONT
SFO,SBA
SFO,LGB
SGF,DEN
SGF,ATL
SGF,ORD
SGF,IAH
SGU,SLC
SGU,DEN
SGU,PHX
SHV,IAH
SHV,DFW
SHV,DEN
SHV,ATL
SIT,KTN
SIT,ANC
SIT,JNU
SIT,SEA
SJC,MSP
SJC,SNA
SJC,LWS
SJC,SAN
SJC,ONT
SJC,DFW
SJC,MDW
SJC,OGG
SJC,LIH
SJC,HNL
SJC,DAL
SJC,AUS
SJC,BUR
SJC,ORD
SJC,ATL
SJC,LAS
SJC,PHX
SJC,MRY
SJC,SEA
SJC,KOA
SJC,IAH
SJC,CLT
SJC,DEN
SJC,SLC
SJC,JFK
SJC,BOS
SJC,LAX
SJC,BWI
SJC,PDX
SJT,DFW
SJU,BWI
SJU,MIA
SJU,IAH
SJU,JFK
SJU,IAD
SJU,PHL
SJU,STX
SJU,HOU
SJU,ATL
SJU,STT
SJU,ORD
SJU,TPA
SJU,DCA
SJU,MSP
SJU,MCO
SJU,BOS
SJU,FLL
SJU,DFW
SJU,EWR
SJU,CLE
SJU,DTW
SJU,BDL
SJU,CLT
SLC,DTW
SLC,EUG
SLC,MSO
SLC,LAS
SLC,STL
SLC,PSC
SLC,BWI
SLC,GEG
SLC,MSP
SLC,SUN
SLC,BZN
SLC,TWF
SLC,MFR
SLC,DCA
SLC,AUS
SLC,JAC
SLC,ANC
SLC,OAK
SLC,WYS
SLC,FAT
SLC,ABQ
SLC,FCA
SLC,PHL
SLC,IAH
SLC,PIH
SLC,GCC
SLC,EWR
SLC,CPR
SLC,PSP
SLC,SAT
SLC,OKC
SLC,LAX
SLC,IND
SLC,CLT
SLC,TUS
SLC,LGB
SLC,ATL
SLC,COS
SLC,DEN
SLC,HOU
SLC,SJC
SLC,BNA
SLC,PHX
SLC,SGU
SLC,BIL
SLC,ASE
SLC,SEA
SLC,TUL
SLC,RDU
SLC,HLN
SLC,IDA
SLC,LWS
SLC,GTF
SLC,SMF
SLC,DAL
SLC,MCO
SLC,BOS
SLC,ORD
SLC,CDC
SLC,MIA
SLC,BUR
SLC,MDW
SLC,RAP
SLC,BTM
SLC,DFW
SLC,CVG
SLC,RDM
SLC,MSN
SLC,SFO
SLC,COD
SLC,RNO
SLC,SAN
SLC,PDX
SLC,SNA
SLC,MSY
SLC,GJT
SLC,JFK
SLC,HNL
SLC,ONT
SLC,OMA
SLC,BOI
SLC,EKO
SLC,MCI
SLC,DSM
SMF,RNO
SMF,PHX
SMF,SEA
SMF,LGB
SMF,SLC
SMF,MSP
SMF,HNL
SMF,BOI
SMF,ATL
SMF,DFW
SMF,LAX
SMF,SFO
SMF,ONT
SMF,BWI
SMF,MDW
SMF,PDX
SMF,LAS
SMF,SAN
SMF,ORD
SMF,IAD
SMF,DEN
SMF,SNA
SMF,IAH
SMF,DAL
SMF,BUR
SMF,JFK
SMF,OGG
SMF,BOS
SMF,CLT
SMX,SFO
SNA,MDW
SNA,MSP
SNA,PHX
SNA,STL
SNA,MCI
SNA,SEA
SNA,LAS
SNA,SFO
SNA,EWR
SNA,IAH
SNA,SLC
SNA,PDX
SNA,SMF
SNA,SJC
SNA,AUS
SNA,OAK
SNA,HOU
SNA,DAL
SNA,DEN
SNA,DFW
SNA,ORD
SNA,ATL
SPI,ORD
SPI,DFW
SPN,GUM
SPS,DFW
SRQ,EWR
SRQ,BOS
SRQ,DTW
SRQ,ORD
SRQ,LGA
SRQ,JFK
SRQ,ATL
STL,IAH
STL,MDW
STL,SLC
STL,TPA
STL,PHL
STL,TUL
STL,PHX
STL,DFW
STL,CVG
STL,MKE
STL,ATL
STL,SFO
STL,PDX
STL,DTW
STL,SNA
STL,OKC
STL,LIT
STL,OMA
STL,SAT
STL,RDU
STL,MSY
STL,FLL
STL,CLT
STL,ICT
STL,DCA
STL,OAK
STL,EWR
STL,RSW
STL,DSM
STL,DAL
STL,ECP
STL,CMH
STL,BWI
STL,BOS
STL,LAX
STL,SEA
STL,PIT
STL,BNA
STL,AUS
STL,MSP
STL,DEN
STL,MCI
STL,SAN
STL,LGA
STL,ORD
STL,MIA
STL,LAS
STL,HOU
STL,CLE
STL,GRR
STL,MCO
STT,IAH
STT,EWR
STT,JFK
STT,BOS
STT,MIA
STT,CLT
STT,FLL
STT,PHL
STT,ATL
STT,SJU
STT,IAD
STT,ORD
STX,ATL
STX,MIA
STX,SJU
STX,CLT
SUN,SLC
SUN,SEA
SUN,DEN
SUN,LAX
SUN,SFO
SWF,MCO
SWF,BOS
SWF,PBI
SWF,FLL
SWF,RSW
SYR,ORD
SYR,DTW
SYR,EWR
SYR,CLT
SYR,JFK
SYR,MCO
SYR,FLL
SYR,MSP
SYR,ITH
SYR,LGA
SYR,ATL
TLH,ATL
TLH,VLD
TLH,ECP
TLH,DFW
TPA,FLL
TPA,MSY
TPA,DCA
TPA,MKE
TPA,LGA
TPA,CVG
TPA,PHL
TPA,FNT
TPA,PIT
TPA,HOU
TPA,RDU
TPA,MHT
TPA,DTW
TPA,TTN
TPA,MCI
TPA,LAS
TPA,ISP
TPA,IND
TPA,ROC
TPA,SEA
TPA,SAT
TPA,ORD
TPA,DEN
TPA,MEM
TPA,IAH
TPA,PVD
TPA,STL
TPA,SDF
TPA,MDW
TPA,ACY
TPA,MIA
TPA,ORF
TPA,ALB
TPA,BDL
TPA,PHX
TPA,DFW
TPA,DAY
TPA,SJU
TPA,AUS
TPA,BHM
TPA,BNA
TPA,JFK
TPA,IAD
TPA,BUF
TPA,BWI
TPA,BOS
TPA,CAK
TPA,ATL
TPA,CMH
TPA,DAL
TPA,LAX
TPA,GRR
TPA,EWR
TPA,HPN
TPA,MSP
TPA,CLT
TPA,CLE
TPA,LBE
TRI,ATL
TTN,CLT
TTN,RSW
TTN,DTW
TTN,PGD
TTN,PBI
TTN,FLL
TTN,MCO
TTN,TPA
TTN,ORD
TTN,RDU
TTN,UST
TTN,ATL
TUL,DFW
TUL,ORD
TUL,HOU
TUL,DAL
TUL,MDW
TUL,DTW
TUL,MIA
TUL,LAS
TUL,STL
TUL,PHX
TUL,ATL
TUL,MSP
TUL,DEN
TUL,SLC
TUL,IAH
TUS,DFW
TUS,PDX
TUS,JFK
TUS,OAK
TUS,SEA
TUS,LAX
TUS,ATL
TUS,SFO
TUS,LAS
TUS,MDW
TUS,PHX
TUS,HOU
TUS,MSP
TUS,SLC
TUS,DEN
TUS,SAN
TUS,IAH
TUS,ORD
TVC,ATL
TVC,MSP
TVC,DTW
TVC,LGA
TVC,EWR
TVC,ORD
TWF,SUN
TWF,SFO
TWF,LAX
TWF,DEN
TWF,SLC
TWF,SEA
TXK,DFW
TYR,IAH
TYR,DFW
TYS,DEN
TYS,ATL
TYS,BNA
TYS,EWR
TYS,DTW
TYS,IAH
TYS,LGA
TYS,ORD
TYS,DFW
UST,TTN
UST,PHL
UST,ORD
VLD,ATL
VPS,IAH
VPS,DFW
VPS,ATL
WRG,PSG
WRG,KTN
WYS,SLC
XNA,DEN
XNA,ATL
XNA,CVG
XNA,LGA
XNA,ORD
XNA,DFW
XNA,IND
XNA,EWR
XNA,MSP
XNA,SFO
XNA,IAH
YAK,CDV
YAK,JNU
YUM,PHX
