Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,277,5723,5480,3552,0,312,0,1464
ABQ,1277,12841,11570,2811,23,2060,98,5073
ABR,276,1771,1646,1,0,113,0,1328
ACK,1,0,0,,,,,
ACT,125,934,818,328,0,44,0,289
ACV,24,630,605,0,0,164,0,404
ACY,155,2858,2826,252,0,2118,0,266
AEX,279,4109,3884,1272,0,156,0,2227
AGS,269,5128,4707,1461,0,530,0,2531
ALB,532,3997,3864,562,72,1198,0,1508
AMA,173,1574,1362,87,209,416,0,483
ANC,714,4869,5206,1693,14,843,0,1674
APN,269,4357,3593,168,39,81,0,3108
ASE,532,11497,11312,1265,668,2104,20,6592
ATL,25307,248508,236334,100287,7527,49871,101,54854
ATW,340,2322,2787,437,104,629,0,1268
AUS,2900,36391,36357,7796,1310,11121,0,12387
AVL,150,2081,1999,385,85,626,0,758
AVP,29,334,289,117,0,0,0,111
AZO,211,3153,3094,1262,0,251,0,1490
BDL,552,6172,6021,1364,172,1366,0,2472
BET,364,700,986,95,3,139,0,417
BFL,380,6814,6885,1690,40,1963,0,2908
BGM,29,365,279,0,0,0,0,260
BGR,9,29,0,,,,,
BHM,429,4776,4871,1679,287,1416,0,1099
BIL,952,6955,6885,1748,291,711,0,3593
BIS,450,4884,5138,353,89,500,0,3797
BJI,104,1582,1574,28,0,72,0,1380
BMI,36,362,332,0,0,57,0,261
BNA,2301,25979,27575,5423,372,6032,0,13088
BOI,790,6077,6320,1743,18,680,0,2897
BOS,5644,60358,60011,14789,3122,19478,33,16893
BQK,37,619,661,309,0,48,0,284
BRO,272,2519,2522,619,601,733,0,487
BTM,170,2560,2543,1344,0,118,0,954
BTR,100,1100,1249,594,0,198,0,390
BTV,142,1550,1859,348,3,971,0,429
BUF,1164,11420,11027,1957,458,2695,0,5049
BUR,1539,15735,16364,2499,878,2877,0,7623
BWI,5441,54002,52642,17362,4469,12126,19,12078
BZN,882,8803,8715,1447,25,1420,0,5003
CAE,205,3896,3559,903,0,610,0,1940
CAK,347,5015,4879,1139,0,1913,0,1436
CDV,363,2394,2493,905,0,192,118,1059
CHA,300,4925,4123,1365,1,343,0,2154
CHO,45,590,527,0,0,74,0,422
CHS,878,9072,8918,1762,115,3281,0,3113
CID,471,5152,5182,340,0,1468,0,2961
CIU,2,1,3,,,,,
CLE,1169,16234,16559,3437,391,6867,0,4785
CLL,17,75,66,0,0,0,0,47
CLT,7900,67160,69321,19319,416,22192,100,19020
CMH,1137,10582,11289,1619,103,4098,0,4414
CMX,356,8948,9502,1943,297,2697,0,4309
COD,26,481,440,33,35,3,0,330
COS,384,5709,5844,1013,128,826,0,3564
CPR,333,2867,2988,595,73,312,0,1796
CRP,100,442,410,0,55,68,0,246
CSG,22,225,223,125,0,1,0,88
CVG,543,6834,7841,1861,137,3478,0,1841
CWA,116,1291,1623,64,0,809,0,591
DAB,11,378,435,26,235,76,0,88
DAL,4679,51894,56588,12410,3808,18714,1232,13162
DAY,603,7877,8442,1909,266,2511,0,3069
DCA,3901,36186,41579,6974,1381,14167,0,15347
DEN,6965,76480,73590,20092,3440,18546,33,24336
DFW,10594,137529,150818,42000,5909,38073,81,53077
DLH,6,80,144,0,0,73,0,71
DRO,79,907,900,212,37,190,0,437
DSM,519,3147,2824,462,107,484,0,1446
DTW,4993,52609,52029,19645,1602,12566,0,14539
ECP,192,1271,1135,248,12,286,0,513
EGE,376,6534,6189,2472,67,717,0,2653
ELM,60,438,493,174,0,87,0,220
ELP,1175,15654,15076,4191,736,2953,0,6017
ERI,7,18,3,,,,,
ESC,38,792,737,206,0,14,0,499
EUG,577,10197,10351,1873,0,3917,0,4165
EVV,16,170,126,92,0,0,0,33
EWR,6666,76201,70873,25948,1534,14502,18,22312
EYW,121,1653,1515,90,25,118,0,1238
FAR,486,4435,4759,1641,79,631,0,2123
FAT,393,4509,5322,1330,0,928,0,2452
FAY,213,2573,2284,318,0,165,0,1694
FCA,196,1338,1213,445,0,75,0,572
FLG,238,1902,1598,223,163,98,0,844
FLL,4474,71325,69877,19512,4381,18738,311,22382
FNT,269,1727,1703,63,600,231,0,590
FSD,443,4486,4726,1557,318,416,0,2039
FWA,234,2135,1959,212,0,164,0,1279
GCC,311,1504,1467,263,0,300,0,703
GEG,1663,14314,13707,3674,445,1794,0,6157
GFK,205,1936,2131,90,0,191,0,1660
GGG,38,941,1001,84,0,90,0,776
GJT,142,1611,1699,54,0,1412,0,173
GNV,84,819,765,200,0,80,0,438
GPT,355,4085,3914,2134,15,503,0,1071
GRB,265,2324,2744,194,1,1085,16,1089
GRK,133,2017,2242,601,0,465,0,1060
GRR,792,7613,7406,1364,112,1607,0,3710
GSO,274,5702,5840,1377,0,1809,0,2364
GSP,86,1974,2051,532,356,780,0,232
GTF,235,2565,2445,843,0,191,0,1155
GTR,58,279,275,106,0,14,0,126
GUC,98,1945,2077,1158,0,210,0,624
HDN,157,1729,1708,141,0,238,0,1153
HLN,361,1708,1775,16,0,184,0,1198
HNL,3811,25903,28541,13671,195,1836,97,5616
HOU,2306,26973,26712,7277,1019,5042,7,10213
HPN,235,4670,4305,2120,299,587,17,997
HRL,159,1194,939,498,0,255,0,80
HSV,144,1366,1212,179,0,794,0,192
HYA,121,1789,1613,294,0,781,0,410
IAD,390,4953,4372,600,6,1277,0,2240
IAG,111,966,790,138,0,270,0,301
IAH,10153,111850,117124,27201,9116,37932,70,33669
ICT,211,1097,977,287,85,179,0,304
IDA,461,4796,4791,376,479,574,0,3028
IMT,323,4607,4137,470,0,132,0,3376
IND,956,8443,8544,2246,310,1657,0,3424
INL,116,1958,1794,683,0,45,0,988
ISN,353,2333,2595,664,0,496,0,1234
ISP,338,3653,3196,1471,273,440,0,757
ITH,3,0,0,,,,,
ITO,366,1273,1539,237,123,44,0,584
JAC,779,16109,16686,3212,405,4371,45,7911
JAN,405,3564,3313,1026,17,1102,0,1005
JAX,940,7332,6914,1492,180,2532,0,1875
JFK,4132,53146,54856,22129,2422,14812,86,11724
JMS,233,2421,2247,726,10,185,0,1148
JNU,545,4050,4199,1152,232,432,0,1739
KOA,1355,9062,9001,1312,59,1562,55,3854
KTN,470,3700,3937,842,0,261,0,2364
LAN,384,4202,4264,598,0,1181,0,2161
LAS,10654,144686,143450,36620,3701,32587,92,55796
LAW,166,1515,1513,463,0,162,0,819
LAX,13101,211462,202408,54973,3178,45490,354,78977
LBB,315,1906,2282,448,205,519,0,786
LBE,67,1202,1153,94,0,503,0,482
LEX,437,8171,8181,2088,14,1235,0,4350
LFT,119,2992,3168,1893,191,333,0,681
LGA,5693,77143,78277,22832,2376,19315,57,29145
LGB,768,11915,12358,3089,11,4577,0,3973
LIH,1220,10472,10067,2441,189,534,2,5295
LIT,297,2888,2555,511,40,285,0,1569
LNK,150,2753,2854,869,0,169,0,1625
LSE,11,11,12,,,,,
MAF,860,6673,6751,2039,156,1558,0,2337
MBS,186,2498,2397,513,23,123,0,1621
MCI,2963,28157,29518,4927,1431,7925,13,11561
MCO,7434,100676,102033,26985,7117,24792,100,35172
MDT,85,1260,1184,117,20,7,0,933
MDW,7107,62954,56824,17704,3395,11414,0,15132
MEM,260,2067,1992,664,0,399,0,767
MFE,164,1262,1160,19,0,313,0,754
MFR,362,5135,5076,271,0,2114,0,2417
MGM,62,1317,1384,692,0,298,0,330
MHT,289,1906,1882,741,0,399,0,542
MIA,2094,38766,40264,11059,1507,13493,32,11866
MKE,1519,17284,16795,4277,539,3387,0,7415
MLI,234,1419,1503,60,0,240,0,976
MLU,127,1336,1031,73,0,65,0,807
MMH,7,125,116,0,0,0,0,116
MOB,505,11030,11128,2929,3,984,0,6623
MOT,495,5946,6007,1589,90,552,6,3527
MSN,230,3063,2960,781,0,541,0,1532
