Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,18,497,506,11,0,0,0,446
ABQ,1211,20259,18477,3889,261,2518,147,10054
ABR,90,1565,1748,569,0,176,12,849
ABY,13,142,161,10,0,18,0,108
ACT,1,0,0,,,,,
ACV,5,0,0,,,,,
AGS,308,5450,5035,1021,15,1146,0,2653
ALB,490,8563,9145,1044,818,2269,4,4553
AMA,123,1426,1164,112,0,239,0,659
ANC,1347,5088,5569,2375,234,808,0,804
ASE,326,4069,4194,479,231,706,0,2495
ATL,27199,319231,293013,99334,18121,66820,75,82837
ATW,43,283,311,4,0,24,0,259
AUS,3312,44131,42664,10000,1430,9453,0,17416
AVL,237,8132,8064,4000,0,608,0,3292
AVP,11,164,164,0,0,149,0,5
BDL,902,12187,9834,2746,262,1782,0,4327
BFL,72,1557,1467,784,0,52,0,591
BGR,3,27,36,0,0,16,0,20
BHM,460,5890,6027,1279,45,1009,0,3129
BIL,7,0,0,,,,,
BIS,75,818,759,306,0,46,0,390
BLI,56,988,929,269,32,36,0,557
BMI,156,1304,1906,381,40,519,0,664
BNA,2345,34544,34413,6288,1775,8560,0,14973
BOI,1072,13747,12385,3793,69,863,0,6382
BOS,6064,81762,85472,20012,1814,35493,0,21528
BRD,259,1805,2524,82,0,747,0,1461
BRO,28,177,169,0,0,0,0,140
BTR,568,7717,8209,2119,10,1774,0,3815
BTV,92,1477,1545,86,0,743,0,658
BUF,906,18222,17425,4604,569,4132,0,7383
BUR,1259,13059,12734,1410,377,1597,0,7441
BWI,5472,70535,70135,21198,7848,15883,7,18126
BZN,133,977,971,164,0,254,0,474
CAE,256,4119,3883,1148,38,695,0,1886
CAK,736,14329,14693,2628,198,8094,0,3031
CDC,1,163,148,0,0,0,0,148
CHA,410,10522,11070,2471,252,2774,0,5162
CHO,341,6225,5837,586,72,1676,0,3285
CHS,700,8776,8212,1988,72,2004,0,3531
CID,169,2812,2894,240,326,1137,0,1057
CIU,155,2043,1684,35,26,70,0,1451
CLE,2092,23894,23619,4846,1189,6827,3,8619
CLL,110,814,610,12,0,294,0,251
CLT,1582,23982,26316,6777,2217,8374,91,6967
CMH,1619,19580,21268,4662,1106,5635,0,7980
CMX,6,148,143,62,0,7,0,74
COD,34,827,878,652,0,35,0,138
COS,306,4451,4823,1036,571,1213,0,1681
CRP,137,3110,2787,337,39,778,0,1411
CVG,559,8719,10196,1853,110,4483,0,3084
CWA,93,537,762,68,51,221,0,307
DAB,21,441,411,364,0,0,0,47
DAL,4432,63191,65270,17460,4147,12318,76,24248
DAY,165,1545,1685,109,227,897,0,307
DCA,4375,57323,66232,14755,2992,18302,1,25418
DEN,17165,214328,207841,55212,9249,45353,9,78875
DFW,10409,155945,167901,49577,6603,35600,45,64048
DLH,113,3606,3677,20,1053,282,0,2209
DRO,80,998,1059,329,23,314,0,339
DSM,121,1744,1678,205,86,580,0,739
DTW,16043,202745,207651,73132,8274,57058,13,55101
DVL,65,987,897,40,0,93,0,728
ECP,22,458,454,9,0,27,0,379
EGE,35,638,546,35,0,70,0,391
ELM,285,2427,2167,740,0,122,0,1140
ELP,600,13686,13701,3064,464,2671,10,6461
EUG,520,7338,6717,557,0,672,0,4943
EVV,370,5940,6610,970,180,3019,0,2106
EWN,69,1896,1855,1152,0,46,0,567
EWR,7987,153922,153583,40086,10906,42748,12,51065
EYW,115,1572,1436,14,1064,2,0,241
FAR,179,1321,1659,157,0,651,0,631
FAT,392,7150,7195,1422,0,674,0,4678
FAY,331,5298,5017,2468,0,655,0,1635
FCA,38,375,474,1,64,133,0,255
FLG,238,2654,2533,451,224,243,0,1312
FLL,6149,110980,112651,24042,6876,42829,54,32903
FNT,90,606,539,59,159,27,0,245
FSD,244,3673,3988,1230,171,716,0,1633
FSM,314,5428,5206,2364,0,332,0,2376
FWA,289,5899,5365,3284,15,128,0,1698
GCK,1,0,0,,,,,
GEG,425,2720,2707,571,0,593,0,1130
GFK,316,3538,3904,652,0,458,0,2626
GJT,434,2740,2793,577,0,233,0,1639
GNV,152,2091,2004,277,0,107,0,1531
GPT,40,341,306,0,0,75,0,225
GRB,138,848,1125,71,0,252,0,708
GRI,1,0,0,,,,,
GRK,126,657,521,20,0,57,0,354
GRR,637,6117,7022,1749,270,2086,0,2223
GSO,252,6537,6556,315,0,3282,0,2778
GSP,75,1191,922,324,0,47,0,529
GTF,53,613,622,0,0,19,0,595
GTR,121,1846,1820,110,0,97,0,1534
HDN,22,546,575,0,0,151,0,388
HNL,3543,26802,24489,9220,25,1601,0,8746
HOU,1976,26805,26820,9275,1579,3816,15,9146
HPN,847,18952,20150,8090,991,3979,0,5990
HRL,304,4410,4308,667,205,710,0,2337
HSV,35,464,429,4,0,12,0,394
IAD,1447,16188,15677,3550,1705,5019,0,4449
IAH,9622,129432,130430,32232,8608,34997,47,46432
ICT,709,10341,10930,1013,62,4974,0,4402
IDA,353,1983,2154,241,0,230,0,1438
ILM,248,3680,3933,707,0,742,0,2361
IND,2057,21863,22204,4828,1956,6873,15,6506
ISP,399,6869,6015,1684,632,880,0,2318
ITO,373,2149,2717,291,129,2,0,1306
JAC,374,4489,4699,687,187,448,0,2993
JAN,656,9220,9742,3508,198,2809,0,2708
JAX,1217,12215,11608,2229,380,3335,0,4249
JFK,6487,105383,103527,37431,5813,31522,635,21846
JNU,127,629,547,72,18,17,58,281
KOA,1357,12722,14164,1836,105,2153,47,8450
LAN,91,1475,1472,304,0,164,0,967
LAR,117,2477,2433,476,660,681,0,523
LAS,7304,117699,105597,27281,1199,15461,90,52234
LAW,125,2775,2695,961,0,146,0,1535
LAX,9260,137730,133486,36857,2065,23332,214,58702
LBB,375,3786,3475,551,135,155,0,2280
LCH,141,2413,2311,466,0,57,0,1716
LEX,131,1794,1654,311,0,89,0,1189
LFT,217,2443,2724,152,40,1368,0,974
LGA,7134,131607,144023,32941,8423,42645,93,54115
LGB,685,10402,10184,3936,21,1194,0,4191
LIH,1040,6724,7510,1378,255,1068,0,3384
LIT,486,4912,4212,626,68,791,0,2190
LNK,3,0,0,,,,,
LSE,198,1321,1428,0,18,280,0,940
MAF,365,4828,4721,922,679,273,0,2474
MCI,2589,28623,29023,5316,1320,6527,0,12795
MCO,9306,158414,155616,34620,12453,42383,137,56209
MDT,2,0,0,,,,,
MDW,4549,61018,55089,19865,3370,9593,0,16743
MEM,768,10134,10035,2210,152,2174,0,4614
MFE,11,245,252,0,0,34,0,207
MFR,270,6389,5748,1033,0,733,0,3782
MGM,262,4089,4069,697,0,660,0,2581
MHT,441,6460,5783,739,336,1278,0,3051
MIA,4045,80792,83535,22596,4127,24291,3,27729
MKE,1873,20758,21982,4230,1087,5298,30,9502
MLI,112,438,744,15,16,254,0,245
MLU,308,2617,3066,198,410,1276,0,984
MOB,196,2524,2693,272,1,844,0,1428
MOT,2,0,58,0,0,58,0,0
MRY,38,244,294,0,0,62,0,190
MSN,293,3624,3817,1064,250,576,0,1685
MSO,42,760,579,3,0,83,0,429
MSP,11303,127413,138152,45806,4836,40284,0,36426
MSY,3386,49436,48148,7873,2240,12010,25,21784
MTJ,5,0,1,,,,,
MVY,64,924,866,103,20,290,0,364
MYR,277,2762,2942,182,50,1753,0,677
OAK,2153,30808,28873,6533,516,3957,19,13632
OGG,1774,16402,16592,3952,221,1591,25,7532
OKC,933,11082,10735,1789,210,2592,0,5312
OMA,1063,14592,14187,2403,543,2659,0,7430
ONT,626,11864,11086,2164,200,1165,0,6475
ORD,16923,267221,270389,68619,18829,65569,188,99285
ORF,574,9216,8984,2032,163,2302,0,3946
OTH,16,455,481,0,0,27,0,430
PBI,1198,28505,26780,8163,780,6643,126,9744
PDX,3119,39559,38489,6935,961,7593,12,19131
PHF,5,24,9,,,,,
PHL,4558,53889,61603,18902,1617,18390,65,17738
PHX,8966,118984,120646,31391,1316,26982,272,46780
PIA,398,6634,6490,379,1155,1262,0,3467
PIB,221,4982,5305,2023,0,549,0,2556
PIH,13,42,61,7,0,0,0,25
PIT,1557,22382,21972,5795,326,5766,0,8577
PLN,31,1062,996,0,36,15,0,917
PNS,314,3344,3712,427,60,1276,0,1672
PSC,81,2317,2438,407,0,400,0,1557
PSG,265,1171,1211,168,15,106,0,805
PSP,682,11377,11288,4016,317,1734,0,4450
PVD,369,6451,6341,1678,85,1349,0,2896
PWM,129,2181,2271,449,206,653,0,860
RAP,74,1158,1106,108,34,56,0,804
RDD,16,134,131,0,0,6,0,114
RDM,236,6349,6144,648,332,582,0,4371
RDU,1426,21880,22035,4213,251,5029,17,10678
RHI,305,3654,4003,798,148,331,9,2348
RIC,399,10051,11355,3536,44,3409,5,3916
RNO,418,6832,6101,680,181,781,0,4043
ROA,1,0,0,,,,,
ROC,194,3815,3691,564,0,2010,10,856
ROW,211,1138,1679,111,117,293,0,670
RST,391,6879,6231,1721,0,300,0,3969
RSW,1667,30163,30280,5890,819,11587,90,10385
SAN,4152,50645,49075,7455,782,11302,24,24746
SAT,1016,17485,17566,2185,1113,4072,5,8673
SAV,36,573,450,111,71,8,0,217
SBA,190,1879,1723,0,0,118,0,1486
SBN,51,612,593,161,0,83,0,263
