Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,190,2726,2476,670,47,36,0,1503
ABI,153,2068,2258,158,0,244,0,1546
ABQ,1112,10260,9874,3286,200,1066,0,3943
ABY,178,2001,1875,547,0,167,0,1047
ACK,162,2853,2860,782,187,512,24,1181
ACT,152,2258,2378,442,0,174,0,1476
ACV,96,2581,2629,415,0,702,114,1329
ACY,430,4273,4435,446,0,2752,29,786
AEX,5,0,9,,,,,
AGS,91,730,665,96,0,93,0,385
ALB,767,7566,7208,3145,98,1341,0,1941
AMA,255,1560,1645,344,91,387,0,597
ANC,690,4957,5306,2463,0,469,16,1432
ASE,615,12128,11791,3847,187,1204,0,6151
ATL,25897,216808,200732,89962,7463,33204,22,45998
ATW,58,241,274,102,0,49,0,93
AUS,3022,26519,25990,7650,1081,5690,0,8530
AVL,198,2423,2067,442,2,117,0,1375
AVP,99,894,974,596,0,24,0,219
AZO,1,0,0,,,,,
BDL,1311,10771,9737,2732,395,2168,0,3395
BFF,1,40,,,,,,
BFL,326,3684,3379,1371,0,63,0,1646
BGM,118,1772,1553,642,0,19,0,844
BGR,156,2217,2645,269,24,1011,0,1118
BHM,586,5308,4842,1157,403,1369,0,1490
BIL,6,13,11,,,,,
BIS,67,676,733,42,0,76,0,565
BJI,258,3289,3181,804,0,131,0,1984
BLI,10,9,56,8,0,38,0,0
BMI,29,666,720,435,0,53,0,217
BNA,2338,23437,23756,5525,1267,4935,4,9621
BOI,874,11594,11948,894,92,5090,0,4929
BOS,6146,52252,50817,15516,2026,13984,0,13891
BQK,197,1635,1511,221,0,174,0,989
BQN,179,2029,2046,268,85,245,0,1284
BRO,27,114,122,0,0,0,0,113
BRW,137,564,640,240,38,107,12,148
BTM,36,106,56,0,0,0,0,16
BTR,591,7782,8092,2087,395,1190,0,3884
BTV,124,1266,977,24,0,609,0,263
BUF,660,5547,5968,1414,458,1376,18,2164
BUR,1259,15432,15560,1942,650,3116,0,8255
BWI,4570,41235,38773,12757,2095,7836,63,11433
BZN,325,7508,7082,1364,11,2901,0,2562
CAE,164,1549,1505,185,0,118,0,1105
CAK,78,1408,1294,826,129,111,0,174
CDC,1,2,0,,,,,
CHA,240,3898,4097,62,48,326,0,3329
CHO,276,2235,2126,377,0,235,0,1230
CHS,1390,14455,13220,3058,87,3071,0,6029
CID,245,2160,2154,458,42,201,0,1310
CLE,1958,18553,18163,2848,6,6423,9,7069
CLL,199,1899,2053,110,0,341,0,1492
CLT,2128,17677,17638,5116,22,5217,0,5380
CMH,1162,9260,9065,2286,722,1578,0,3368
CMX,8,3,10,,,,,
COD,348,4535,4811,1658,124,341,13,2148
COS,718,7851,8364,1581,349,1718,0,3847
CPR,59,575,657,0,0,69,0,524
CRP,170,1208,1529,210,36,503,0,679
CRW,34,358,394,56,0,55,0,231
CSG,1,0,0,,,,,
CVG,200,1347,1584,402,0,630,0,462
CWA,101,557,473,0,0,10,0,391
DAB,109,1495,1373,453,48,159,0,604
DAL,4578,46142,46936,13958,2549,9191,1442,13153
DAY,270,1961,2005,459,137,306,0,991
DCA,4853,38614,42540,9797,1242,11773,0,15315
DEN,14108,145652,142156,38200,5538,36858,50,46460
DFW,17832,201994,212521,74302,4704,44208,2,70022
DHN,2,0,4,,,,,
DLH,20,8,65,0,0,22,0,0
DRO,367,1795,2287,698,0,271,0,899
DSM,98,1296,1500,478,10,314,0,584
DTW,11440,105024,105529,42863,3366,20578,25,29557
ECP,418,4102,3949,515,0,406,0,2633
EGE,289,5971,5051,1773,58,788,0,2292
ELM,1,0,0,,,,,
ELP,819,9416,8442,1321,297,710,0,5276
ERI,27,709,753,0,0,60,0,689
EUG,271,5831,5913,625,0,1126,0,3960
EVV,2,0,0,,,,,
EWN,1,0,0,,,,,
EWR,6631,74097,67354,25096,2304,11904,12,22413
EYW,360,3728,2970,992,11,380,0,1394
FAR,68,538,663,0,16,142,0,421
FAT,986,16918,16382,3615,293,2760,124,8665
FAY,130,3507,3020,1866,0,50,0,1059
FCA,249,2987,3033,466,67,997,0,1299
FLL,4192,49878,47148,11054,3285,11688,236,17603
FNT,435,2672,2313,970,76,398,0,637
FSD,29,183,202,9,0,0,0,149
FWA,61,817,804,115,0,72,0,561
GCC,32,142,147,96,0,1,0,35
GEG,181,2422,2492,1232,11,222,0,764
GGG,68,1100,1389,158,0,199,0,901
