Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,1,69,56,56,0,0,0,0
ABQ,3,11,0,,,,,
AGS,1,13,2,,,,,
AMA,1,0,0,,,,,
ANC,234,1303,1422,483,143,239,0,327
ATL,22716,319129,278165,107363,28283,21879,121,100350
AUS,129,1632,1562,57,0,222,0,1175
BDL,65,1886,1997,381,0,275,0,1235
BNA,285,4518,3951,1000,0,341,0,2232
BOS,77,1258,1006,233,7,54,0,594
BUF,1,0,0,,,,,
BWI,4940,68253,61313,18491,1364,4159,10,29740
CAE,1,120,101,101,0,0,0,0
CAK,3,71,85,0,0,24,0,61
CHS,33,144,122,0,0,27,0,65
CLE,54,987,905,40,0,52,0,777
CLT,11261,147523,145716,51947,8912,19676,467,51568
CMH,81,1842,1823,35,230,155,0,1324
COS,1,1,0,,,,,
CVG,2,0,0,,,,,
DAL,1083,23339,21171,5524,580,1207,0,12315
DAY,3,9,0,,,,,
DCA,595,7862,9350,1634,434,2685,0,3934
DEN,6809,87621,78826,24546,3106,10570,0,33872
DFW,7762,135984,137293,56825,11475,13807,44,46306
DTW,4440,66705,65988,31141,3597,7286,139,20219
ELP,28,641,634,24,0,27,0,553
EUG,2,19,20,19,0,1,0,0
EWR,561,14522,12577,3797,1099,1738,41,5396
FAI,1,0,0,,,,,
FAR,1,54,49,28,0,0,0,21
FLG,10,138,178,2,0,32,0,126
FLL,970,20594,19051,3174,49,8269,23,6507
FSD,2,0,6,,,,,
GRR,1,0,0,,,,,
GSP,1,,,,,,,
HIB,37,37,65,0,0,23,0,34
HNL,1955,17629,16984,7252,197,1234,0,6689
HOU,2576,37497,34481,10636,316,2940,27,16888
IAD,2481,25762,21532,7807,1386,3009,0,7574
IAH,585,10531,8829,1636,271,2332,0,4104
IND,18,203,178,30,0,0,0,144
ITO,94,935,840,120,0,184,0,447
JFK,2958,70760,69087,22680,2484,7309,280,32457
JMS,10,46,42,0,0,7,0,35
JNU,331,2082,2250,862,122,239,0,795
KOA,745,8550,7106,2310,77,755,0,3267
LAS,5500,83268,78640,19274,1123,13929,136,37783
LAX,9745,171826,158251,44606,2212,24064,2251,73506
LBB,1,0,0,,,,,
LGA,333,8784,7502,756,0,2247,0,4300
LGB,1,175,137,117,0,0,0,20
LIH,967,7382,7640,4322,0,627,11,2042
LNK,2,9,0,,,,,
MCI,50,916,874,26,0,101,0,659
MCO,1478,36609,32808,8663,660,2132,44,19547
MDW,2539,45372,40354,11698,759,2593,16,21765
MEI,58,1580,1594,1480,0,12,0,54
MHT,32,199,81,0,0,5,0,58
MIA,16,132,127,7,0,29,0,78
MKE,28,683,506,47,0,32,0,398
MSN,2,136,127,127,0,0,0,0
MSP,4522,74914,70546,29364,12007,7428,31,17861
MSY,180,2698,2394,189,0,31,0,2066
MYR,366,7389,7042,322,0,2505,0,3905
OAK,313,5739,5727,610,0,754,0,3956
OGG,1467,16676,14127,9026,87,586,0,3430
OMA,2,65,40,0,0,0,0,40
ONT,28,217,120,3,0,0,0,83
ORD,3490,55213,49070,19877,4586,6004,17,15609
PBI,4,18,0,,,,,
PDX,1517,12717,10309,2546,62,1196,7,5109
PHL,900,11166,11308,4043,259,1360,49,4634
PHX,3233,47454,46325,13653,781,4923,28,23107
PIT,16,64,57,0,0,0,0,43
PLN,48,1126,1290,148,0,195,0,876
PSP,42,1358,1147,258,0,112,0,749
PVD,1,0,0,,,,,
RDU,22,308,261,0,0,15,0,229
RHI,31,243,290,134,9,32,0,89
RIC,4,92,94,0,0,10,0,84
RNO,97,2350,2513,12,0,433,0,1987
ROC,1,18,13,,,,,
RSW,81,2454,1944,153,3,92,0,1648
SAN,2990,16658,16055,5360,584,3025,46,4310
SAT,16,127,120,1,0,73,0,23
SCE,2,0,0,,,,,
SEA,3866,41943,39384,13786,1495,4821,0,14234
SFO,8794,112714,98747,35937,1225,7889,0,45383
SJC,1143,18888,16828,2749,181,999,35,11296
SJU,78,1669,1366,396,0,123,0,781
SLC,6408,48259,47644,18249,3732,7244,0,13533
SMF,699,9729,9493,2197,0,1306,0,4970
STL,534,8024,6665,2007,20,339,0,3368
TPA,440,12005,10478,1452,34,183,0,8406
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
