Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABQ,1626,13755,15554,6766,722,4096,0,2481
ABR,4,7,17,7,0,10,0,0
ACK,24,134,155,3,0,31,0,117
ADQ,180,1190,1363,665,8,91,42,345
AEX,162,852,1063,182,0,293,0,542
AGS,209,2663,2592,2259,18,157,0,35
ALB,476,2062,2317,1519,0,475,0,0
AMA,222,1209,1519,906,109,330,0,0
ANC,585,1496,2548,603,158,570,0,507
ASE,477,5290,6094,3454,742,1220,0,57
ATL,28515,145121,146030,73707,3354,24566,113,19256
ATW,73,1235,1316,1153,0,107,0,12
AUS,3247,23894,25981,14068,1758,4241,0,3002
AVL,8,0,20,,,,,
AZO,69,524,705,288,156,220,0,0
BDL,2023,13431,13675,6714,710,2532,0,2189
BET,258,336,463,42,49,94,0,203
BGM,12,0,0,,,,,
BGR,26,182,163,149,0,4,0,0
BHM,722,6248,6557,4083,38,1121,0,750
BIL,17,43,30,,,,,
BIS,88,1339,1433,192,881,321,0,0
BJI,2,5,7,,,,,
BLI,8,121,58,22,0,36,0,0
BMI,12,0,60,0,0,60,0,0
BNA,4154,32544,32035,16325,2590,3906,30,6011
BOI,1611,13580,15668,9300,330,3802,0,680
BOS,8664,66804,69624,29345,2814,18834,478,11529
BPT,5,0,0,,,,,
BRO,34,345,330,101,0,226,0,0
BTR,771,16150,16922,13809,109,1722,0,629
BTV,38,200,109,88,0,0,0,0
BUF,1410,8544,8871,4908,415,1151,6,1600
BUR,1283,4438,4793,801,139,1904,0,1082
BWI,9041,51330,50337,22112,2819,12014,222,5451
BZN,58,348,372,40,0,226,0,0
CAE,272,2686,2851,2259,0,360,0,41
CAK,7,20,28,,,,,
CHA,266,2952,3611,2202,20,781,0,0
CHO,10,0,0,,,,,
CHS,598,2476,2656,1937,0,273,0,297
CID,50,37,137,16,0,64,0,0
CLE,2813,19191,19827,8793,190,6038,0,3125
CLL,14,250,431,250,0,150,0,0
CLT,2394,18209,18709,11152,1147,3112,31,1173
CMH,1519,10071,11206,5310,469,2429,0,1954
COD,4,88,67,67,0,0,0,0
COS,1343,18964,19841,14409,808,2564,0,950
CPR,1,0,0,,,,,
CRP,47,944,1103,721,95,215,0,0
CRW,2,735,749,0,0,745,0,0
CSG,25,134,163,130,0,0,0,0
CVG,797,3989,4271,1466,65,856,0,1330
DAB,1,0,1,,,,,
DAL,5042,24707,28265,9865,2154,6411,97,3877
DAY,58,1136,1220,741,290,135,0,34
DCA,5760,39610,49144,21360,3477,13134,15,5912
DEN,15256,102142,108258,34034,6001,30181,17,24635
DFW,10995,82041,95216,37032,5438,22287,113,19105
DRO,147,1582,2456,1355,106,464,0,0
DSM,436,5115,5414,3227,166,1420,0,104
DTW,14778,135841,140880,65525,8304,27318,36,27613
ECP,176,837,972,588,68,171,0,35
EGE,492,5575,5942,3146,1663,717,0,5
ELM,102,410,317,277,0,8,0,0
ELP,470,2557,3697,1042,47,1334,0,537
