Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,6,14,7,,,,,
ABQ,1296,11837,11840,4286,81,1635,87,4276
ACK,1,0,0,,,,,
ACT,340,3082,3636,939,0,589,0,1654
ACV,154,2447,2727,143,0,1795,0,666
ACY,597,10690,10375,1736,0,5318,0,2723
AEX,307,4170,4454,1222,0,482,0,2431
AGS,315,1951,1672,615,0,140,0,733
ALB,337,2411,2370,917,0,982,0,274
AMA,244,1451,1439,449,0,102,0,735
ANC,576,1942,2527,972,109,501,0,214
APN,43,796,815,6,0,41,0,709
ASE,106,1649,1748,436,80,711,0,393
ATL,29077,204115,190816,90119,5579,29396,191,39389
ATW,488,5051,4935,1072,92,755,0,2637
AUS,2610,20592,20416,5655,841,3660,0,7551
AVL,495,4532,4277,826,0,897,75,2118
AZO,214,2767,2915,203,23,286,0,2291
BDL,1198,8628,8515,2883,258,2356,0,2382
BFL,3,194,183,0,0,61,0,122
BHM,817,6558,6520,2675,158,1099,0,1981
BIL,323,2093,2246,316,0,391,0,1267
BIS,2,0,0,,,,,
BLI,32,310,96,65,0,0,0,0
BNA,3645,24714,24554,7204,724,3902,0,9054
BOI,944,15554,17496,3073,393,9241,0,3711
BOS,6044,47012,51396,16140,2007,18146,86,9083
BQN,98,782,784,228,0,166,0,336
BRO,284,2141,2118,532,264,334,0,899
BTR,248,3701,3464,1121,0,404,0,1615
BTV,156,2107,2193,752,59,453,0,805
BUF,1217,13231,13725,4870,208,2747,7,5041
BUR,1737,12706,13474,2064,676,5864,0,3203
BWI,5990,33620,31101,12116,791,6003,273,7554
BZN,122,597,592,46,0,51,0,434
CAE,144,1235,1153,729,0,56,0,216
CAK,701,5260,5314,790,3,1560,0,2456
CDC,1,7,20,0,0,13,0,7
CHA,335,4764,4578,1116,0,134,0,2974
CHS,1181,10615,10366,2701,371,1956,12,4169
CID,142,3320,3436,1161,52,680,0,1440
CIU,18,127,84,0,0,0,0,62
CLE,1731,19711,18023,6367,79,3866,0,6284
CLL,170,1993,1998,639,0,403,0,802
CLT,1566,14044,12641,4093,54,2302,0,4744
CMH,1286,6948,7376,1149,403,1837,0,2914
COS,212,2784,3028,1731,49,507,0,498
CRP,246,792,700,11,0,156,0,398
CSG,40,575,545,33,0,31,0,461
CVG,368,2698,2558,756,0,475,0,981
CWA,84,1360,1483,34,0,382,0,989
DAL,4225,32648,33577,8197,2169,6940,532,10765
DAY,582,4075,4103,418,0,1851,0,1356
DCA,4074,31237,34831,9646,1381,9124,46,10185
DEN,17100,142474,134675,35585,6777,36930,0,38976
DFW,15766,174247,182934,67456,6099,33949,73,57351
DHN,355,5200,5055,2199,0,194,0,2434
DLH,1,103,97,97,0,0,0,0
DRO,55,1133,1252,456,22,133,0,533
DSM,121,871,677,247,7,84,0,290
DTW,9320,79679,85995,37832,2470,15974,17,22227
ECP,192,1477,1526,28,0,215,0,1146
EGE,19,342,259,48,0,12,0,180
ELM,6,49,28,16,0,0,0,12
ELP,893,5652,5349,1213,176,793,67,2379
ERI,7,0,12,,,,,
ESC,249,3320,2975,81,0,103,0,2585
EUG,304,7126,7614,1081,0,5325,0,1015
EVV,607,7162,7383,822,75,2594,0,3420
EWR,6641,60167,57916,20446,2071,15846,8,14214
EYW,168,1785,1791,212,0,111,0,1352
FAR,30,363,401,83,0,87,0,205
FAT,567,5025,4595,1322,0,305,0,2582
FAY,198,1171,1075,157,0,51,0,670
FCA,96,768,755,453,0,37,0,226
FLG,238,853,1166,60,17,341,0,463
FLL,5015,39774,37320,14097,1574,6297,500,10051
FNT,178,2274,2463,395,156,695,0,1102
FSM,174,1361,1533,248,0,252,0,909
FWA,556,6704,6546,1432,233,1035,0,3454
GEG,342,1590,1699,467,9,202,0,723
GFK,46,221,211,0,0,0,0,183
GJT,1,55,48,0,0,0,0,48
GNV,223,1425,1257,212,49,78,0,751
GPT,173,1638,1763,399,159,157,0,915
GRB,498,5575,5882,1237,0,1684,0,2535
GRK,249,1470,1915,197,0,593,0,901
GRR,738,6746,7133,1237,908,1256,0,3069
GSO,585,5568,5200,1121,0,1521,0,2287
GSP,767,7951,7919,1943,105,2345,0,2825
GTR,288,4020,3925,957,0,211,0,2491
HNL,1666,5624,6753,2908,34,357,0,1462
HOU,4612,35512,36651,12662,2127,6619,247,8500
HPN,606,6731,6792,2725,49,1132,8,2224
HRL,411,2582,2670,599,0,474,0,1402
HSV,182,1659,1388,157,0,18,0,1140
