Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
EWR,17318,252386,239054,78753,4566,48366,104,91118
EYW,242,2362,2194,775,0,759,0,535
FAI,330,2963,2913,1265,0,212,0,1108
FAR,598,8810,9388,3562,834,2831,0,1630
FAT,1181,13909,14507,5380,185,3626,25,4152
FAY,256,3585,3495,1674,0,477,0,1172
FCA,337,1733,1942,662,226,306,0,485
FLG,247,3558,3592,1109,464,317,0,1388
FLL,11568,168318,164603,40001,14853,50075,503,48388
FNT,581,4636,5171,1464,345,1392,0,1464
FSD,595,4218,5371,346,288,1873,0,2367
FSM,165,1354,1354,45,0,175,0,1049
FWA,634,7561,7889,4098,126,1381,0,1751
GCC,156,277,347,124,0,82,0,66
GCK,60,351,441,241,0,70,0,63
GEG,1485,14556,14228,4654,1248,1738,18,5125
GFK,229,1787,1703,755,356,76,0,390
GGG,57,371,608,60,0,223,0,247
GJT,417,2369,2628,438,119,755,0,1006
GNV,345,6858,6228,3312,0,527,0,2086
GPT,444,5003,5328,2429,108,814,0,1649
GRB,545,5473,5561,2225,588,977,0,1422
GRI,49,477,579,211,0,105,0,207
GRK,242,1635,1712,555,0,268,0,699
GRR,1393,17859,18877,5951,1049,4520,0,6278
GSO,956,14106,13780,4117,0,3684,0,5409
GSP,1073,16916,16438,3951,570,5319,0,5619
GST,12,47,37,22,0,0,0,0
GTF,264,2295,2400,1816,0,228,0,209
GTR,153,2302,2306,532,0,217,0,1480
GUC,24,1289,1256,1137,0,22,0,87
GUM,52,467,359,296,0,6,0,0
HDN,129,1422,1400,538,0,398,0,388
HIB,156,2038,2262,445,98,265,0,1260
HLN,249,499,589,195,0,82,0,148
HNL,6482,27232,28510,12127,183,1920,0,6961
HOB,72,1159,1033,86,0,871,0,41
HOU,8116,78244,77634,24158,3754,12368,52,26884
HPN,1042,13387,13367,4871,26,3509,48,3835
HRL,440,2809,2871,268,0,452,0,1656
HSV,607,6289,5546,1350,490,1042,0,2264
HYA,13,32,19,,,,,
HYS,104,1059,1291,526,0,373,0,316
IAD,5020,55608,58122,16017,4015,18739,1,15730
IAG,28,346,331,72,9,115,0,100
IAH,19146,189348,181837,50096,11154,46893,195,57264
ICT,1134,12544,12296,3360,1692,3012,0,3405
IDA,369,2557,2826,1678,0,386,0,469
ILM,385,6029,5974,3083,0,619,0,2045
IMT,104,552,481,50,88,65,0,219
IND,3995,34350,36411,9270,338,10386,0,12561
INL,94,1204,1369,536,0,359,0,402
ISN,248,1790,1512,731,18,168,0,422
ISP,676,5256,4350,1457,211,385,0,1627
ITH,136,894,1132,58,0,168,0,690
ITO,858,2132,2687,348,68,16,0,1176
JAC,509,6706,8377,3180,226,2505,13,2042
JAN,762,9969,9828,4217,61,1850,0,3227
JAX,2761,31681,31679,8501,709,8608,0,11473
JFK,13719,178178,175207,69537,4071,41191,997,47145
JLN,63,510,563,88,0,316,0,134
JMS,104,1006,960,164,0,15,0,706
JNU,673,3992,4627,1880,381,745,8,956
KOA,1611,9216,9243,2337,47,517,29,4381
KTN,357,1848,1870,219,216,212,0,871
LAN,363,4607,5113,2526,0,1399,0,915
LAR,104,603,748,120,44,304,0,210
LAS,21512,239763,227083,61867,3106,50301,49,87591
LAW,165,1887,1970,882,0,184,0,840
LAX,30813,371011,350465,112093,3595,69848,442,127678
LBB,668,4962,5213,1214,433,817,0,2261
LBE,129,2257,2509,63,851,933,0,541
LCH,186,1471,1344,508,35,469,0,259
LEX,784,10899,11169,4249,0,2656,0,3640
LFT,443,3556,3636,1601,0,561,0,1078
LGA,14893,235785,242807,61092,3382,55215,101,110363
LGB,1539,15250,15538,5185,151,3079,0,5799
LIH,1575,7515,7545,2157,131,459,0,3139
LIT,1247,10155,10324,2024,344,3424,0,3707
LNK,464,4228,4390,612,823,697,0,1848
LRD,306,2488,2893,920,0,749,0,1111
LSE,114,694,835,0,5,185,0,503
LWS,101,100,113,0,0,5,0,63
MAF,891,5494,5679,1358,202,1004,0,2561
MBS,292,3793,3675,624,136,703,0,2033
MCI,6494,58107,60222,11643,3837,13313,66,25127
MCO,17521,222572,217438,51787,21260,50351,173,77608
MDT,392,4797,4969,1367,507,979,0,1676
MDW,12970,122868,110557,32972,4135,21070,8,37585
MEI,156,2147,2229,601,0,126,0,1359
MEM,2109,21794,21619,7537,500,5436,0,6486
MFE,329,4094,4126,1145,16,745,0,1992
MFR,434,6153,6140,1348,653,1987,0,1799
MGM,376,5774,5557,2012,0,733,0,2395
MHT,976,8224,8176,1777,440,3512,27,1733
MIA,9889,138259,145312,48317,12296,40241,88,33889
MKE,4854,47808,49861,14005,1612,12341,2,17770
MKG,104,1128,1177,0,0,285,0,796
MLB,224,2334,2254,781,13,445,0,880
MLI,382,5019,5032,2670,220,316,0,1587
MLU,454,5392,5692,1902,234,836,0,2383
MMH,15,32,31,,,,,
MOB,725,7074,7825,1799,0,1798,0,3628
MOT,238,3376,3758,1812,0,577,0,1266
MQT,106,739,846,241,147,138,0,200
MRY,365,4097,4515,833,0,894,0,2542
MSN,1098,10022,10156,2845,172,2820,0,3593
MSO,365,2564,2625,1177,187,436,0,459
MSP,19203,216922,229149,67055,23726,53618,11,66764
MSY,6351,57712,57515,11624,1460,14258,36,24278
MTJ,122,605,564,10,23,156,0,331
MVY,22,496,509,63,51,245,0,132
MYR,779,9314,9267,1083,0,4621,0,2928
OAJ,193,2966,3190,1875,0,292,0,823
OAK,7273,57714,56928,14455,608,10680,250,21173
OGG,3192,20901,20551,5944,1935,1398,29,7450
OKC,2368,19838,18984,3669,464,3286,606,8885
OMA,2624,27675,27668,10850,2803,5326,0,6466
OME,104,466,564,78,25,58,35,222
ONT,2897,28751,28074,5618,458,6084,148,12271
ORD,36220,499799,489672,146016,22208,107822,267,176669
ORF,1623,19782,18940,6773,561,4057,0,6118
ORH,100,2496,2657,853,29,308,0,1388
OTH,20,745,770,0,0,347,0,414
OTZ,104,308,355,35,24,50,0,138
PAH,104,1590,1640,607,0,398,0,586
PBG,79,941,845,21,7,631,0,107
PBI,3479,53419,51761,11069,1910,16799,0,18761
PDX,8379,66296,64423,18352,761,14850,1,21787
PGD,17,260,225,12,0,15,0,170
PHF,163,3464,2575,1642,0,421,0,390
PHL,10785,107647,116463,39175,3213,32336,296,31794
PHX,22519,204885,213857,59803,4732,46360,365,75620
PIA,432,5347,5770,1979,25,1244,0,2065
PIB,104,1413,1528,785,0,131,0,523
PIH,147,688,979,62,0,188,0,548
PIT,3712,32166,33167,11723,509,7348,39,10249
PLN,169,1230,1072,77,0,50,0,827
PNS,846,9788,9295,1964,664,1515,0,4592
PSC,553,5203,5498,1639,359,1096,0,1898
PSE,126,719,616,5,0,37,0,460
PSG,104,636,676,96,2,54,0,461
PSP,1338,19195,19869,6992,73,5521,0,5698
PVD,1858,14600,14392,3499,187,4179,0,4927
PWM,936,10995,11789,3526,98,3563,0,3756
RAP,443,6782,7030,3566,474,1135,0,1499
RDD,143,1519,1487,154,37,571,0,607
RDM,405,6489,6643,2334,549,1356,0,2109
RDU,5205,62744,63759,17340,2214,15377,42,23539
RHI,156,1610,1857,617,350,243,0,429
RIC,2381,38788,39898,15062,300,10539,0,11921
RKS,101,719,910,177,47,165,0,435
RNO,2043,17376,17144,4971,326,3246,0,6325
ROA,323,3890,4096,1473,1,808,0,1541
ROC,1091,9476,9798,1860,1100,3546,0,2394
ROW,57,246,401,9,0,65,0,162
RST,179,3189,3018,474,377,269,0,1787
RSW,4153,48484,47467,10099,1132,14534,0,18533
SAF,166,3482,3742,2151,0,376,0,994
SAN,11274,91825,94177,19198,1220,28737,408,31817
SAT,4585,42543,43350,11400,1495,6905,0,18839
SAV,1061,15038,15458,4337,1151,4427,0,4801
SBA,848,12846,13193,2617,55,4123,0,5658
SBN,802,9969,10270,4460,657,1740,33,2535
SBP,443,6639,6969,3215,0,1217,0,2132
SCC,130,212,268,15,57,36,0,88
SCE,108,2108,2229,228,714,674,0,495
SDF,1463,16778,16186,5133,481,3232,109,6235
SEA,18618,155810,156102,52229,2839,32967,148,45733
SFO,24955,291994,280610,74452,2191,47587,86,131704
SGF,404,3511,3517,492,22,647,0,2017
SGU,300,1703,2031,431,99,427,0,618
SHV,865,11365,12345,5696,420,1655,0,3663
SIT,199,1646,1722,1043,165,87,0,281
SJC,6297,48991,48782,15509,572,7518,147,18129
SJT,144,3930,4008,2105,0,161,0,1562
SJU,3637,40981,39586,12556,402,5824,32,17231
SLC,15900,122558,127905,46482,3183,28372,25,33979
SMF,6101,58329,56379,15522,534,8433,6,24848
SMX,80,1129,1111,268,0,241,0,521
SNA,6379,48644,47804,8192,917,13953,0,17644
SPI,246,2726,2916,930,0,416,0,1330
SPS,122,1549,1589,435,0,133,0,909
SRQ,465,5709,5748,932,122,1997,16,2373
STL,8260,86297,84440,20530,3142,17265,147,34443
STT,638,6788,6911,2668,78,1401,153,2029
STX,147,1887,1932,742,15,205,0,808
SUN,155,2040,2185,546,12,483,0,1073
SWF,104,1205,1238,352,0,195,0,617
SYR,861,10290,11070,3993,210,3072,0,3044
TLH,382,4218,4069,2194,1,436,0,1185
TPA,9637,105316,100672,24642,5567,21575,5,39966
TRI,334,4956,4852,1811,12,496,0,2338
TTN,297,4254,4199,1665,420,626,0,1351
TUL,2082,14860,15320,4161,578,3807,2,5094
TUS,2279,23055,23862,5906,789,5960,0,8874
TVC,313,3274,3368,686,274,604,0,1564
TWF,169,1408,1377,305,142,123,0,706
TXK,102,675,862,446,0,142,0,162
TYR,59,141,178,15,0,44,0,85
TYS,1032,11942,12078,3478,0,2818,0,4787
UST,28,908,865,16,0,103,0,704
VLD,156,1666,1730,714,0,117,0,744
VPS,597,6905,6757,2280,0,1323,0,2737
WRG,104,793,782,297,20,16,0,384
WYS,19,111,70,5,13,2,0,14
XNA,918,14637,14755,3709,1172,3272,0,5999
YAK,104,369,394,6,0,15,0,342
YUM,262,797,1076,85,25,295,0,318
,,,,,,,,
,,,,,,,,
,,,,,,,,
