Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,64,1131,869,211,0,49,0,605
ABI,8,173,253,142,0,74,0,19
ABQ,1649,21345,20380,4143,1552,2586,63,10071
ABY,2,0,0,,,,,
ACK,134,4481,4250,1173,369,1436,22,1190
ACT,119,1339,1412,160,0,165,0,1019
ACV,1,86,81,0,0,0,0,81
ACY,292,6640,6399,664,201,2599,229,2432
AEX,1,0,0,,,,,
AGS,157,3472,3440,1311,46,298,0,1724
ALB,533,7316,6866,1284,352,1966,0,2748
AMA,350,2888,2904,553,189,1012,0,850
ANC,672,3111,3926,1171,0,894,20,875
ASE,312,5350,5828,663,111,1524,0,3211
ATL,27377,347566,320286,113757,15644,72754,64,94724
ATW,175,2130,1848,271,0,232,0,1245
AUS,2866,48605,48465,10847,2105,9462,13,22041
AVL,102,1358,1194,417,0,174,0,523
AZO,73,1139,1204,483,0,97,0,499
BDL,1096,14985,14952,3876,334,3885,0,5837
BFL,306,3083,3235,397,0,926,0,1723
BGR,84,1582,1172,135,127,199,0,636
BHM,1144,22148,21361,6761,386,4535,14,8736
BIS,2,0,0,,,,,
BMI,210,2489,2374,342,0,192,0,1701
BNA,3798,57214,56805,9383,1696,12899,117,27922
BOI,276,4355,4052,605,164,641,0,2358
BOS,8897,140631,139459,37322,6228,46514,539,39714
BPT,7,149,161,139,0,16,0,6
BQK,294,5526,5652,1705,0,567,0,3196
BRD,10,4,9,,,,,
BRO,244,1707,1543,72,147,512,0,681
BTR,8,111,125,0,0,0,0,100
BTV,249,4581,5245,1338,65,2057,0,1527
BUF,1286,20774,20608,4496,888,5653,0,8498
BUR,1343,14204,14562,1949,398,1725,0,8419
BWI,5944,84435,79302,25235,5452,14836,25,26593
BZN,127,389,558,70,0,128,0,278
CAE,303,10102,10305,4560,0,2415,0,3063
CAK,399,6855,6957,1526,388,2856,0,1837
CDV,251,639,751,107,41,62,33,381
CHA,300,6810,6609,2718,0,563,0,2984
CHO,133,2292,2166,527,0,137,0,1399
CHS,960,20918,21610,4319,156,8811,14,7222
CID,561,7697,7526,1926,303,1514,0,3323
CLE,1655,20369,20555,3355,1173,7693,0,6753
CLL,126,684,662,12,0,167,0,438
CLT,11326,131098,147242,40359,11703,44739,445,35549
CMH,1799,20837,20023,4469,1246,5425,27,7166
COS,501,13248,13171,1576,1453,2663,0,7007
CPR,176,2405,2547,143,235,943,0,1108
CRP,204,1234,1158,49,70,221,0,699
CRW,155,4432,4420,1760,0,363,0,2097
CSG,49,1155,1114,108,0,20,0,930
CVG,2012,25533,26469,6763,884,7432,0,9642
DAB,71,1591,1507,52,157,562,0,665
DAL,4016,70788,69973,19109,5501,13998,187,25105
DAY,316,4401,4919,1202,58,2296,0,1029
DCA,5091,82111,88399,14379,4905,25339,26,38178
DEN,9303,178530,175195,42178,7885,47810,38,66145
DFW,14362,241448,257079,71363,16064,59614,56,94312
DHN,1,0,0,,,,,
DLG,84,542,621,286,14,43,33,151
DRO,292,5663,6644,1954,62,1467,0,2726
DSM,361,4269,4164,1157,6,756,0,1993
DTW,3998,52009,52210,11823,1653,19124,54,16339
ECP,41,526,506,29,0,94,0,340
EGE,101,939,1032,0,65,177,0,707
ELM,18,220,167,22,87,25,0,9
ELP,1060,17739,15668,3658,393,1627,16,8537
ENV,1,157,,,,,,
ERI,265,3920,4182,400,62,1902,0,1585
EUG,30,25,26,,,,,
EVV,214,4140,3595,1062,0,238,0,2110
EWR,7992,169309,169240,47530,6746,38771,30,67555
EYW,21,452,437,325,0,0,0,103
FAR,39,336,294,0,0,0,0,274
FAT,580,6835,6914,1575,36,1120,0,3610
FAY,41,629,620,193,0,67,0,311
FCA,38,320,353,0,17,98,0,201
FLG,157,1040,1161,56,13,458,0,480
FLL,4182,77579,80201,17151,3212,31848,112,23200
FNT,528,6234,6491,1226,506,1968,0,2339
FSD,66,1080,1076,415,0,154,0,465
FSM,36,307,259,0,0,0,0,243
FWA,78,1540,1677,330,0,300,0,984
GCC,4,187,206,0,0,19,0,187
GCK,58,1083,1085,103,0,51,0,899
GEG,591,7062,7082,2197,0,490,0,3840
GJT,111,1280,1331,0,0,531,0,759
GNV,236,4235,4325,1666,0,529,0,1869
GPT,38,167,249,12,0,70,0,121
GRB,420,5704,5241,596,0,701,0,3745
GRI,42,1100,1152,343,0,113,0,634
GRK,129,1122,995,283,0,19,0,661
GRR,444,5271,5538,1717,0,1634,0,1801
