Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,35,301,267,237,0,0,0,0
ABQ,659,3876,4179,992,97,662,0,1645
ACK,95,1142,1146,435,10,412,0,168
ACT,1,0,0,,,,,
ACV,30,1027,1201,501,0,535,0,90
AGS,38,419,361,196,0,0,0,126
ALB,266,1812,1677,550,32,330,0,564
AMA,57,1105,1219,805,5,351,0,0
ANC,307,876,1203,259,0,331,0,242
APN,3,11,0,,,,,
ASE,444,4889,5441,1895,413,1153,0,1614
ATL,28645,180873,175605,81506,4801,26256,19,34205
ATW,14,21,14,,,,,
AUS,1918,13236,14328,6371,622,3259,21,2190
AVL,17,126,97,15,0,0,0,66
AVP,16,199,211,176,0,32,0,0
AZO,3,0,29,0,0,29,0,0
BDL,1098,7062,7240,2979,520,1391,0,1723
BFL,270,1901,1734,38,0,87,0,1433
BGM,32,34,108,20,14,41,0,0
BGR,39,393,448,254,0,74,0,79
BHM,863,6750,6349,1600,0,1323,0,2786
BIL,7,133,131,128,0,0,0,0
BIS,120,1022,1105,849,0,163,0,0
BLI,156,656,675,308,0,39,0,204
BMI,1,0,0,,,,,
BNA,3426,21382,22280,7544,1409,3696,0,6093
BOI,1363,13077,14662,9124,226,3182,0,741
BOS,9460,80066,85124,31161,4865,20044,94,20482
BTR,723,14592,14863,11019,371,1016,0,1893
BTV,487,5762,5772,2838,642,682,0,1218
BUF,488,2194,2490,545,535,509,0,626
BUR,1458,11841,13398,1751,0,5623,0,4265
BWI,5466,34961,29604,12923,1616,4782,196,6276
BZN,17,72,149,72,0,70,0,0
CAE,221,1815,1827,459,0,171,0,1069
CAK,6,0,0,,,,,
CDC,300,1522,1612,21,0,306,0,854
CHA,323,3649,3504,2553,0,152,0,608
CHO,7,48,56,48,0,4,0,0
CHS,633,5677,5819,1962,12,1192,30,2008
CID,279,3753,3746,1039,171,515,0,1742
CIU,4,4,0,,,,,
CLE,1400,13041,11889,3886,28,3035,0,4113
CLT,11834,62886,67565,24560,730,17515,207,13022
CMH,1128,7938,8061,3269,97,1249,0,2653
COS,727,9053,8878,5518,493,2070,0,165
CPR,51,587,706,356,7,297,0,0
CRP,262,1997,2115,812,35,324,0,787
CVG,3142,25253,27493,9402,772,4737,19,10191
DAB,3,0,0,,,,,
DAL,4180,24624,24581,7828,1669,4460,0,6316
DAY,104,631,645,272,0,88,0,245
DCA,3657,26084,27155,9513,1720,5355,166,7633
DEN,14827,124103,123081,37691,5362,29556,7,35877
DFW,11643,118146,124026,45224,5369,26873,40,32806
DLH,17,32,74,10,0,31,0,0
DRO,173,1237,1195,484,0,180,0,354
DSM,313,1785,1574,357,204,493,0,234
DTW,2424,21279,21488,10409,407,3852,0,4716
ECP,568,3930,3790,1297,69,184,0,1980
ELM,242,1641,1674,1216,0,368,0,0
ELP,637,3552,4099,908,68,1497,0,974
EUG,4,121,117,0,0,90,0,17
EVV,147,3652,3616,888,0,124,0,2424
EWR,6439,56538,56709,24199,3820,14317,21,7775
FAR,202,2807,2937,1073,608,664,0,466
FAT,382,12101,13156,3707,0,7422,0,1654
FAY,100,893,844,9,0,32,0,705
FLL,3916,29720,30433,13056,731,6229,176,6834
FNT,17,23,86,0,0,22,0,0
FSD,314,2156,2344,873,705,513,0,0
FWA,79,1252,1354,1145,0,142,0,0
GEG,744,7979,8898,2141,240,2683,0,2831
GFK,3,0,0,,,,,
GJT,191,1633,1581,830,0,53,0,610
GNV,105,1084,1004,484,0,20,0,417
GPT,195,1527,1340,794,0,4,0,471
GRB,97,319,362,0,64,38,0,197
GRR,144,1586,1386,260,53,491,0,483
GSO,113,414,573,231,0,177,0,16
GSP,62,296,263,180,0,3,0,56
HDN,4,22,2,,,,,
HNL,2032,3598,4442,1511,9,202,0,939
HOB,59,510,475,313,0,131,0,0
HOU,2923,17457,17273,7231,1128,3000,34,2617
HPN,6,82,79,67,0,0,0,0
HRL,88,192,283,27,0,35,0,160
HSV,369,2268,2037,911,0,147,0,810
IAD,1870,13978,12821,4712,936,2061,0,3957
IAH,9545,74116,69636,22034,6202,16179,40,17908
ICT,319,2414,2194,1209,60,467,0,306
ILM,77,1169,1300,916,0,237,0,90
IND,1083,10371,10586,5423,324,1831,0,2218
ISN,7,1,14,,,,,
ISP,276,1454,1452,1103,0,187,0,0
ITH,2,69,67,66,0,0,0,0
ITO,221,228,398,22,11,0,0,156
JAC,14,93,95,0,0,9,0,86
JAN,675,5765,5696,1943,0,815,0,2625
JAX,1155,6443,6413,3040,115,1006,0,1570
JFK,6851,62892,66459,24929,6706,18983,179,9564
KOA,675,812,1545,367,10,55,0,411
KTN,554,5563,5377,1427,601,364,0,2472
LAN,83,1217,1182,212,0,61,0,792
LAS,10381,79343,82799,25742,2381,24369,143,18049
LAW,5,0,0,,,,,
LAX,15569,210665,203287,64117,2017,53469,411,62837
LBB,146,775,780,127,0,29,0,502
LCH,99,1124,1132,261,0,205,0,600
LEX,178,1776,1673,239,0,85,0,1185
LFT,64,655,724,43,1,126,0,536
LGA,8095,82459,86878,30213,2572,23397,9,23373
LGB,581,4287,5040,2248,17,1222,0,918
LIH,475,693,1464,272,17,212,0,271
LIT,770,6204,6456,1402,428,1052,0,2954
MAF,431,3138,3288,676,207,1437,0,685
MBS,367,4315,4304,453,145,906,0,2570
MCI,2239,15342,17349,5834,661,3657,4,5212
MCO,6518,43695,42973,18840,372,7098,0,10931
MDT,272,3036,3432,2472,1,411,0,0
MDW,4723,29156,24483,8346,1115,3375,57,7917
MEM,550,4043,3508,1111,2,325,0,1670
MFE,75,853,899,393,62,384,0,0
MGM,243,1829,1756,246,0,100,0,1272
MHT,276,1785,1943,1315,66,271,0,135
MIA,5916,58408,58513,27372,1549,8940,84,14827
MKE,2002,14345,14538,5834,397,2446,0,4305
MLI,71,1092,1049,994,0,22,0,0
MOB,551,3844,4255,735,424,1208,0,1506
MQT,4,5,14,,,,,
MSN,309,2117,2034,484,22,197,0,1160
MSP,11623,85555,94442,31852,5299,23745,84,22047
MSY,2767,19063,19342,4191,286,3885,2,8797
MTJ,81,774,811,422,0,40,0,320
MYR,444,3738,4264,361,279,2598,0,500
OAK,4562,28310,31826,11908,365,8733,167,4970
OGG,794,916,1910,255,38,153,0,498
OKC,465,3875,3600,1194,410,432,0,1315
OMA,871,7267,7802,3488,0,1701,0,1761
OME,52,137,188,22,20,35,35,23
ONT,1356,12893,13327,1699,114,7046,0,2886
ORD,19456,229927,230895,84281,10426,50837,89,61865
ORF,812,9600,9258,3931,130,2762,0,1916
PBI,1161,7973,7479,3554,50,1304,0,1571
PDX,4036,23320,28144,6803,1468,9699,0,5241
PGD,18,151,119,34,0,0,0,73
PHF,2,20,4,,,,,
PHL,5318,43545,47395,22064,1026,11807,245,8035
PHX,10094,65134,73314,19521,779,21552,480,17994
PIA,3,106,89,85,0,0,0,0
PIT,1072,5912,6451,1503,327,1477,0,2494
PNS,815,7395,7446,622,213,1776,0,4164
PSP,40,468,711,288,0,347,0,0
PVD,490,3619,3817,1719,169,1140,0,457
PWM,310,2418,2357,1136,38,489,20,471
RAP,163,1259,1220,173,0,129,0,758
RDD,84,1220,1152,0,0,827,0,216
RDU,2014,13710,13501,4614,324,2279,0,4370
RIC,822,7546,7807,4406,241,1808,0,717
RNO,887,5323,5872,1628,112,1917,0,1332
ROC,221,1296,1549,379,29,425,0,575
RST,1,22,24,22,0,2,0,0
RSW,630,5964,6056,462,0,2364,13,2690
SAN,4126,36314,39003,7596,617,17286,47,9053
SAT,1120,5469,5527,2086,104,1073,0,1287
SAV,114,582,609,421,0,97,0,38
SBA,61,1771,1928,0,0,1389,0,450
SBN,80,1503,1317,911,0,79,0,257
SBP,22,128,115,0,0,3,0,97
SDF,473,2410,2384,894,86,461,109,529
SEA,8579,71935,78363,26193,2594,27688,300,11102
SFO,11208,113634,118240,41299,3204,25551,87,33715
SGF,98,463,585,236,8,277,0,0
SHV,159,2426,2398,1727,0,73,0,404
SJC,3277,22754,25809,12312,321,4886,152,3946
SJU,1076,8901,9155,4471,184,1160,0,2630
SLC,9287,53121,64823,24222,3195,18395,41,6615
SMF,2557,22278,26067,4775,62,12489,109,5516
SNA,2350,18798,19411,3484,625,7914,0,4742
SRQ,8,62,82,57,0,25,0,0
STL,4326,32177,32246,10581,886,5951,0,10465
STT,175,1107,1418,871,0,320,0,125
STX,3,0,3,,,,,
SYR,178,899,881,169,0,80,0,488
TLH,3,0,0,,,,,
TPA,3685,23115,23345,9716,385,3652,0,6994
TRI,106,949,926,582,0,58,0,244
TUL,663,3108,3518,1733,0,921,0,496
TUS,761,5914,6195,2244,577,1697,0,1000
TVC,30,300,332,221,0,62,0,0
TYS,617,5010,4962,2057,44,1597,0,970
UST,49,632,624,41,0,23,0,511
VPS,469,4573,4632,1278,0,446,0,2502
XNA,503,5755,5851,2408,311,664,0,1951
YUM,67,1010,999,570,0,38,0,332
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
