Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABQ,394,8602,8229,1090,210,778,7,5517
ABR,3,0,0,,,,,
ACV,137,2188,1983,398,0,90,0,1414
ACY,95,2507,2343,20,0,1611,5,572
AEX,198,1913,1852,421,112,448,0,787
AGS,212,5302,4477,255,0,382,0,3593
ALB,442,7943,7552,1286,343,1362,0,4297
AMA,4,29,28,2,0,4,0,14
ANC,876,5382,5360,2022,284,529,0,1711
ASE,16,541,630,2,0,318,0,304
ATL,33073,447741,412316,151659,27253,71320,372,130924
ATW,21,559,558,0,0,45,0,513
AUS,1860,30668,29527,3779,956,4163,6,18257
AVL,219,3416,2866,737,0,219,0,1758
AVP,1,0,0,,,,,
AZO,9,178,189,0,178,3,0,0
BDL,1051,15444,15265,1847,405,2604,0,9561
BFL,33,86,111,0,0,17,0,48
BHM,588,7816,7007,1248,147,793,0,4132
BIL,62,257,241,32,0,6,0,186
BIS,126,1111,960,214,0,9,0,645
BNA,3187,57099,53997,10205,1102,4770,0,33798
BOI,766,10159,9960,1782,16,1305,0,6155
BOS,7317,175098,161009,32061,3919,42910,340,75057
BRO,85,848,761,10,23,231,0,487
BRW,156,420,438,97,46,8,0,191
BTR,371,4257,4090,649,86,315,0,2800
BTV,153,2461,2514,152,0,981,0,1275
BUF,931,13283,13228,2474,323,3207,0,6484
BUR,852,12645,12524,1165,267,1978,0,7894
BWI,5886,97606,91885,21986,3876,17266,146,42608
CAE,293,5179,4252,246,0,313,0,3436
CAK,89,773,833,20,0,323,0,423
CHA,240,3827,3792,664,0,445,0,2492
CHO,40,255,169,0,0,0,0,154
CHS,624,9403,8609,1358,103,1374,0,5144
CID,121,1881,2317,149,7,862,0,1146
CLE,2057,34210,32967,8398,1017,7561,0,13890
CLL,48,274,271,0,0,3,0,252
CLT,5061,81319,82669,21347,7090,15410,558,31770
CMH,1219,17348,17440,2950,326,4295,7,8878
COD,15,183,189,0,0,0,0,168
COS,3,191,176,0,0,0,0,176
CRP,292,2679,2709,148,1003,193,0,1185
CRW,251,5288,4664,1328,0,136,0,3054
CVG,468,8487,8135,1866,71,1915,0,3938
DAL,4127,83080,78975,17197,3203,9745,40,42583
DAY,197,3881,3794,1512,25,406,0,1658
DCA,4114,72519,77606,11706,4118,19639,14,38435
DEN,15879,250846,239507,54349,14270,36814,84,117210
DFW,6022,127151,125083,27461,4661,23567,26,61739
DLH,41,88,98,0,0,8,0,42
DRO,76,821,819,0,62,148,0,580
DSM,300,5787,6207,518,85,2148,0,3121
DTW,5707,86043,84823,22163,3212,27904,47,26498
ECP,182,2306,2229,39,0,127,0,1862
EGE,95,933,1022,130,23,142,0,649
ELP,239,5778,5718,372,78,1473,0,3518
ESC,1,50,59,0,50,9,0,0
EUG,62,1213,1226,10,0,781,0,406
EWR,6328,184302,161193,46905,4852,22043,0,81165
FAR,265,2329,2207,615,0,395,0,1041
FAY,110,1705,1512,337,0,183,0,874
FLL,5196,120091,113913,29768,3111,23001,520,51733
FNT,41,360,467,6,17,142,0,228
FSD,33,439,486,102,0,61,0,283
FWA,3,0,21,0,0,21,0,0
GCC,55,478,506,0,0,30,0,433
GEG,205,2044,2076,95,150,205,0,1462
GFK,58,222,233,27,0,35,0,121
GJT,2,0,0,,,,,
GNV,235,3329,3181,235,0,310,0,2365
GPT,14,164,155,4,0,9,0,118
GRB,107,2022,1943,1020,0,307,0,553
GRK,28,138,138,12,0,28,0,96
GRR,167,2822,2734,275,47,336,0,1920
GSO,318,6044,5437,441,164,1250,0,3371
GSP,350,7793,7766,1223,21,2592,0,3619
HNL,2022,8858,8647,3022,108,163,0,3137
HOU,2373,40924,37723,9497,896,3274,32,19984
HPN,175,4304,3951,575,0,365,0,2896
HRL,134,798,841,18,0,140,0,509
HSV,13,198,183,9,0,14,0,160
IAD,1630,26213,25824,3875,2342,6106,1,11971
IAH,14048,223347,199486,57836,13566,31874,7,83625
IND,1463,24864,23791,3749,1064,4484,0,12915
ISP,131,1328,1000,138,75,54,0,634
ITO,566,1956,2198,246,41,15,0,1133
JAN,193,2311,1974,0,0,106,0,1727
JAX,1547,30615,29287,4071,1308,6800,0,15760
JFK,7385,185749,180441,55161,14190,40764,1139,62172
JNU,263,2004,2065,635,42,105,0,1054
KOA,409,1142,1243,244,92,3,0,572
LAN,93,1950,1991,339,0,198,0,1381
LAS,7089,122780,125311,23856,1475,25339,81,65021
LAX,10659,190609,185888,40854,558,33452,543,98627
LBB,58,2507,2151,2,66,33,0,1999
LBE,227,3004,2978,127,886,1148,0,706
LEX,271,4645,3867,663,0,256,0,2808
LFT,262,1842,1853,94,0,308,0,1328
LGA,5356,164726,151134,34521,2923,25146,13,84208
LGB,570,8793,8469,2051,11,619,0,5077
LIH,363,879,1055,74,75,0,0,572
LIT,163,1900,2115,355,122,481,0,952
MAF,568,6661,6932,494,216,577,0,5132
MBS,350,4472,4666,331,42,1176,0,2990
MCI,2341,40804,40314,4216,978,7172,0,25565
MCO,9121,185325,175584,36979,11047,35407,219,82121
MDW,7086,114757,98065,27442,4707,14485,274,42928
MEM,845,15069,13073,1600,176,1061,0,9354
MFE,134,436,367,24,52,41,0,213
MFR,106,3261,3388,1048,0,1230,0,1064
MHT,12,224,222,0,71,1,0,146
MIA,3696,67439,67281,16038,4995,17441,38,25121
