Origin,FlightCount,DepDly,ArrDly,CarrierDly,WeatherDly,NASDly,SecurityDly,LateAircraftDly
ABE,235,4156,4134,1285,53,783,0,1749
ABI,27,256,256,21,0,39,0,124
ABQ,1625,18304,18753,4136,1124,2647,7,9082
ABR,62,196,155,112,0,0,0,0
ABY,89,892,921,548,0,101,0,236
ACK,147,2406,2375,737,33,745,0,681
ACT,119,2070,2059,591,0,127,0,1198
ACV,126,2149,1946,39,0,473,0,1347
ACY,341,7458,6871,551,0,4642,236,1171
ADK,8,115,138,0,41,30,23,31
ADQ,58,168,251,4,0,61,98,8
AEX,262,4898,5069,1965,0,662,0,2195
AGS,230,5240,4936,2948,0,626,0,1179
AKN,6,49,49,0,0,3,46,0
ALB,759,10089,9372,3240,367,1903,0,3228
AMA,271,1751,2004,371,135,415,0,840
ANC,2012,19470,18134,8566,59,1213,17,6452
APN,58,1499,1380,612,277,21,0,409
ASE,402,4691,4948,774,44,1744,0,2008
ATL,34166,589100,536435,259581,14320,68341,49,167335
ATW,257,2328,2333,464,0,1234,0,514
AUS,4075,54682,56165,15811,1174,11924,10,22437
AVL,332,6771,7228,1724,217,2196,0,2806
AVP,174,2301,2352,1024,0,519,0,580
AZO,171,2477,2694,1254,0,459,0,853
BDL,1691,20381,19366,6509,451,3570,0,7757
BET,85,82,125,4,0,0,17,13
BFL,234,1803,1574,15,0,112,0,1266
BGM,54,534,615,124,29,75,0,339
BGR,123,2319,2524,691,0,635,0,1090
BHM,1057,14303,14857,4747,33,3999,0,5228
BIL,320,1832,1809,930,0,273,0,424
BIS,196,2079,2249,1437,92,213,0,312
BJI,62,1019,982,383,0,18,0,513
BMI,146,1248,1442,324,0,235,0,718
BNA,4593,64407,63464,17041,2394,9716,0,29369
BOI,1334,14423,14142,4913,26,3463,0,4685
BOS,11218,164290,158094,46950,1195,44273,449,54625
BPT,45,1250,1312,698,0,168,0,388
BQK,92,1090,1276,411,0,212,0,550
BQN,201,4212,3810,226,3,400,0,3018
BRD,58,813,827,577,0,65,0,159
BRO,193,2745,2598,57,393,634,0,1420
BRW,80,286,270,0,0,3,0,247
BTM,58,413,377,205,40,0,0,104
BTR,602,11403,11309,6946,292,1305,0,2375
BTV,421,7757,7989,2116,0,3162,0,2376
BUF,1627,19931,19396,4397,0,6211,0,7702
BUR,1999,18587,19568,1804,851,5082,0,8984
BWI,8345,116214,110046,31865,5644,26165,10,38247
BZN,519,4745,4789,1896,0,1280,0,1352
CAE,370,6233,6380,2729,24,1310,0,2109
CAK,408,6401,6911,2200,74,2995,0,1277
CDC,54,162,142,0,17,12,0,63
CDV,62,764,776,220,109,127,69,186
CHA,339,4660,4614,1197,28,201,0,2863
CHO,209,4937,5340,1688,0,1510,0,1981
CHS,1343,20471,19607,4953,252,6409,30,7127
CID,366,6561,6674,2342,250,1413,0,2375
CIU,60,1532,1364,186,1066,23,0,72
CLE,3097,46461,46644,14179,568,13486,0,15501
CLL,106,1449,1384,459,0,94,0,816
CLT,9551,142948,148398,44253,11073,35489,465,46730
CMH,2024,25517,26759,6810,973,7452,13,9814
CMX,62,963,917,127,0,184,0,535
COD,118,1748,1723,1216,170,62,13,109
COS,754,12848,13217,5735,1284,2482,0,2856
CPR,133,1157,1198,341,0,88,0,707
CRP,246,2162,2311,236,36,771,0,1150
CRW,228,4077,4280,547,0,2003,0,1492
CSG,113,1431,1344,148,0,293,0,790
CVG,1306,21135,22318,6223,556,5116,0,9157
CWA,85,945,1053,0,0,328,0,682
DAB,169,4910,4750,2576,0,655,0,1422
DAL,5862,78208,82594,17840,6127,15143,197,35279
DAY,578,9025,10117,3268,0,3578,0,2828
DCA,6760,96271,107586,25467,5463,30515,136,40343
DEN,20884,292739,291613,81594,6166,64983,158,115470
DFW,17277,362236,374938,120303,26132,63330,134,144700
DHN,120,2101,1969,988,0,68,0,801
DLG,27,159,193,37,0,4,0,105
DLH,230,4434,4272,1001,0,1171,0,1880
DRO,210,2519,2916,818,256,580,0,940
DSM,711,7773,7862,1565,138,1542,0,4088
DTW,10680,179590,175017,75136,4325,35492,52,50837
DVL,53,925,897,841,0,0,0,49
EAU,58,1442,1630,25,730,524,0,297
ECP,390,4371,4506,1332,30,1071,0,1871
EFD,1,7,56,5,0,49,0,2
EGE,84,1245,1417,767,88,183,0,307
EKO,58,30,58,0,0,0,0,20
ELM,151,3390,3079,1374,0,209,0,1442
ELP,1026,14283,14334,3930,957,2014,21,6344
ERI,58,571,708,45,25,413,0,166
ESC,54,1061,872,20,0,0,0,791
EUG,306,2466,2534,698,0,1206,0,427
EVV,250,6336,6244,2622,0,1382,0,2109
EWN,62,729,895,449,0,92,0,213
EWR,10458,208170,197284,65625,9905,38326,154,72763
EYW,125,2726,2547,1473,76,418,0,543
FAI,288,5421,4962,2056,42,112,6,2502
FAR,361,4688,4968,1243,63,1798,0,1628
FAT,764,11856,11891,4429,83,2997,0,3715
FAY,147,2090,1881,489,0,460,0,815
FCA,308,2387,2323,496,142,573,0,871
FLG,162,2385,2175,788,59,74,0,1090
FLL,6361,119600,124544,23922,11196,46408,654,35763
FNT,377,3605,3821,893,16,926,0,1663
FSD,358,4327,4824,1038,0,1672,0,1824
FSM,70,2828,2716,2123,0,17,0,561
FWA,351,5368,5405,1448,72,1332,0,2384
GCC,89,1279,1262,833,19,49,0,310
GCK,62,1199,1252,887,0,73,0,238
GEG,904,7017,7128,2275,57,873,0,2834
GFK,115,603,593,88,116,63,0,299
GGG,30,759,790,72,0,57,0,628
GJT,254,1027,1169,168,0,223,0,527
GNV,178,3377,3496,1814,0,283,0,1230
GPT,270,4532,4425,1153,0,965,0,2100
GRB,363,4311,4278,874,0,967,0,2198
GRI,58,1810,1952,1368,0,141,0,323
GRK,130,1558,1820,474,0,894,0,343
GRR,726,10657,10941,3999,184,2557,0,3544
GSO,530,8867,8929,2612,0,2369,0,3631
GSP,578,9027,9181,3102,257,3172,0,2100
GST,27,115,118,0,0,22,64,22
GTF,227,2647,2642,1176,0,425,0,848
GTR,89,1587,1527,474,0,31,0,935
GUC,19,86,121,59,0,43,0,0
GUM,31,654,491,341,74,16,0,0
HDN,47,453,548,85,0,408,0,16
HIB,85,984,997,210,204,144,0,323
